PLT_CN,hybrid_class,source
144980378010661,Not LSOG,v4
144980449010661,Not LSOG,v4
144980513010661,Not LSOG,v4
144980578010661,Not LSOG,v4
144980820010661,Transitioning LS,v4
144980883010661,Not LSOG,v4
144981011010661,Not LSOG,v4
144981076010661,Not LSOG,v4
144981140010661,Not LSOG,v4
144981204010661,Not LSOG,v4
144981403010661,Not LSOG,v4
144981469010661,Not LSOG,v4
144981532010661,Not LSOG,v4
144981658010661,Not LSOG,v4
144981722010661,Not LSOG,v4
144981911010661,Transitioning LS,v4
144982059010661,Not LSOG,v4
144982122010661,Not LSOG,v4
144982185010661,Transitioning LS,v4
144982248010661,Not LSOG,v4
144986484010661,Transitioning LS,v4
144986523010661,Not LSOG,v4
144986562010661,Transitioning LS,v4
144986597010661,Not LSOG,v4
144986633010661,Not LSOG,v4
144986705010661,Not LSOG,v4
144986813010661,Not LSOG,v4
144986848010661,Not LSOG,v4
144986884010661,Not LSOG,v4
144986920010661,Not LSOG,v4
144987028010661,LS,v4
144987064010661,Transitioning LS,v4
144987099010661,Not LSOG,v4
144987171010661,Not LSOG,v4
144987277010661,Not LSOG,v4
144987313010661,Not LSOG,v4
144987383010661,Not LSOG,v4
144987419010661,Not LSOG,v4
144987455010661,Not LSOG,v4
144987491010661,Transitioning LS,v4
144987526010661,Not LSOG,v4
144987561010661,Not LSOG,v4
144987597010661,Not LSOG,v4
144987634010661,Not LSOG,v4
144987670010661,Not LSOG,v4
144987707010661,Not LSOG,v4
144987741010661,Transitioning LS,v4
144987776010661,Not LSOG,v4
144987811010661,Not LSOG,v4
144987848010661,Not LSOG,v4
144987884010661,Not LSOG,v4
144987957010661,Not LSOG,v4
144987992010661,Not LSOG,v4
144988064010661,Not LSOG,v4
144988100010661,Not LSOG,v4
144988134010661,Not LSOG,v4
144988170010661,Not LSOG,v4
144988205010661,Not LSOG,v4
144988240010661,Not LSOG,v4
144988276010661,Not LSOG,v4
144988365010661,Not LSOG,v4
144988367010661,Not LSOG,v4
144988369010661,Not LSOG,v4
144988373010661,Not LSOG,v4
144988375010661,Not LSOG,v4
144988377010661,Not LSOG,v4
144988381010661,Not LSOG,v4
144988383010661,Not LSOG,v4
144988389010661,Not LSOG,v4
144988391010661,Not LSOG,v4
144988395010661,Not LSOG,v4
144988397010661,Not LSOG,v4
144988401010661,Not LSOG,v4
144988403010661,Not LSOG,v4
144988407010661,Not LSOG,v4
144988409010661,Not LSOG,v4
144988411010661,Transitioning LS,v4
144988415010661,Not LSOG,v4
144988417010661,Not LSOG,v4
144988421010661,Not LSOG,v4
144988423010661,Not LSOG,v4
144988425010661,Not LSOG,v4
144988427010661,Not LSOG,v4
144988429010661,Transitioning LS,v4
144988433010661,Not LSOG,v4
144988435010661,Not LSOG,v4
144988437010661,Not LSOG,v4
144988439010661,Not LSOG,v4
144988441010661,Not LSOG,v4
144988447010661,Not LSOG,v4
144988449010661,Not LSOG,v4
144988451010661,Not LSOG,v4
144988453010661,Not LSOG,v4
144988455010661,Not LSOG,v4
144988457010661,Not LSOG,v4
144988459010661,LS,v4
144988461010661,Not LSOG,v4
144988463010661,Not LSOG,v4
144988465010661,Not LSOG,v4
144988467010661,Transitioning LS,v4
144988469010661,Not LSOG,v4
144988471010661,Not LSOG,v4
144988473010661,Not LSOG,v4
144988475010661,Not LSOG,v4
144988477010661,Not LSOG,v4
144988481010661,Transitioning LS,v4
144988483010661,Not LSOG,v4
144988485010661,Not LSOG,v4
144988487010661,Not LSOG,v4
144988489010661,Not LSOG,v4
144988491010661,Not LSOG,v4
144988493010661,Not LSOG,v4
144988495010661,Not LSOG,v4
144988499010661,Not LSOG,v4
144988503010661,Not LSOG,v4
144988505010661,Not LSOG,v4
144988507010661,Transitioning LS,v4
144988509010661,Not LSOG,v4
144988511010661,Not LSOG,v4
144988513010661,Not LSOG,v4
144988515010661,Transitioning LS,v4
144988517010661,Not LSOG,v4
144988519010661,Not LSOG,v4
144988521010661,Not LSOG,v4
144988523010661,Not LSOG,v4
144988525010661,Not LSOG,v4
144988527010661,Not LSOG,v4
144988533010661,Not LSOG,v4
144988541010661,Not LSOG,v4
144988543010661,Not LSOG,v4
144988549010661,Transitioning LS,v4
144988553010661,Not LSOG,v4
144988555010661,Not LSOG,v4
144988557010661,Transitioning LS,v4
144988559010661,Not LSOG,v4
144988567010661,Not LSOG,v4
144988571010661,Not LSOG,v4
144988573010661,Not LSOG,v4
144988593010661,Not LSOG,v4
144988597010661,Not LSOG,v4
144988601010661,Not LSOG,v4
144988607010661,Not LSOG,v4
144988609010661,Not LSOG,v4
144988611010661,Not LSOG,v4
144988613010661,Not LSOG,v4
144988615010661,Not LSOG,v4
144988617010661,Not LSOG,v4
144988621010661,Not LSOG,v4
144988623010661,LS,v4
144988625010661,Not LSOG,v4
144988631010661,Not LSOG,v4
144988635010661,Not LSOG,v4
144988637010661,Not LSOG,v4
144988639010661,Not LSOG,v4
144988647010661,Not LSOG,v4
144988649010661,Not LSOG,v4
144988653010661,Not LSOG,v4
144988655010661,Not LSOG,v4
144988657010661,Not LSOG,v4
144988659010661,Not LSOG,v4
144988661010661,Not LSOG,v4
144988663010661,Not LSOG,v4
144988665010661,Not LSOG,v4
144988667010661,Not LSOG,v4
145021369010661,Not LSOG,v4
145021373010661,Not LSOG,v4
145021375010661,Not LSOG,v4
145021379010661,Transitioning LS,v4
145021383010661,Not LSOG,v4
145021393010661,Not LSOG,v4
145021399010661,Not LSOG,v4
145021403010661,Not LSOG,v4
145021431010661,Not LSOG,v4
145021433010661,Not LSOG,v4
145021435010661,Not LSOG,v4
145021437010661,Not LSOG,v4
145021439010661,Not LSOG,v4
145021445010661,Not LSOG,v4
145021453010661,Not LSOG,v4
145021457010661,Not LSOG,v4
145021459010661,Not LSOG,v4
145021461010661,Not LSOG,v4
145021463010661,Not LSOG,v4
145021465010661,Not LSOG,v4
145021467010661,Not LSOG,v4
145021471010661,Not LSOG,v4
145021473010661,Not LSOG,v4
145021475010661,Not LSOG,v4
145021479010661,Not LSOG,v4
145021485010661,Transitioning LS,v4
145021489010661,Not LSOG,v4
145021491010661,Not LSOG,v4
145021493010661,Not LSOG,v4
145021497010661,Not LSOG,v4
145021509010661,Not LSOG,v4
145021511010661,Not LSOG,v4
145021513010661,Not LSOG,v4
145021515010661,Not LSOG,v4
145021517010661,Transitioning LS,v4
145021519010661,Not LSOG,v4
145021521010661,Not LSOG,v4
145021527010661,Not LSOG,v4
145021529010661,Not LSOG,v4
145021531010661,Not LSOG,v4
145021533010661,Not LSOG,v4
145021535010661,Transitioning LS,v4
145021537010661,Not LSOG,v4
145021549010661,Not LSOG,v4
145021559010661,Not LSOG,v4
145021561010661,Not LSOG,v4
145021563010661,Not LSOG,v4
145021565010661,Not LSOG,v4
145021569010661,Not LSOG,v4
145021571010661,Not LSOG,v4
145021579010661,Not LSOG,v4
145021583010661,Not LSOG,v4
145021585010661,Not LSOG,v4
145021593010661,Not LSOG,v4
145021601010661,Transitioning LS,v4
145021603010661,Not LSOG,v4
145021605010661,Not LSOG,v4
145021607010661,Not LSOG,v4
145021609010661,Not LSOG,v4
145021611010661,Not LSOG,v4
145021613010661,Not LSOG,v4
145021615010661,Not LSOG,v4
145021617010661,Transitioning LS,v4
145021619010661,Not LSOG,v4
145021621010661,Not LSOG,v4
145021627010661,Not LSOG,v4
145021629010661,Not LSOG,v4
145021631010661,Not LSOG,v4
145021633010661,Not LSOG,v4
145021635010661,Not LSOG,v4
145021639010661,Not LSOG,v4
145021641010661,Not LSOG,v4
145021645010661,Not LSOG,v4
145021647010661,Not LSOG,v4
145021653010661,Not LSOG,v4
145021655010661,Not LSOG,v4
145021661010661,Not LSOG,v4
145021667010661,Not LSOG,v4
145021669010661,Transitioning LS,v4
145021671010661,Not LSOG,v4
145021675010661,Not LSOG,v4
145021679010661,Not LSOG,v4
145021681010661,Transitioning LS,v4
145021683010661,Not LSOG,v4
145021691010661,Not LSOG,v4
145021693010661,Not LSOG,v4
145021697010661,Not LSOG,v4
145021699010661,Transitioning LS,v4
145021701010661,Not LSOG,v4
145021703010661,Not LSOG,v4
145021705010661,Not LSOG,v4
145021707010661,Not LSOG,v4
145021709010661,Transitioning LS,v4
145021711010661,Not LSOG,v4
145021713010661,Not LSOG,v4
145021715010661,Not LSOG,v4
145021719010661,Not LSOG,v4
145021721010661,Not LSOG,v4
145021723010661,Not LSOG,v4
145021725010661,Not LSOG,v4
145021731010661,Not LSOG,v4
145021733010661,Transitioning LS,v4
145021735010661,Not LSOG,v4
145021739010661,Not LSOG,v4
145021741010661,Not LSOG,v4
145021743010661,Not LSOG,v4
145021745010661,Not LSOG,v4
145021747010661,Transitioning LS,v4
145021749010661,Transitioning LS,v4
145021751010661,Transitioning LS,v4
145021753010661,Not LSOG,v4
145021757010661,Not LSOG,v4
145021761010661,Transitioning LS,v4
145021769010661,Not LSOG,v4
145021771010661,Not LSOG,v4
145021773010661,Not LSOG,v4
145021777010661,Not LSOG,v4
145021779010661,Not LSOG,v4
145021781010661,Not LSOG,v4
145021783010661,Transitioning LS,v4
145021785010661,Transitioning LS,v4
145021787010661,Not LSOG,v4
145021793010661,Not LSOG,v4
145021795010661,Not LSOG,v4
145021801010661,Not LSOG,v4
145021803010661,Not LSOG,v4
145021805010661,Not LSOG,v4
145021807010661,Not LSOG,v4
145021809010661,Not LSOG,v4
145021811010661,Not LSOG,v4
145021815010661,Not LSOG,v4
145021819010661,Not LSOG,v4
145021821010661,Not LSOG,v4
145021823010661,Not LSOG,v4
145021825010661,Not LSOG,v4
145021829010661,Not LSOG,v4
145021831010661,Not LSOG,v4
145021835010661,Not LSOG,v4
145021837010661,Not LSOG,v4
145021841010661,Transitioning LS,v4
145021851010661,Not LSOG,v4
145021853010661,Not LSOG,v4
145021855010661,Not LSOG,v4
145021857010661,Not LSOG,v4
145021859010661,Not LSOG,v4
145021861010661,Not LSOG,v4
145021863010661,Not LSOG,v4
145021865010661,Not LSOG,v4
145021867010661,Transitioning LS,v4
145021869010661,Not LSOG,v4
145021873010661,Transitioning LS,v4
145021875010661,Not LSOG,v4
145021877010661,Not LSOG,v4
145021879010661,Not LSOG,v4
145021881010661,Not LSOG,v4
145021883010661,Not LSOG,v4
145021885010661,Not LSOG,v4
145021887010661,Transitioning LS,v4
145021889010661,Not LSOG,v4
145021891010661,Not LSOG,v4
145021893010661,Not LSOG,v4
145021901010661,Not LSOG,v4
145021905010661,Not LSOG,v4
145021907010661,Not LSOG,v4
145021909010661,Not LSOG,v4
145021911010661,Not LSOG,v4
145021913010661,Not LSOG,v4
145021917010661,Not LSOG,v4
145021919010661,Not LSOG,v4
145021921010661,Not LSOG,v4
145021923010661,Not LSOG,v4
145021925010661,Not LSOG,v4
145021931010661,Not LSOG,v4
145021933010661,Not LSOG,v4
145021935010661,Not LSOG,v4
145021943010661,Not LSOG,v4
145021947010661,Not LSOG,v4
145021951010661,Not LSOG,v4
145021953010661,Not LSOG,v4
145021957010661,Transitioning LS,v4
145021959010661,Transitioning LS,v4
145021961010661,Transitioning LS,v4
145021963010661,LS,v4
145021965010661,Not LSOG,v4
145021967010661,Not LSOG,v4
145021969010661,Not LSOG,v4
145021971010661,Transitioning LS,v4
145021973010661,Not LSOG,v4
145021975010661,Transitioning LS,v4
145021977010661,Transitioning LS,v4
145021979010661,Transitioning LS,v4
145021981010661,Not LSOG,v4
145021985010661,Transitioning LS,v4
145021987010661,Not LSOG,v4
145021989010661,Not LSOG,v4
145021991010661,Not LSOG,v4
145021993010661,Not LSOG,v4
145021995010661,Not LSOG,v4
145021997010661,Not LSOG,v4
145021999010661,Not LSOG,v4
145022001010661,Transitioning LS,v4
145022003010661,Not LSOG,v4
145022005010661,Not LSOG,v4
145022013010661,Not LSOG,v4
145022015010661,Not LSOG,v4
145022017010661,Not LSOG,v4
145022019010661,Transitioning LS,v4
145022021010661,Not LSOG,v4
145022031010661,Not LSOG,v4
145022033010661,Not LSOG,v4
145022035010661,Not LSOG,v4
145022041010661,Not LSOG,v4
145022043010661,Not LSOG,v4
145022047010661,Not LSOG,v4
145022049010661,Not LSOG,v4
145022051010661,Not LSOG,v4
145022055010661,Not LSOG,v4
145022059010661,Not LSOG,v4
145022061010661,Transitioning LS,v4
145022065010661,Not LSOG,v4
145022067010661,Not LSOG,v4
145022069010661,Not LSOG,v4
145022073010661,Not LSOG,v4
145022075010661,Not LSOG,v4
145022077010661,Not LSOG,v4
145022081010661,Not LSOG,v4
145022083010661,Not LSOG,v4
145022085010661,Not LSOG,v4
145022087010661,Not LSOG,v4
145022089010661,Not LSOG,v4
145022091010661,Not LSOG,v4
145022093010661,Not LSOG,v4
145022095010661,Transitioning LS,v4
145022097010661,LS,v4
145022099010661,Not LSOG,v4
145022101010661,Transitioning LS,v4
145022103010661,Not LSOG,v4
145022105010661,Not LSOG,v4
145022107010661,Transitioning LS,v4
145022109010661,Not LSOG,v4
145022111010661,Transitioning LS,v4
145022113010661,Transitioning LS,v4
145022117010661,Not LSOG,v4
145022119010661,Not LSOG,v4
145022123010661,Not LSOG,v4
145022125010661,Not LSOG,v4
145022127010661,Not LSOG,v4
145022129010661,Transitioning LS,v4
145022131010661,Transitioning LS,v4
145022133010661,Transitioning LS,v4
145022135010661,LS,v4
145022137010661,Not LSOG,v4
145022139010661,Not LSOG,v4
145022141010661,Not LSOG,v4
145022143010661,Not LSOG,v4
145022145010661,Not LSOG,v4
145022147010661,Not LSOG,v4
145022149010661,LS,v4
145022151010661,Not LSOG,v4
145022153010661,Transitioning LS,v4
145022155010661,Not LSOG,v4
145022157010661,Not LSOG,v4
145022159010661,Not LSOG,v4
145022161010661,Not LSOG,v4
145022163010661,Not LSOG,v4
145022165010661,Not LSOG,v4
145022167010661,Not LSOG,v4
145022171010661,Not LSOG,v4
145022181010661,Not LSOG,v4
145022189010661,Not LSOG,v4
145022195010661,Not LSOG,v4
145022197010661,Not LSOG,v4
145022199010661,Transitioning LS,v4
145022201010661,Not LSOG,v4
145022203010661,Not LSOG,v4
145022205010661,Not LSOG,v4
145022207010661,Not LSOG,v4
145022209010661,Not LSOG,v4
145022211010661,Not LSOG,v4
145022213010661,Not LSOG,v4
145022215010661,Not LSOG,v4
145022217010661,Not LSOG,v4
145022219010661,Not LSOG,v4
145022223010661,Not LSOG,v4
145022225010661,Not LSOG,v4
145022227010661,Not LSOG,v4
145022229010661,Not LSOG,v4
145022231010661,Not LSOG,v4
145022233010661,Not LSOG,v4
145022235010661,Not LSOG,v4
145022237010661,Not LSOG,v4
145022239010661,Not LSOG,v4
145022241010661,Not LSOG,v4
145022243010661,Not LSOG,v4
145022245010661,Not LSOG,v4
145022247010661,Not LSOG,v4
145022249010661,Not LSOG,v4
145022251010661,Not LSOG,v4
145022253010661,Transitioning LS,v4
145022255010661,Not LSOG,v4
145022257010661,Not LSOG,v4
145022259010661,Not LSOG,v4
145022261010661,Not LSOG,v4
145022263010661,Not LSOG,v4
145022265010661,Not LSOG,v4
145022267010661,Not LSOG,v4
145022269010661,Not LSOG,v4
145022271010661,Transitioning LS,v4
145022273010661,Not LSOG,v4
145022275010661,Not LSOG,v4
145022293010661,Not LSOG,v4
145022297010661,Not LSOG,v4
145022299010661,Not LSOG,v4
145022301010661,Not LSOG,v4
145022307010661,Not LSOG,v4
145022309010661,Not LSOG,v4
145022311010661,Not LSOG,v4
145022317010661,Transitioning LS,v4
145022319010661,Not LSOG,v4
145022323010661,Not LSOG,v4
145022327010661,Not LSOG,v4
145022329010661,Not LSOG,v4
145022331010661,Not LSOG,v4
145022333010661,Not LSOG,v4
145022335010661,Not LSOG,v4
145022339010661,Not LSOG,v4
145022341010661,Not LSOG,v4
145022343010661,Not LSOG,v4
145022345010661,Not LSOG,v4
145022347010661,Not LSOG,v4
145022349010661,Not LSOG,v4
145022351010661,Not LSOG,v4
145022353010661,Not LSOG,v4
145022355010661,Transitioning LS,v4
145022357010661,Not LSOG,v4
145022359010661,Not LSOG,v4
145022361010661,Not LSOG,v4
145022363010661,Transitioning LS,v4
145022365010661,Not LSOG,v4
145022367010661,Not LSOG,v4
145022369010661,Transitioning LS,v4
145022371010661,Not LSOG,v4
145022373010661,Not LSOG,v4
145022375010661,Not LSOG,v4
145022377010661,Not LSOG,v4
145022379010661,Not LSOG,v4
145022381010661,Not LSOG,v4
145022383010661,Not LSOG,v4
145022387010661,Not LSOG,v4
145022391010661,Not LSOG,v4
145022395010661,Not LSOG,v4
145022397010661,Not LSOG,v4
145022399010661,Not LSOG,v4
145022405010661,Not LSOG,v4
145022407010661,Not LSOG,v4
145022409010661,Not LSOG,v4
145022411010661,Not LSOG,v4
145022413010661,Not LSOG,v4
145022419010661,Not LSOG,v4
145022421010661,Not LSOG,v4
145022423010661,Not LSOG,v4
145022427010661,Not LSOG,v4
145022429010661,Not LSOG,v4
145022431010661,Not LSOG,v4
145022435010661,Not LSOG,v4
145022437010661,Not LSOG,v4
145022443010661,Not LSOG,v4
145022445010661,Not LSOG,v4
145022447010661,Not LSOG,v4
145022455010661,Not LSOG,v4
145022461010661,Not LSOG,v4
145022463010661,Not LSOG,v4
145022467010661,Not LSOG,v4
145022469010661,Transitioning LS,v4
145022473010661,Not LSOG,v4
145022475010661,Not LSOG,v4
145022477010661,Not LSOG,v4
145022479010661,Not LSOG,v4
145022481010661,Not LSOG,v4
145022483010661,Not LSOG,v4
145022485010661,Not LSOG,v4
145022487010661,Not LSOG,v4
145022489010661,Not LSOG,v4
145022493010661,Not LSOG,v4
145022495010661,Transitioning LS,v4
145022497010661,Not LSOG,v4
145022499010661,Not LSOG,v4
145022503010661,Not LSOG,v4
145022505010661,Not LSOG,v4
145022507010661,Transitioning LS,v4
145022511010661,Not LSOG,v4
145022525010661,Not LSOG,v4
145022527010661,Not LSOG,v4
145022529010661,Not LSOG,v4
145022531010661,Not LSOG,v4
145022537010661,LS,v4
145022539010661,Not LSOG,v4
145022541010661,Not LSOG,v4
145022543010661,Not LSOG,v4
145022553010661,Not LSOG,v4
145022557010661,Not LSOG,v4
145022559010661,Not LSOG,v4
145022567010661,Not LSOG,v4
145022569010661,Not LSOG,v4
145022571010661,Not LSOG,v4
145022573010661,Not LSOG,v4
145022575010661,Not LSOG,v4
145022577010661,Not LSOG,v4
145022581010661,Not LSOG,v4
145022583010661,Not LSOG,v4
145022587010661,Not LSOG,v4
145022601010661,Not LSOG,v4
145022603010661,Not LSOG,v4
145022607010661,Transitioning LS,v4
145022611010661,Not LSOG,v4
145022615010661,Not LSOG,v4
145022617010661,Not LSOG,v4
145022619010661,Not LSOG,v4
145022621010661,Not LSOG,v4
145022623010661,Not LSOG,v4
145022625010661,Not LSOG,v4
145022631010661,Not LSOG,v4
145022633010661,Not LSOG,v4
145022635010661,Not LSOG,v4
145022639010661,Not LSOG,v4
145022641010661,Not LSOG,v4
145022645010661,Not LSOG,v4
145022655010661,Not LSOG,v4
145022675010661,Not LSOG,v4
145022681010661,Not LSOG,v4
145022683010661,Not LSOG,v4
145022689010661,Not LSOG,v4
145022695010661,Not LSOG,v4
145022697010661,Not LSOG,v4
145022699010661,Not LSOG,v4
145022701010661,Not LSOG,v4
145022703010661,Not LSOG,v4
145022713010661,Not LSOG,v4
145022731010661,Not LSOG,v4
145022733010661,Not LSOG,v4
145022739010661,Not LSOG,v4
145022743010661,Transitioning LS,v4
145022747010661,Not LSOG,v4
145022749010661,Not LSOG,v4
145022751010661,Not LSOG,v4
145022753010661,Not LSOG,v4
145022755010661,Not LSOG,v4
145022757010661,Transitioning LS,v4
145022761010661,Not LSOG,v4
145022763010661,Not LSOG,v4
145022765010661,Not LSOG,v4
145022775010661,Not LSOG,v4
145022779010661,Not LSOG,v4
145022781010661,Not LSOG,v4
145022783010661,Not LSOG,v4
145022785010661,Not LSOG,v4
145022789010661,Not LSOG,v4
145022791010661,Not LSOG,v4
145022793010661,Not LSOG,v4
145022795010661,Not LSOG,v4
145022801010661,Transitioning LS,v4
145022811010661,Not LSOG,v4
145022813010661,Not LSOG,v4
145022819010661,Not LSOG,v4
145022823010661,Not LSOG,v4
145022827010661,Not LSOG,v4
145022829010661,Not LSOG,v4
145022831010661,Not LSOG,v4
145022833010661,Transitioning LS,v4
145022835010661,Transitioning LS,v4
145022837010661,Not LSOG,v4
145022839010661,Not LSOG,v4
145022841010661,Not LSOG,v4
145022843010661,Not LSOG,v4
145022847010661,Not LSOG,v4
145022849010661,Not LSOG,v4
145022853010661,Not LSOG,v4
145022855010661,Not LSOG,v4
145022859010661,Not LSOG,v4
145022867010661,Not LSOG,v4
145022869010661,Not LSOG,v4
145022871010661,Not LSOG,v4
145022875010661,Not LSOG,v4
145022877010661,Not LSOG,v4
145022879010661,Not LSOG,v4
145022883010661,Not LSOG,v4
145022885010661,Not LSOG,v4
145022893010661,Not LSOG,v4
145022897010661,Not LSOG,v4
145022899010661,Not LSOG,v4
145022901010661,Not LSOG,v4
145022903010661,Not LSOG,v4
145022905010661,Not LSOG,v4
145022909010661,Not LSOG,v4
145022913010661,Not LSOG,v4
145022917010661,Not LSOG,v4
145022919010661,Not LSOG,v4
145022927010661,Not LSOG,v4
145022931010661,Not LSOG,v4
145022933010661,Transitioning LS,v4
145022935010661,Not LSOG,v4
145022939010661,Not LSOG,v4
145022941010661,Not LSOG,v4
145022943010661,Not LSOG,v4
145022945010661,Not LSOG,v4
145022951010661,Not LSOG,v4
145022961010661,Not LSOG,v4
145022963010661,Not LSOG,v4
145022977010661,Not LSOG,v4
145022979010661,Not LSOG,v4
145022983010661,Not LSOG,v4
145022985010661,Not LSOG,v4
145022987010661,Not LSOG,v4
145022989010661,Not LSOG,v4
145022991010661,Not LSOG,v4
145022993010661,Not LSOG,v4
145022995010661,Not LSOG,v4
145022997010661,Not LSOG,v4
145022999010661,Not LSOG,v4
145023003010661,Not LSOG,v4
145023005010661,Not LSOG,v4
145023007010661,Not LSOG,v4
145023009010661,Not LSOG,v4
145023013010661,Transitioning LS,v4
145023019010661,Not LSOG,v4
145023023010661,Not LSOG,v4
145023031010661,Not LSOG,v4
145023033010661,Not LSOG,v4
145023039010661,Not LSOG,v4
145023043010661,Not LSOG,v4
145023047010661,Not LSOG,v4
145023053010661,Not LSOG,v4
145023055010661,Transitioning LS,v4
145023057010661,Not LSOG,v4
145023061010661,Not LSOG,v4
145023063010661,Not LSOG,v4
145023069010661,Transitioning LS,v4
145023071010661,Not LSOG,v4
145023073010661,Not LSOG,v4
145023077010661,Not LSOG,v4
145023083010661,Not LSOG,v4
145023089010661,Not LSOG,v4
145023103010661,Not LSOG,v4
145023107010661,Not LSOG,v4
145023111010661,Not LSOG,v4
145023115010661,Not LSOG,v4
145023117010661,Not LSOG,v4
145023119010661,Not LSOG,v4
145023121010661,LS,v4
145023123010661,Not LSOG,v4
145023125010661,Not LSOG,v4
145023129010661,Not LSOG,v4
145023131010661,Not LSOG,v4
145023135010661,Not LSOG,v4
145023149010661,Not LSOG,v4
145023157010661,Not LSOG,v4
145023159010661,Not LSOG,v4
145023163010661,Not LSOG,v4
145023169010661,Not LSOG,v4
145023179010661,Transitioning LS,v4
145023181010661,Not LSOG,v4
145023183010661,Not LSOG,v4
145023185010661,Not LSOG,v4
145023193010661,Not LSOG,v4
145023195010661,Not LSOG,v4
145023201010661,Not LSOG,v4
145023205010661,Not LSOG,v4
145023207010661,Not LSOG,v4
145023209010661,Not LSOG,v4
145023211010661,Transitioning LS,v4
145023213010661,LS,v4
145023215010661,Not LSOG,v4
145023217010661,Not LSOG,v4
145023225010661,Not LSOG,v4
145023227010661,Not LSOG,v4
145023229010661,Transitioning LS,v4
145023231010661,Not LSOG,v4
145023235010661,Not LSOG,v4
145023237010661,Not LSOG,v4
145023239010661,Not LSOG,v4
145023241010661,Not LSOG,v4
145023245010661,Not LSOG,v4
145023247010661,Transitioning LS,v4
145023249010661,Not LSOG,v4
145023251010661,Transitioning LS,v4
145023253010661,Not LSOG,v4
145023257010661,Not LSOG,v4
145023259010661,Not LSOG,v4
145023263010661,Not LSOG,v4
145023279010661,Not LSOG,v4
145023285010661,Not LSOG,v4
145023287010661,Not LSOG,v4
145023291010661,Not LSOG,v4
145023293010661,Not LSOG,v4
145023297010661,Not LSOG,v4
145023303010661,Not LSOG,v4
145023309010661,Not LSOG,v4
145023311010661,Not LSOG,v4
145023325010661,Not LSOG,v4
145023333010661,Not LSOG,v4
145023335010661,Not LSOG,v4
145023339010661,Not LSOG,v4
145023343010661,Not LSOG,v4
145023347010661,Not LSOG,v4
145023351010661,Not LSOG,v4
145023355010661,Not LSOG,v4
145023357010661,Not LSOG,v4
145023361010661,Not LSOG,v4
145023363010661,Not LSOG,v4
145023365010661,Not LSOG,v4
145023373010661,Not LSOG,v4
145023375010661,Not LSOG,v4
145023381010661,Not LSOG,v4
145023383010661,Not LSOG,v4
145023385010661,Not LSOG,v4
145023399010661,Not LSOG,v4
145023401010661,Not LSOG,v4
145023403010661,Not LSOG,v4
145023405010661,Transitioning LS,v4
145023407010661,Not LSOG,v4
145023413010661,Not LSOG,v4
145023415010661,Transitioning LS,v4
145023419010661,Not LSOG,v4
145023421010661,Not LSOG,v4
145023423010661,Not LSOG,v4
145023425010661,Not LSOG,v4
145023427010661,Not LSOG,v4
145023429010661,Not LSOG,v4
145023431010661,Not LSOG,v4
145023433010661,Not LSOG,v4
145023435010661,Not LSOG,v4
145023437010661,Not LSOG,v4
145023441010661,Not LSOG,v4
145023443010661,Not LSOG,v4
145023447010661,Not LSOG,v4
145023449010661,Not LSOG,v4
145023451010661,Not LSOG,v4
145023453010661,Not LSOG,v4
145023457010661,Not LSOG,v4
145023463010661,Not LSOG,v4
145023469010661,Not LSOG,v4
145023471010661,Not LSOG,v4
145023473010661,Not LSOG,v4
145023475010661,Not LSOG,v4
145023477010661,Not LSOG,v4
145023483010661,Not LSOG,v4
145023485010661,Transitioning LS,v4
145023487010661,Not LSOG,v4
145023489010661,Not LSOG,v4
145023493010661,Not LSOG,v4
145023497010661,Not LSOG,v4
145023503010661,Not LSOG,v4
145023505010661,Not LSOG,v4
145023509010661,Not LSOG,v4
145023511010661,Not LSOG,v4
145023513010661,Not LSOG,v4
145023515010661,Not LSOG,v4
145023517010661,Not LSOG,v4
145023519010661,Not LSOG,v4
145023525010661,Not LSOG,v4
145023527010661,Not LSOG,v4
145023529010661,Not LSOG,v4
145023531010661,Not LSOG,v4
145023533010661,Not LSOG,v4
145023535010661,Not LSOG,v4
145023537010661,Not LSOG,v4
145023539010661,Not LSOG,v4
145023541010661,Not LSOG,v4
145023543010661,Not LSOG,v4
145023545010661,Not LSOG,v4
145023547010661,Not LSOG,v4
145023549010661,Not LSOG,v4
145023551010661,Not LSOG,v4
145023553010661,Not LSOG,v4
145023555010661,Not LSOG,v4
145023557010661,Not LSOG,v4
145023559010661,Not LSOG,v4
145023561010661,Not LSOG,v4
145023563010661,Not LSOG,v4
145023565010661,Not LSOG,v4
145023567010661,Not LSOG,v4
145023569010661,Not LSOG,v4
145023571010661,Not LSOG,v4
145023573010661,Not LSOG,v4
145023575010661,Not LSOG,v4
145023577010661,Not LSOG,v4
145023579010661,Not LSOG,v4
145023581010661,Not LSOG,v4
145023583010661,Transitioning LS,v4
145023585010661,Not LSOG,v4
145023587010661,Not LSOG,v4
145023589010661,Transitioning LS,v4
145023591010661,Not LSOG,v4
145023593010661,Not LSOG,v4
145023595010661,Not LSOG,v4
145023597010661,Not LSOG,v4
145023603010661,Not LSOG,v4
145023611010661,Not LSOG,v4
145023613010661,Not LSOG,v4
145023615010661,Not LSOG,v4
145023619010661,Not LSOG,v4
145023621010661,Not LSOG,v4
145023623010661,Not LSOG,v4
145023625010661,Not LSOG,v4
145023627010661,Transitioning LS,v4
145023629010661,Not LSOG,v4
145023631010661,Not LSOG,v4
