PLT_CN,state,INVYR,STDAGE,big_trees_per_ac,pelz_og,FORTYPCD,OWNCD,eval_period,v51_class,v51_total,v51_og,v51_lsog,v51_any
1184860075290487,ME,2023,60,18.054138,FALSE,708,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1184860312290487,ME,2023,128,126.378966,TRUE,801,11,2019-2023,LS,7,FALSE,TRUE,TRUE
1184860761290487,ME,2023,60,12.036092,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1184860763290487,ME,2023,87,24.072184,FALSE,809,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1184860764290487,ME,2023,96,66.198506,FALSE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
1184860765290487,ME,2023,100,132.397012,TRUE,104,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1184860766290487,ME,2023,77,12.036092,FALSE,123,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1191484796290487,NH,2023,111,0,FALSE,123,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484797290487,NH,2023,117,24.072184,TRUE,105,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484798290487,NH,2023,94,90.27069,FALSE,105,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1191484812290487,NH,2023,89,36.108276,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484828290487,NH,2023,94,24.072184,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484833290487,NH,2023,105,12.036092,TRUE,124,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484834290487,NH,2023,104,36.108276,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484835290487,NH,2023,97,0,FALSE,124,11,2019-2023,LS,6,FALSE,TRUE,TRUE
1191484836290487,NH,2023,91,48.144368,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484839290487,NH,2023,85,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484870290487,NH,2023,97,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484871290487,NH,2023,88,12.036092,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1191484880290487,NH,2023,69,24.072184,FALSE,121,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1191484882290487,NH,2023,83,48.144368,FALSE,124,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1191484890290487,NH,2023,114,60.18046,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484891290487,NH,2023,92,54.162414,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484892290487,NH,2023,87,0,FALSE,124,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484893290487,NH,2023,82,24.072184,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484909290487,NH,2023,68,24.072184,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1191484910290487,NH,2023,84,30.09023,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1191484911290487,NH,2023,89,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484912290487,NH,2023,52,0,FALSE,121,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
1191484913290487,NH,2023,70,42.126322,FALSE,902,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484939290487,NH,2023,87,0,FALSE,123,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484940290487,NH,2023,72,0,FALSE,124,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484941290487,NH,2023,27,0,FALSE,121,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484942290487,NH,2023,89,84.252644,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484943290487,NH,2023,101,96.288736,TRUE,123,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484944290487,NH,2023,89,60.18046,FALSE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
1191484945290487,NH,2023,52,0,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484946290487,NH,2023,80,6.018046,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484947290487,NH,2023,102,66.198506,TRUE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484948290487,NH,2023,78,18.054138,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484949290487,NH,2023,79,66.198506,FALSE,705,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484950290487,NH,2023,95,36.108276,FALSE,123,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484952290487,NH,2023,75,84.252644,FALSE,105,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484953290487,NH,2023,114,48.144368,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484954290487,NH,2023,77,12.036092,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1191484955290487,NH,2023,95,36.108276,FALSE,124,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484956290487,NH,2023,92,66.198506,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484957290487,NH,2023,93,24.072184,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1191484958290487,NH,2023,97,72.216552,FALSE,505,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1191484959290487,NH,2023,88,66.198506,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191484963290487,NH,2023,92,72.216552,FALSE,105,11,2019-2023,LS,7,FALSE,TRUE,TRUE
1191484964290487,NH,2023,82,36.108276,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1191484965290487,NH,2023,80,36.108276,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484966290487,NH,2023,72,0,FALSE,121,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
1191484967290487,NH,2023,17,6.018046,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1191484969290487,NH,2023,92,66.198506,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484970290487,NH,2023,48,24.072184,FALSE,805,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1191484971290487,NH,2023,87,60.18046,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191484972290487,NH,2023,75,54.162414,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1191484973290487,NH,2023,93,6.018046,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1191495751290487,NY,2023,79,24.072184,FALSE,503,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1191496120290487,NY,2023,82,48.144368,FALSE,503,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1192967835290487,VT,2023,48,6.018046,FALSE,901,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1192967839290487,VT,2023,89,42.126322,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1192967863290487,VT,2023,95,18.054138,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1192967870290487,VT,2023,82,60.18046,FALSE,809,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1192967874290487,VT,2023,84,42.126322,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1192967880290487,VT,2023,126,66.198506,TRUE,801,11,2019-2023,LS,7,FALSE,TRUE,TRUE
1192967881290487,VT,2023,112,66.198506,TRUE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
1192967933290487,VT,2023,121,54.162414,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1192967934290487,VT,2023,100,30.09023,TRUE,121,11,2019-2023,LS,6,FALSE,TRUE,TRUE
1192967981290487,VT,2023,49,18.054138,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1192967982290487,VT,2023,83,66.198506,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1192967983290487,VT,2023,105,12.036092,TRUE,123,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1192967984290487,VT,2023,80,30.09023,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1192967985290487,VT,2023,93,60.18046,FALSE,121,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1192967986290487,VT,2023,106,42.126322,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1192967987290487,VT,2023,63,36.108276,FALSE,809,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1192967988290487,VT,2023,73,12.036092,FALSE,902,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1192967989290487,VT,2023,74,12.036092,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1192967990290487,VT,2023,53,48.144368,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1192967991290487,VT,2023,84,72.216552,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1192967992290487,VT,2023,115,78.234598,TRUE,902,11,2019-2023,LS,6,FALSE,TRUE,TRUE
1192967993290487,VT,2023,40,72.216552,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1192967994290487,VT,2023,57,6.018046,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
1192967995290487,VT,2023,74,24.072184,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1192967996290487,VT,2023,70,18.054138,FALSE,123,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1192967997290487,VT,2023,80,42.126322,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1192967998290487,VT,2023,85,54.162414,FALSE,809,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1192967999290487,VT,2023,71,30.09023,FALSE,801,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
1192968000290487,VT,2023,7,6.018046,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
1192968001290487,VT,2023,82,60.18046,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
1192968002290487,VT,2023,78,54.162414,FALSE,805,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1192968003290487,VT,2023,75,60.18046,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1192968004290487,VT,2023,87,78.234598,FALSE,809,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
1192968005290487,VT,2023,93,54.162414,FALSE,809,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
1192968006290487,VT,2023,82,48.144368,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
168989435020004,NY,2014,59,6.018046,FALSE,512,11,2014-2018,Not LSOG,0,FALSE,FALSE,FALSE
168990098020004,NY,2014,70,54.162414,FALSE,805,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171137746020004,ME,2014,93,36.108276,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171137757020004,ME,2014,75,42.126322,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171138174020004,ME,2014,53,6.018046,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171138175020004,ME,2014,85,30.09023,FALSE,123,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171138176020004,ME,2014,78,12.036092,FALSE,123,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871627020004,VT,2014,97,66.198506,FALSE,801,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171871647020004,VT,2015,105,48.144368,TRUE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871648020004,VT,2014,56,6.018046,FALSE,902,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871649020004,VT,2014,79,0,FALSE,809,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171871656020004,VT,2015,92,54.162414,FALSE,805,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171871657020004,VT,2014,86,48.144368,FALSE,809,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871658020004,VT,2015,77,48.144368,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871660020004,VT,2014,67,42.126322,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871663020004,VT,2015,47,12.036092,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871749020004,VT,2015,86,48.144368,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871750020004,VT,2014,57,0,FALSE,902,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171871751020004,VT,2014,84,36.108276,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871780020004,VT,2014,90,24.072184,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871816020004,VT,2014,73,66.198506,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871817020004,VT,2015,86,54.162414,FALSE,809,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871818020004,VT,2014,75,54.162414,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871819020004,VT,2015,91,0,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871820020004,VT,2014,87,36.108276,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871821020004,VT,2015,123,78.234598,TRUE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871822020004,VT,2014,96,54.162414,FALSE,124,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871823020004,VT,2014,78,36.108276,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171871824020004,VT,2015,104,78.234598,TRUE,105,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171871825020004,VT,2014,99,60.18046,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871826020004,VT,2015,116,48.144368,TRUE,121,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171871827020004,VT,2015,94,36.108276,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871828020004,VT,2014,76,66.198506,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871829020004,VT,2014,93,60.18046,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871830020004,VT,2014,80,30.09023,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871831020004,VT,2014,95,30.09023,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871832020004,VT,2015,70,30.09023,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871833020004,VT,2014,76,30.09023,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871834020004,VT,2014,80,72.216552,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871835020004,VT,2014,60,0,FALSE,121,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871836020004,VT,2014,90,54.162414,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871837020004,VT,2014,99,36.108276,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871838020004,VT,2015,80,48.144368,FALSE,801,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171871839020004,VT,2014,65,36.108276,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171871840020004,VT,2014,70,42.126322,FALSE,805,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171871841020004,VT,2014,75,54.162414,FALSE,801,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171871842020004,VT,2015,69,30.09023,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871843020004,VT,2014,51,6.018046,FALSE,124,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871844020004,VT,2015,68,42.126322,FALSE,809,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171871845020004,VT,2014,56,12.036092,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171871846020004,VT,2015,82,60.18046,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871847020004,VT,2014,80,54.162414,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171871848020004,VT,2015,65,42.126322,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171928902020004,NH,2015,78,0,FALSE,121,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171928904020004,NH,2014,73,6.018046,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171928912020004,NH,2014,116,24.072184,TRUE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171928941020004,NH,2015,105,66.198506,TRUE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171928946020004,NH,2014,112,90.27069,TRUE,801,11,2014-2018,LS,6,FALSE,TRUE,TRUE
171928952020004,NH,2014,111,54.162414,TRUE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171928953020004,NH,2014,86,36.108276,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171928955020004,NH,2014,73,66.198506,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171928956020004,NH,2014,98,90.27069,FALSE,105,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171928957020004,NH,2015,82,72.216552,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929026020004,NH,2014,56,30.09023,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929029020004,NH,2014,69,6.018046,FALSE,902,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929037020004,NH,2014,94,42.126322,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929038020004,NH,2015,89,30.09023,FALSE,902,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929039020004,NH,2014,77,6.018046,FALSE,124,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929041020004,NH,2015,113,36.108276,TRUE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929042020004,NH,2015,72,30.09023,FALSE,124,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929043020004,NH,2014,86,54.162414,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929060020004,NH,2014,55,6.018046,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929063020004,NH,2015,60,42.126322,FALSE,124,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929065020004,NH,2014,18,0,FALSE,123,11,2014-2018,Not LSOG,0,FALSE,FALSE,FALSE
171929068020004,NH,2014,97,12.036092,FALSE,123,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171929069020004,NH,2014,83,0,FALSE,124,11,2014-2018,LS,6,FALSE,TRUE,TRUE
171929101020004,NH,2015,93,30.09023,FALSE,902,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929104020004,NH,2015,50,12.036092,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929106020004,NH,2015,75,42.126322,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929107020004,NH,2014,78,48.144368,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929108020004,NH,2014,70,42.126322,FALSE,902,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929109020004,NH,2015,106,66.198506,TRUE,123,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171929110020004,NH,2014,75,36.108276,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929111020004,NH,2015,70,18.054138,FALSE,124,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929112020004,NH,2015,65,0,FALSE,121,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929113020004,NH,2015,65,18.054138,FALSE,124,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929114020004,NH,2015,66,6.018046,FALSE,801,11,2014-2018,Not LSOG,0,FALSE,FALSE,FALSE
171929115020004,NH,2014,83,42.126322,FALSE,902,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929116020004,NH,2015,90,18.054138,FALSE,123,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929117020004,NH,2014,92,42.126322,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929118020004,NH,2014,74,54.162414,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929119020004,NH,2014,85,54.162414,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929120020004,NH,2014,50,0,FALSE,123,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929122020004,NH,2014,22,0,FALSE,962,11,2014-2018,Not LSOG,0,FALSE,FALSE,FALSE
171929123020004,NH,2014,74,30.09023,FALSE,902,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929124020004,NH,2014,50,0,FALSE,121,11,2014-2018,Not LSOG,0,FALSE,FALSE,FALSE
171929125020004,NH,2014,85,12.036092,FALSE,121,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929126020004,NH,2014,71,18.054138,FALSE,902,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929128020004,NH,2014,60,24.072184,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929129020004,NH,2014,70,18.054138,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929132020004,NH,2014,101,30.09023,TRUE,124,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929133020004,NH,2014,54,0,FALSE,124,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929134020004,NH,2015,74,36.108276,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929135020004,NH,2014,66,84.252644,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929136020004,NH,2015,65,6.018046,FALSE,121,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929137020004,NH,2014,90,48.144368,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929138020004,NH,2014,45,18.054138,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929139020004,NH,2014,75,84.252644,FALSE,805,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
171929141020004,NH,2015,82,90.27069,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929142020004,NH,2014,75,54.162414,FALSE,505,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929143020004,NH,2015,70,54.162414,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929144020004,NH,2014,50,18.054138,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929145020004,NH,2014,60,0,FALSE,121,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929146020004,NH,2014,85,36.108276,FALSE,801,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929147020004,NH,2015,60,12.036092,FALSE,902,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929148020004,NH,2014,84,48.144368,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929149020004,NH,2014,85,30.09023,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
171929150020004,NH,2015,47,6.018046,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929152020004,NH,2014,70,6.018046,FALSE,121,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
171929153020004,NH,2014,68,0,FALSE,124,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929154020004,NH,2014,90,54.162414,FALSE,809,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
171929155020004,NH,2014,60,48.144368,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
171929156020004,NH,2015,85,12.036092,FALSE,123,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
243882680489998,ME,2015,72,54.162414,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
243882686489998,ME,2015,66,0,FALSE,123,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
243883098489998,ME,2015,78,24.072184,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
243883099489998,ME,2015,67,36.108276,FALSE,123,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
243883100489998,ME,2015,93,48.144368,FALSE,123,11,2014-2018,LS,6,FALSE,TRUE,TRUE
243883101489998,ME,2015,60,36.108276,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
250845302489998,VT,2015,80,12.036092,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
250845318489998,VT,2015,80,24.072184,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
250845323489998,VT,2015,94,42.126322,FALSE,123,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
250845328489998,VT,2015,94,90.27069,FALSE,801,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
250845358489998,VT,2015,72,42.126322,FALSE,801,11,2014-2018,Not LSOG,2,FALSE,FALSE,FALSE
250845378489998,VT,2015,59,18.054138,FALSE,123,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
250845388489998,VT,2015,134,42.126322,TRUE,801,11,2014-2018,Transitioning LS,5,FALSE,FALSE,TRUE
250845391489998,VT,2015,66,12.036092,FALSE,801,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
250845392489998,VT,2015,61,0,FALSE,121,11,2014-2018,Transitioning LS,4,FALSE,FALSE,TRUE
250845393489998,VT,2015,83,78.234598,FALSE,801,11,2014-2018,OG,8,TRUE,TRUE,TRUE
250845394489998,VT,2015,80,60.18046,FALSE,801,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
250845395489998,VT,2015,63,54.162414,FALSE,809,11,2014-2018,Not LSOG,3,FALSE,FALSE,FALSE
250845396489998,VT,2015,7,0,FALSE,902,11,2014-2018,Not LSOG,1,FALSE,FALSE,FALSE
