LSOG_class,plotname,mean_cano_ht,max_cano_ht,percentile_95th,rumple,top_rugosity,cano_cover_2,cano_cover_6,cano_cover_15,sum_live_basalarea,sum_dead_basalarea,basal_GE_40cmDBH,prop_basal_GE_40cmDBH,No_treesGE_40cmdbh,QMD_live,CWD_vol,CV_livedbh
Not LS,W-80,3.7643,26.8,10.5841,3.1262,3.803,0.5543,0.3111,0.0001,14.9545,2.5071,0,0,0,12.7058,51.9881,26.9782
Not LS,W-81,0.9604,37.63,5.6,1.905,2.2448,0.1633,0.0433,0.0027,7.3924,0.3079,0,0,0,14.0065,23.391,34.9239
Not LS,W-82,1.2396,16.5944,7.47,2.1581,2.6942,0.1912,0.0794,0.0018,4.6403,1.1404,0,0,0,11.5905,1.5791,30.9735
Not LS,W-83,1.7917,16.3821,5.1,2.563,1.8053,0.4266,0.0178,0.0001,12.5652,0,0,0,0,11.1825,0,24.6585
Not LS,W-84,4.7927,19.0671,14.07,5.2678,5.3489,0.5007,0.3979,0.0265,16.885,0.3173,0,0,0,14.8148,2.9856,31.4229
Not LS,W-85,0.9494,13.8,6.6279,1.9426,2.234,0.1477,0.0606,0,0.3534,0,0,0,0,15.0038,25.661,
Not LS,W-86,2.2757,26.22,9.2088,2.4163,3.7938,0.3323,0.132,0.0196,5.6739,0,0,0,0,15.0288,9.1047,40.2374
Not LS,W-87,0.314,20.54,0.4309,1.2741,1.5437,0.0349,0.0151,0.0036,0,0,0,,0,,12.0162,
Trans LS,W-88,9.4682,25.4293,18.8,6.5965,6.7722,0.7323,0.6722,0.2575,24.9105,1.9243,1.0158,0.3064,16.1874,25.7116,8.9073,58.2115
Not LS,W-89,3.7302,32.7703,11.7436,3.1894,4.3325,0.483,0.3116,0.0068,14.956,2.6924,0,0,0,20.3511,47.9169,40.5476
Not LS,W-9,11.3685,24.3334,18.5265,6.1525,5.7345,0.8823,0.8002,0.3168,32.8464,1.5818,1.0601,0.2492,24.2812,20.6628,0,46.3587
Not LS,W-90,9.6295,26.447,16.0444,3.4812,4.689,0.8845,0.8111,0.0853,26.2975,1.1907,0.7181,0.2114,16.1874,18.1224,31.9775,53.9539
Trans LS,W-91,12.8192,26.2861,19.4413,3.3981,4.603,0.987,0.9104,0.3593,46.0211,2.6217,0.3263,0.0543,8.0937,21.9208,31.5827,32.8699
Trans LS,W-92,9.3071,27.3,17.6,5.7068,6.081,0.7842,0.686,0.1882,21.1232,9.0811,0,0,0,17.2909,72.3195,44.1171
Trans LS,W-93,10.2401,22.1783,16.6299,5.0305,5.0222,0.8813,0.8006,0.1473,42.0453,0.7194,2.1091,0.3992,40.4686,17.9623,59.9578,61.8048
Trans LS,W-94,10.1204,23.74,17.54,6.5123,5.4882,0.8409,0.7759,0.1538,33.5815,7.4128,1.7027,0.3362,32.3749,19.04,62.4252,60.2848
Not LS,W-95,8.7927,25.29,14.1002,4.4176,3.9725,0.9067,0.7844,0.0215,33.8392,4.6968,0.3263,0.0685,8.0937,17.3016,10.5358,46.6586
Not LS,W-96,10.1696,23.57,16.7093,4.0356,4.4628,0.9227,0.8345,0.115,42.4317,7.3908,2.2481,0.3652,48.5623,24.5066,44.7833,49.5661
Trans LS,W-97,10.2797,28.11,22.24,8.3095,8.0768,0.7417,0.619,0.3603,24.5115,0,0.9844,0.325,16.1874,24.0462,114.9808,53.7998
Not LS,W-98,6.6862,19.617,14.913,4.605,5.4358,0.6744,0.5581,0.0463,20.3629,1.8065,0.4107,0.1499,8.0937,23.7465,32.3229,50.8011
Not LS,W-99,8.5864,22.382,14.9695,5.0726,5.2349,0.7944,0.7092,0.0483,30.9001,3.6397,0,0,0,18.9166,60.7227,41.7943
Trans LS,Sect1-10-1,19.1306,29.74,26.6301,3.4321,5.1862,0.9722,0.9657,0.8751,26.4397,6.8889,0.7035,0.0854,8.0937,22.5899,97.6597,46.9692
Trans LS,Sect1-10-3,20.6796,30.45,27.46,3.3763,5.3239,0.9729,0.9696,0.9083,37.0869,2.6854,2.5609,0.2606,28.328,24.0028,92.2684,46.972
LS,Sect1-18-1,21.2243,28.04,25.11,3.2375,4.455,0.9757,0.9702,0.9445,25.2105,1.7735,1.5461,0.2319,16.1874,27.0161,19.5665,43.9435
LS,Sect1-18-2,19.2175,25.2325,23.2901,2.5846,4.1646,0.9916,0.9803,0.8863,21.6541,2.167,2.0285,0.3446,16.1874,23.0317,83.028,66.9334
LS,Sect1-18-3,17.5871,24.18,21.54,2.1781,3.4101,0.9974,0.992,0.8238,29.4856,0.8373,2.5718,0.3432,24.2812,26.1325,44.4379,52.0657
LS,Sect1-18-4,21.2336,26.068,24.14,1.9457,2.7794,0.995,0.9938,0.9758,35.8561,1.0485,3.548,0.3891,32.3749,30.5311,53.7276,46.6288
LS,Sect1-22-2,19.99,26.2555,23.9726,2.2099,3.9119,0.9924,0.9809,0.9244,29.3709,1.4907,2.5689,0.3369,24.2812,27.0852,52.3089,54.9631
LS,Sect1-22-3,17.618,23.95,21.3,2.3885,3.6414,0.993,0.9814,0.8521,21.757,4.0693,2.7643,0.4332,24.2812,23.7826,50.8778,56.9335
LS,Sect1-22-4,18.582,25.21,22.26,2.0997,3.4771,0.997,0.9862,0.9024,25.0864,2.5487,2.0128,0.2948,20.2343,25.2809,22.6877,54.104
LS,Sect1-25-1,18.7175,28.9924,22.1904,2.0564,3.015,0.9957,0.9914,0.9211,34.4007,8.9538,4.5039,0.4204,32.3749,23.856,76.7855,55.3785
Trans LS,Sect1-9-1,15.4882,23.7987,19.4603,2.3761,2.78,0.992,0.9881,0.6164,39.7628,6.4813,0.4852,0.0425,4.0469,18.4376,41.5757,41.0489
LS,Sect1-9-2,17.9748,24.48,21.92,2.532,3.7892,0.9929,0.9786,0.8564,29.6097,3.9106,3.6639,0.4423,20.2343,25.2842,102.027,71.7945
LS,Sect1-9-3,22.0661,27.36,24.95,1.8985,2.7065,0.9948,0.9933,0.9828,34.5091,5.0055,6.0129,0.6158,44.5155,30.2625,37.159,55.858
LS,Sect2-10-1,16.9067,25.67,23.41,5.6524,7.7108,0.8494,0.844,0.7777,32.8087,0.4155,5.2608,0.6408,28.328,33.6087,76.403,66.8238
LS,Sect2-10-2,17.1979,25.89,23.05,6.029,7.0303,0.8814,0.8737,0.8007,26.2944,4.2381,3.3413,0.4429,28.328,28.24,80.8444,45.8798
LS,Sect2-10-3,15.0284,26.11,22.93,5.6163,8.0134,0.812,0.7992,0.6883,25.1602,0.2718,3.4624,0.551,32.3749,26.6876,15.816,62.7946
LS,Sect2-10-4,16.2516,24.97,22.64,5.3872,7.3059,0.865,0.852,0.7503,28.115,1.003,2.3119,0.3213,20.2343,28.2112,80.5729,45.8332
LS,Sect2-11-1,17.5341,24.68,22.57,5.1882,6.0337,0.9201,0.9146,0.8201,24.6301,2.7176,2.518,0.3726,24.2812,24.1043,62.4005,58.2689
LS,Sect2-11-2,17.3285,27.34,23.52,4.2358,6.1948,0.9241,0.9179,0.7727,26.0996,0.7273,2.4662,0.372,24.2812,28.83,43.5619,45.4091
LS,Sect2-11-3,16.6662,25.6,23.23,5.2136,6.5628,0.9059,0.8933,0.7536,39.162,0.9527,5.5628,0.5612,48.5623,29.5837,31.7554,59.3605
LS,Sect2-2-1,16.9749,24.7714,22.0657,4.3485,5.1921,0.9519,0.9362,0.7906,31.5025,4.3795,3.9104,0.441,32.3749,24.847,89.4309,60.0622
Trans LS,Sect2-2-2,10.3534,22.43,17.5867,4.7814,5.0664,0.8922,0.8176,0.1822,22.5032,2.7883,0,0,0,17.4629,54.0854,47.2925
LS,Sect2-2-3,18.0674,25.98,23.97,3.7697,5.5632,0.9743,0.9625,0.7545,31.7397,2.9508,3.556,0.4148,28.328,29.0228,76.9705,55.845
Trans LS,Sect2-5-3,16.1194,23.73,20.146,2.8013,3.5368,0.9829,0.9773,0.7344,36.292,0.1539,4.5693,0.5074,32.3749,24.8275,94.4644,69.6389
Trans LS,Sect2-7-1,12.2013,24.37,20.33,6.3913,6.4057,0.839,0.8198,0.3874,27.1764,5.9134,3.5331,0.4321,20.2343,25.802,203.8072,69.8783
LS,Sect2-7-2,15.0591,23.72,21.37,5.5776,6.247,0.8922,0.8792,0.6608,30.2482,8.1244,6.6879,0.7053,48.5623,30.656,22.4533,66.1378
LS,Sect2-7-3,12.9534,22.68,19.8874,7.1429,6.96,0.8249,0.7869,0.5689,32.91,3.7944,2.8936,0.319,28.328,23.8016,32.9521,56.9
Old-growth,Sect3-1-1,17.9273,29.91,26.71,5.624,8.2474,0.9249,0.8731,0.694,21.3462,7.0877,3.7431,0.5327,24.2812,28.7053,64.0907,72.7126
Old-growth,Sect3-1-2,17.7968,29.58,25.66,3.7975,6.6542,0.9734,0.9279,0.7169,30.0809,5.7729,4.2921,0.4845,28.328,30.5712,58.5021,64.4675
Old-growth,Sect3-1-3,14.6488,27.37,23.2924,4.7918,6.6705,0.927,0.8647,0.5568,28.3797,6.6855,3.5057,0.4046,28.328,25.4079,162.7374,55.7658
Old-growth,Sect3-1-4,14.7747,26.81,21.3455,3.7205,4.7907,0.9748,0.9512,0.5273,38.1621,5.2451,5.7658,0.5375,48.5623,25.2911,190.0268,67.2322
Old-growth,Sect3-1-5,15.245,27.75,24.59,5.1003,7.2551,0.9444,0.8751,0.5595,30.1579,6.9714,5.8139,0.6337,40.4686,28.5897,96.7838,70.2751
Old-growth,Sect3-1-6,15.2799,33.094,24.3315,4.8205,6.8794,0.943,0.8825,0.5825,44.9537,4.4408,7.0735,0.5795,40.4686,29.0193,131.3027,72.005
Old-growth,Sect3-2-1,15.9191,26.779,22.9963,4.2488,5.9095,0.9771,0.9238,0.6407,18.7119,7.1638,2.7859,0.4357,24.2812,23.2751,228.4812,69.4652
Old-growth,Sect3-2-2,15.652,26.46,22.37,3.6349,5.2937,0.9855,0.9483,0.6146,35.8396,12.6822,6.7112,0.5597,44.5155,28.3011,153.4476,66.1003
Old-growth,Sect3-2-3,13.9522,26.23,22.02,4.2461,5.7011,0.9728,0.9234,0.4861,39.8673,6.036,6.7544,0.5955,48.5623,29.849,181.4773,68.8464
Old-growth,Sect3-2-4,14.5643,31.15,21.4974,4.0221,5.6399,0.9791,0.9081,0.5683,28.6357,7.7184,4.2913,0.4777,28.328,22.8278,110.1571,78.0132
Old-growth,Sect3-5-1,14.4685,29.29,23.62,5.834,6.5067,0.9153,0.8892,0.5094,24.8555,13.3278,6.3566,0.6737,32.3749,24.2143,91.5899,84.1673
Old-growth,Sect3-5-2,17.3716,31.65,25.79,7.2806,8.0111,0.8909,0.8636,0.7152,32.4333,7.7537,7.6092,0.7663,60.7029,28.7454,108.911,77.8741
Old-growth,Sect3-5-5,14.7606,30.01,24.4,6.4505,7.903,0.8818,0.8344,0.5615,24.2389,4.3347,4.0893,0.5792,36.4217,23.4812,33.5813,73.0219
Old-growth,Sect3-5-8,15.3675,30.56,25.15,6.3186,7.8959,0.8983,0.8441,0.5864,25.3754,10.3998,5.0809,0.5747,32.3749,25.9504,110.8973,71.2032
Old-growth,Sect3-6-1,16.9976,28.45,25.67,4.1421,6.7061,0.9719,0.9452,0.6292,35.6606,6.607,7.5215,0.7201,48.5623,35.039,130.7229,73.5706
Old-growth,Sect3-6-2,15.9568,25.67,22.65,4.9513,6.0713,0.9522,0.9071,0.6596,32.6681,4.1533,3.9205,0.4309,36.4217,26.3357,113.7101,61.4526
Old-growth,Sect3-6-4,16.5352,28.26,25.35,4.2126,6.9822,0.9607,0.9122,0.6305,25.1917,5.9166,4.6762,0.6083,32.3749,28.685,57.5274,68.6202
LS,Sect4-10-1,17.8856,30.43,23,3.5484,4.18,0.9715,0.9662,0.8925,39.1973,5.8891,2.7816,0.2497,20.2343,22.2344,49.311,45.4029
LS,Sect4-10-2,15.6317,32.2925,20.7525,4.1628,5.09,0.9479,0.9159,0.7102,46.468,4.4863,0.3263,0.0259,4.0469,24.703,77.9205,28.1218
Trans LS,Sect4-1-1,13.8311,25.67,21.51,4.8941,6.0544,0.9219,0.8732,0.496,32.6414,5.3299,5.6829,0.6057,40.4686,25.6905,43.2288,73.248
LS,Sect4-11-1,16.6328,29.7,22.6101,4.9338,5.8299,0.9533,0.8984,0.7728,39.2334,2.9603,1.4581,0.1399,12.1406,23.5649,125.4796,40.0239
LS,Sect4-1-2,18.0454,28.0681,23.64,4.3457,5.8185,0.9425,0.9291,0.8285,39.3348,9.0897,7.8007,0.6519,56.656,29.3922,133.5604,72.3385
LS,Sect4-12-1,15.0412,24.56,20.19,2.8822,3.5377,0.9878,0.979,0.5481,30.2875,3.2407,1.7691,0.2135,20.2343,21.3049,57.256,49.8807
LS,Sect4-12-2,15.57,25.7235,21.1605,3.24,5.0303,0.95,0.9308,0.668,30.2191,8.9122,4.5881,0.4745,32.3749,28.0286,61.3149,57.1724
LS,Sect4-12-3,14.1736,27.18,21.2905,7.0833,6.6416,0.8729,0.8473,0.6001,38.975,5.7359,5.4681,0.4949,44.5155,27.0207,63.5356,57.8482
LS,Sect4-1-3,16.0601,28.7694,23.5978,6.3929,7.0181,0.8973,0.8655,0.7139,41.863,5.2207,8.7261,0.75,60.7029,31.7202,54.0854,75.498
Trans LS,Sect4-3-1,13.7986,25.36,19.4767,3.7783,4.6824,0.9492,0.9205,0.46,41.9353,8.2061,1.8286,0.1476,16.1874,22.3438,122.5311,49.9811
LS,Sect4-3-2,17.0468,36.06,26.3404,4.4528,6.1946,0.9533,0.9121,0.7662,40.0589,5.915,4.1512,0.3654,24.2812,31.3261,64.8309,51.8007
LS,Sect4-3-3,14.7394,27.2141,22.131,4.9927,6.5606,0.9158,0.8369,0.6358,32.7694,6.8827,3.4702,0.3542,32.3749,28.3329,164.5016,52.2834
Trans LS,Sect4-4-1,14.4144,28.27,20.38,3.6159,4.3181,0.9786,0.955,0.5035,33.8509,3.8305,0.3105,0.0334,4.0469,18.0741,86.47,49.2893
LS,Sect4-4-2,17.214,26.5,21.8105,3.0994,4.1505,0.9862,0.9657,0.812,26.8992,3.1181,2.2661,0.3055,20.2343,25.1902,133.6097,52.191
LS,Sect4-4-3,18.9193,27.66,23.34,2.8257,3.8334,0.991,0.9858,0.881,35.1791,1.5143,3.4465,0.3801,36.4217,26.8847,79.697,49.8146
LS,Sect4-9-1,20.8592,38.0148,31.7701,4.3886,7.0672,0.9583,0.9486,0.8709,60.7289,5.604,12.2239,0.7458,84.9841,36.8399,220.2278,60.5551
LS,Sect4-9-2,16.3643,33.03,24.23,3.5921,5.4869,0.9615,0.9417,0.7008,46.6046,9.5209,4.3366,0.3127,36.4217,29.767,275.6333,40.9735
LS,Sect4-9-3,20.7789,38.59,32.16,4.2215,6.6489,0.9673,0.9589,0.8795,57.9752,7.4403,8.6871,0.5374,52.6092,32.2515,171.4473,54.9035
LS,Sect5-1-1,14.3914,25.3183,20.8536,5.2607,5.6384,0.9283,0.8888,0.5855,40.8381,3.2972,5.5752,0.5112,52.6092,27.261,91.8613,53.7676
Not LS,Sect5-1-2,9.857,22.31,16.7221,4.5467,4.5992,0.9118,0.8129,0.1231,21.6942,0.3252,0.3263,0.06,4.0469,13.6647,19.3074,42.3108
LS,Sect5-1-3,15.2206,26.6437,21.4952,4.5385,5.6739,0.9392,0.9014,0.6536,48.2635,5.0141,6.5982,0.5012,52.6092,29.2214,43.5249,57.7064
LS,Sect6-1-3,16.9429,28.17,24.06,4.6315,6.2986,0.9453,0.9123,0.725,30.4084,6.6462,5.3788,0.5874,36.4217,30.369,98.585,61.8694
LS,Sect6-1-4,19.1946,30.3,25.69,4.6008,6.6149,0.9567,0.9246,0.8137,36.6266,3.7936,7.1894,0.7198,44.5155,31.1771,172.7797,77.5366
LS,Sect6-3-1,14.8222,26.64,22.22,7.062,7.1279,0.8759,0.8236,0.6665,37.3901,3.6648,7.8634,0.7751,56.656,35.4034,113.0809,63.2493
LS,Sect6-3-2,14.7482,27.27,23.371,7.6836,7.8481,0.8468,0.8015,0.6374,37.255,2.2392,7.1628,0.734,48.5623,32.1197,28.116,75.2417
LS,Sect6-4-1,19.711,27.84,25.36,4.1702,6.0933,0.9654,0.931,0.8505,41.2575,0.5899,6.9858,0.6756,56.656,29.3525,58.9092,65.8119
LS,Sect6-5-2,21.572,35.7983,30.77,6.0584,11.0404,0.8191,0.8079,0.7798,49.7872,0.0503,9.741,0.791,89.0309,40.8531,6.0575,34.5502
LS,Sect6-5-3,27.0638,34.1623,31.4202,3.8356,5.5445,0.9816,0.9718,0.9548,49.429,0.3676,6.7422,0.5479,72.8435,37.4062,29.8802,25.1782
LS,Sect6-5-4,19.5379,30.7742,28.3801,6.17,10.7465,0.7918,0.7765,0.7534,34.3772,2.9383,7.3769,0.8,60.7029,32.2901,8.5866,69.2472
LS,Sect6-6-1,21.784,31.63,28.6505,4.2655,6.7676,0.9647,0.9302,0.8893,40.2977,1.8693,7.6529,0.7345,48.5623,34.5513,77.3283,71.86
Trans LS,Sect6-6-3,17.0145,27.7694,22.95,4.3515,5.1952,0.9636,0.9415,0.7666,35.9268,3.1001,2.3517,0.2439,20.2343,22.8048,44.2775,55.5811
Trans LS,Sect7-1-1,9.9103,28.22,22.53,5.9264,8.9396,0.6051,0.5587,0.4106,11.0085,0.227,0,0,0,18.7237,143.689,47.4607
Trans LS,Sect7-1-2,10.0249,25.7599,22.1,5.8588,8.6431,0.6419,0.5865,0.3952,15.2317,1.1161,0.7515,0.186,8.0937,22.3049,77.2913,49.626
Trans LS,Sect7-2-1,15.0019,23.04,19.9306,5.1366,5.4078,0.9214,0.9044,0.6899,27.467,5.2773,1.87,0.2311,20.2343,25.2222,53.8633,47.0459
Trans LS,Sect7-2-2,15.8632,26.35,21.5405,4.3433,5.2111,0.941,0.9202,0.7357,33.5737,4.0057,1.095,0.1179,12.1406,24.2045,35.4442,41.7109
Trans LS,Sect7-2-3,16.4973,22.85,20.54,4.0259,4.4531,0.9561,0.9463,0.8214,28.1574,4.1934,0.7369,0.0922,8.0937,22.016,78.9568,41.4747
LS,Sect7-3-1,16.1202,33.89,28.5905,9.141,9.1864,0.8881,0.7872,0.6137,47.9901,1.8591,5.8178,0.4723,44.5155,32.4654,110.7616,46.5951
LS,Sect7-3-2,16.4402,30.65,26.33,9.1997,8.093,0.9172,0.8157,0.6891,42.3343,2.4835,4.3876,0.3962,32.3749,30.4923,73.035,47.1117
LS,Sect7-3-3,16.479,31.58,23.64,7.8304,6.6229,0.9521,0.8621,0.7562,45.0126,4.1439,1.4073,0.1159,12.1406,25.2409,75.1817,41.6837
LS,Sect7-4-1,17.9494,28.38,24.98,8.4502,7.7294,0.8901,0.8698,0.7714,38.2532,10.1029,5.6486,0.4727,52.6092,29.7654,94.1436,51.1297
LS,Sect7-4-2,18.9802,27.23,24.91,6.5315,7.0444,0.9106,0.899,0.8302,31.3682,4.707,3.4186,0.3835,28.328,28.8524,70.654,55.42
LS,Sect7-4-3,15.6367,26.06,22.69,8.2705,7.4619,0.8612,0.833,0.7064,37.8487,2.7992,5.74,0.5715,52.6092,32.3747,62.1661,48.7693
LS,Sect8-1-1,16.9314,29.8868,22.2,5.2176,5.7924,0.9283,0.9129,0.8005,43.8682,3.5116,1.0125,0.0865,12.1406,28.0546,44.0924,29.122
LS,Sect8-1-2,15.1789,33.4031,25.18,6.9495,7.7611,0.8625,0.83,0.6324,38.8557,10.0016,5.1915,0.43,36.4217,29.4678,59.8591,53.2624
LS,Sect8-12-1,17.5811,30.2833,22.1084,2.857,3.5145,0.9961,0.9861,0.8224,51.3722,4.0159,4.7636,0.348,44.5155,26.965,43.4262,46.8822
LS,Sect8-12-2,16.0029,27.4049,21.87,4.1825,4.8809,0.9786,0.9442,0.6719,33.0066,4.8586,1.6949,0.1811,12.1406,19.0384,64.8063,55.3111
LS,Sect8-12-3,17.2216,26.5015,22.1701,2.9059,3.8081,0.9943,0.9835,0.7669,40.7509,0.9912,4.7426,0.4598,32.3749,25.0085,60.9941,64.1183
Trans LS,Sect8-12-4,15.7676,26.4778,21.08,2.8217,3.6667,0.9971,0.9835,0.6274,33.8321,4.6466,1.5763,0.1658,16.1874,19.3586,33.9514,46.0709
LS,Sect8-1-3,12.614,28,22.6994,8.2229,8.1067,0.7724,0.7266,0.5192,42.6225,1.0847,4.0138,0.3716,28.328,28.9016,87.1609,53.7732
Trans LS,Sect8-13-4,13.9119,30.2169,21.0776,3.8163,6.3154,0.9066,0.845,0.5604,33.1456,3.5776,3.0587,0.3371,32.3749,27.707,118.5709,43.5141
Trans LS,Sect8-13-5,13.3183,24.0566,20.3201,3.148,5.2941,0.948,0.8926,0.45,34.3049,1.0705,3.5236,0.4031,32.3749,27.6885,69.0625,49.4154
LS,Sect8-13-6,17.2301,28.41,21.5719,2.6223,3.7266,0.9925,0.9776,0.8144,41.5952,1.5944,3.5505,0.3327,36.4217,26.5797,16.1615,49.14
LS,Sect8-2-1,19.4917,37.1966,22.736,2.1517,2.7842,0.9986,0.9948,0.9433,29.9136,1.8858,2.6545,0.3378,20.2343,25.8556,10.8812,52.3158
LS,Sect8-2-2,20.0522,32.7901,25.28,3.2757,4.8088,0.9816,0.9639,0.9097,33.8729,2.771,5.0698,0.5599,40.4686,28.533,25.9694,58.6989
LS,Sect8-2-3,20.5703,30.9,25.43,2.9094,3.9196,0.9965,0.9921,0.9094,21.8198,3.9091,1.9523,0.3071,12.1406,24.5813,35.0494,57.4174
LS,Sect8-4-2,18.3698,32.2275,23.2932,2.6488,3.6255,0.9923,0.9875,0.8831,47.8291,7.2463,3.141,0.2308,28.328,24.3212,23.8227,47.7571
LS,Sect8-4-3,17.1925,29.1877,22.2095,2.5067,3.1792,0.9963,0.9929,0.8162,48.1449,5.3966,1.9796,0.1496,12.1406,24.0536,87.457,47.5552
LS,Sect8-4-4,18.741,26.75,22.9267,2.2567,3.2192,0.9941,0.9901,0.915,39.7542,1.6887,4.6005,0.4492,44.5155,29.0519,76.144,49.3974
