CN,eval_period,LAT,LON,STDAGE,v4_class,v5_class,v5_total,potapov_rh95,hagan_value
509642254126144,2019-2023,45.98575,-68.83408,93,Transitioning LS,Not LSOG,4,17,15
509642255126144,2019-2023,46.04882,-68.77131,23,Not LSOG,Not LSOG,2,15,15
509642256126144,2019-2023,45.81073,-68.7614,83,Transitioning LS,Transitioning LS,6,19,15
509642257126144,2019-2023,45.90548,-68.88698,35,Not LSOG,Not LSOG,0,7,15
509642258126144,2019-2023,45.7505,-68.8225,29,Not LSOG,Not LSOG,2,16,15
509642259126144,2019-2023,45.85004,-68.93975,134,Transitioning LS,Transitioning LS,6,20,15
509642260126144,2019-2023,45.77428,-69.01119,109,Not LSOG,Not LSOG,2,14,15
509642261126144,2019-2023,45.7565,-68.95179,132,LS,LS,7,15,15
509642262126144,2019-2023,45.60854,-68.93729,30,Not LSOG,Not LSOG,1,18,15
509642263126144,2019-2023,45.70015,-69.05067,40,Not LSOG,Not LSOG,4,20,15
509642264126144,2019-2023,45.54182,-69.01189,40,Not LSOG,Not LSOG,1,22,15
509642265126144,2019-2023,45.62444,-69.15111,51,Not LSOG,Not LSOG,3,15,15
509642266126144,2019-2023,45.58707,-69.20221,30,Not LSOG,Not LSOG,0,7,15
509642267126144,2019-2023,45.47299,-69.07309,57,Not LSOG,Not LSOG,2,13,15
509642268126144,2019-2023,45.28316,-69.25412,75,Not LSOG,Not LSOG,4,21,15
509642269126144,2019-2023,45.50276,-69.22726,40,Not LSOG,Not LSOG,1,18,15
509642270126144,2019-2023,45.34045,-69.17598,103,Transitioning LS,Transitioning LS,5,9,15
509642271126144,2019-2023,45.51996,-69.30073,40,Not LSOG,Not LSOG,3,19,15
509642272126144,2019-2023,45.41257,-69.27837,45,Not LSOG,Not LSOG,2,11,15
509642273126144,2019-2023,45.37153,-69.35662,60,Not LSOG,Not LSOG,1,17,15
509642274126144,2019-2023,45.25597,-69.2544,40,Not LSOG,Not LSOG,1,15,15
509642275126144,2019-2023,45.17945,-69.29082,65,Not LSOG,Not LSOG,1,12,15
509642276126144,2019-2023,45.27763,-69.41725,109,LS,Transitioning LS,6,14,15
509642277126144,2019-2023,45.11954,-69.3846,45,Transitioning LS,Not LSOG,4,17,15
509642278126144,2019-2023,45.23498,-69.49242,36,Not LSOG,Not LSOG,0,15,15
509642279126144,2019-2023,45.14241,-69.49943,63,Not LSOG,Not LSOG,2,15,15
509642280126144,2019-2023,45.05531,-69.41798,53,Not LSOG,Not LSOG,2,21,15
509642282126144,2019-2023,45.07827,-69.62557,40,Not LSOG,Not LSOG,4,20,15
509642283126144,2019-2023,44.90344,-69.51262,91,Transitioning LS,Not LSOG,4,15,15
509642284126144,2019-2023,45.00711,-69.64585,40,Not LSOG,Not LSOG,2,21,15
509642286126144,2019-2023,45.02929,-69.42343,40,Not LSOG,Not LSOG,2,20,15
509642287126144,2019-2023,44.77651,-69.67994,55,Not LSOG,Not LSOG,1,0,15
509642288126144,2019-2023,44.86515,-69.77111,71,Transitioning LS,Transitioning LS,5,19,15
509642289126144,2019-2023,44.70345,-69.69609,48,Not LSOG,Not LSOG,4,19,15
509642290126144,2019-2023,44.81241,-69.83823,73,Transitioning LS,Not LSOG,4,0,15
509642294126144,2019-2023,44.65454,-69.94899,75,Not LSOG,Not LSOG,3,21,-1
509642295126144,2019-2023,44.44814,-69.97718,50,Not LSOG,Not LSOG,1,22,-1
509642296126144,2019-2023,44.58862,-70.00058,55,Not LSOG,Not LSOG,2,11,-1
509642297126144,2019-2023,44.51859,-70.0525,60,Not LSOG,Not LSOG,2,NA,-1
509642299126144,2019-2023,44.35539,-69.99907,80,LS,Transitioning LS,6,17,-1
509642300126144,2019-2023,44.43576,-70.1141,94,Not LSOG,Not LSOG,2,23,-1
509642301126144,2019-2023,44.28997,-70.01021,61,Transitioning LS,Transitioning LS,5,17,-1
509642302126144,2019-2023,44.39405,-70.18732,73,Not LSOG,Not LSOG,1,20,-1
509642303126144,2019-2023,44.29082,-70.22152,68,Transitioning LS,Not LSOG,4,0,-1
509642304126144,2019-2023,44.21095,-70.11499,44,Not LSOG,Not LSOG,2,18,-1
509642306126144,2019-2023,44.22578,-70.28043,65,Not LSOG,Not LSOG,4,22,-1
509642307126144,2019-2023,44.04445,-70.15552,75,Not LSOG,Not LSOG,2,14,-1
509642308126144,2019-2023,44.18396,-70.276840000000007,65,Not LSOG,Not LSOG,0,17,-1
509642309126144,2019-2023,44.16024,-70.34481,50,Not LSOG,Not LSOG,2,0,-1
509642310126144,2019-2023,44.09586,-70.42465,75,Not LSOG,Not LSOG,2,18,-1
509642311126144,2019-2023,43.84462,-70.32301,70,Transitioning LS,Transitioning LS,5,10,-1
509642312126144,2019-2023,43.86452,-70.35046,59,Not LSOG,Not LSOG,1,0,-1
509642313126144,2019-2023,44.03289,-70.44644,50,Not LSOG,Not LSOG,1,22,-1
509642314126144,2019-2023,43.93677,-70.30433,80,Not LSOG,Not LSOG,3,9,-1
509642317126144,2019-2023,43.79887,-70.44832,48,Not LSOG,Not LSOG,1,16,-1
509642318126144,2019-2023,43.72919,-70.52751,77,Not LSOG,Not LSOG,3,0,-1
509642319126144,2019-2023,43.80892,-70.61034,55,Not LSOG,Not LSOG,0,3,-1
509642320126144,2019-2023,43.64735,-70.55777,65,Not LSOG,Not LSOG,3,17,-1
509642321126144,2019-2023,43.65028,-70.72471,101,Not LSOG,Not LSOG,3,15,-1
509642322126144,2019-2023,43.72927,-70.70019,75,Not LSOG,Not LSOG,3,8,-1
509642323126144,2019-2023,43.59024,-70.58731,83,Transitioning LS,Transitioning LS,6,22,-1
509642324126144,2019-2023,43.50531,-70.66323,55,Not LSOG,Not LSOG,2,19,-1
509642325126144,2019-2023,43.71061,-70.81737,30,Not LSOG,Not LSOG,1,19,-1
509642326126144,2019-2023,43.43493,-70.7151,57,Transitioning LS,Not LSOG,4,13,-1
509642327126144,2019-2023,43.54579,-70.84187,41,Not LSOG,Not LSOG,1,17,-1
509642328126144,2019-2023,43.52978,-70.91152,68,Not LSOG,Not LSOG,2,3,-1
509642329126144,2019-2023,43.3649,-70.75878,105,Not LSOG,Not LSOG,4,21,-1
509642330126144,2019-2023,43.28716,-70.81988,60,Not LSOG,Not LSOG,3,20,-1
509642331126144,2019-2023,43.37922,-70.93282,65,Not LSOG,Not LSOG,2,20,-1
509642332126144,2019-2023,47.12343,-68.01779,75,Not LSOG,Not LSOG,1,16,-1
509642333126144,2019-2023,47.04074,-68.08214,22,Not LSOG,Not LSOG,0,10,15
509642334126144,2019-2023,47.07187,-68.25152,32,Not LSOG,Not LSOG,1,12,15
509642335126144,2019-2023,46.9889,-68.13383,133,Transitioning LS,Transitioning LS,5,15,15
509642336126144,2019-2023,46.91348,-68.21075,89,Transitioning LS,Not LSOG,4,13,15
509642337126144,2019-2023,46.8508,-68.2732,115,Transitioning LS,Transitioning LS,5,14,15
509642338126144,2019-2023,46.87133,-68.44309,45,Not LSOG,Not LSOG,1,20,15
509642339126144,2019-2023,46.70056,-68.39982,121,LS,LS,7,19,15
509642340126144,2019-2023,46.63089,-68.4574,54,Not LSOG,Not LSOG,4,18,15
509642341126144,2019-2023,46.65395,-68.64062,60,Not LSOG,Not LSOG,1,21,2
509642342126144,2019-2023,46.57114,-68.52345,81,Transitioning LS,Transitioning LS,5,14,15
509642343126144,2019-2023,46.49154,-68.57405,132,Transitioning LS,Transitioning LS,5,14,1
509642344126144,2019-2023,46.432,-68.63638,127,Transitioning LS,Transitioning LS,5,12,1
509642345126144,2019-2023,46.38415,-68.93598,65,Not LSOG,Not LSOG,1,15,15
509642347126144,2019-2023,46.33356,-68.83147,37,Not LSOG,Not LSOG,2,5,15
509642348126144,2019-2023,46.24273,-69.00174,80,Not LSOG,Not LSOG,2,15,15
509642349126144,2019-2023,46.14397,-68.89571,130,Transitioning LS,Transitioning LS,5,17,15
509642350126144,2019-2023,46.07537,-68.95256,78,Not LSOG,Not LSOG,3,10,15
509642351126144,2019-2023,46.01533,-69.00075,64,Not LSOG,Not LSOG,2,14,15
509642352126144,2019-2023,46.03798,-69.19352,40,Not LSOG,Not LSOG,2,11,15
509642353126144,2019-2023,45.87333,-69.11964,91,Transitioning LS,Not LSOG,4,0,15
509642354126144,2019-2023,45.80121,-69.18783,100,LS,Transitioning LS,6,13,15
509642355126144,2019-2023,45.834844,-69.367412,60,Not LSOG,Not LSOG,1,17,15
509642356126144,2019-2023,45.72653,-69.24309,65,Not LSOG,Not LSOG,1,12,15
509642357126144,2019-2023,45.6559,-69.31083,100,Transitioning LS,Transitioning LS,5,6,15
509642358126144,2019-2023,45.53569,-69.38613,78,Not LSOG,Not LSOG,4,21,15
509642359126144,2019-2023,45.608795,-69.538179,25,Not LSOG,Not LSOG,1,19,15
509642360126144,2019-2023,45.39674,-69.49171,30,Transitioning LS,Transitioning LS,5,21,15
509642361126144,2019-2023,45.37795,-69.5415,40,Not LSOG,Not LSOG,2,23,15
509642362126144,2019-2023,45.4145,-69.71715,45,Not LSOG,Not LSOG,3,19,15
509642363126144,2019-2023,45.32253,-69.58801,89,Transitioning LS,Transitioning LS,5,13,15
509642364126144,2019-2023,45.24978,-69.60052,83,Not LSOG,Not LSOG,2,21,15
509642365126144,2019-2023,45.16008,-69.7295,55,Not LSOG,Not LSOG,2,10,15
509642366126144,2019-2023,45.19177,-69.88966,77,Not LSOG,Not LSOG,2,14,15
509642369126144,2019-2023,44.99126,-70.08135,49,Not LSOG,Not LSOG,1,14,15
509642371126144,2019-2023,44.82142,-70.00662,38,Not LSOG,Not LSOG,1,16,15
509642373126144,2019-2023,44.76643,-70.19418,22,Not LSOG,Not LSOG,1,21,15
509642374126144,2019-2023,44.60316,-70.17245,43,Not LSOG,Not LSOG,3,21,-1
509642375126144,2019-2023,44.55177,-70.23636,73,Not LSOG,Not LSOG,3,11,-1
509642376126144,2019-2023,44.57668,-70.41198,37,Not LSOG,Not LSOG,1,20,-1
509642377126144,2019-2023,44.45568,-70.27107,94,Transitioning LS,Not LSOG,4,17,-1
509642378126144,2019-2023,44.39559,-70.36826,58,Transitioning LS,Not LSOG,4,0,-1
509642379126144,2019-2023,44.34538,-70.40581,62,Not LSOG,Not LSOG,2,21,-1
509642381126144,2019-2023,44.18285,-70.50684,14,Not LSOG,Not LSOG,1,21,-1
509642382126144,2019-2023,44.09506,-70.57712,68,Not LSOG,Not LSOG,2,20,-1
509642383126144,2019-2023,44.15608,-70.70581,100,Transitioning LS,Transitioning LS,6,19,-1
509642384126144,2019-2023,44.03985,-70.6403,70,LS,Transitioning LS,6,11,-1
509642385126144,2019-2023,43.95661,-70.66054,60,Not LSOG,Not LSOG,3,11,-1
509642386126144,2019-2023,43.90212,-70.74017,38,Not LSOG,Not LSOG,0,17,-1
509642387126144,2019-2023,43.91643,-70.91001,50,Not LSOG,Not LSOG,0,16,-1
509642388126144,2019-2023,43.75499,-70.82077,80,LS,LS,8,19,-1
509642390126144,2019-2023,43.60995,-70.93634,131,LS,LS,7,22,-1
509642391126144,2019-2023,47.30131,-68.25556,78,Not LSOG,Not LSOG,0,0,-1
509642392126144,2019-2023,47.20893,-68.13661,87,Not LSOG,Not LSOG,3,5,-1
509642393126144,2019-2023,46.93604,-68.158,23,Not LSOG,Not LSOG,2,14,15
509642396126144,2019-2023,47.07815,-68.43281,55,Not LSOG,Not LSOG,1,15,15
509642397126144,2019-2023,47.00281,-68.32146,25,Not LSOG,Not LSOG,1,12,15
509642398126144,2019-2023,46.93648,-68.38852,10,Not LSOG,Not LSOG,0,8,15
509642399126144,2019-2023,47.03375,-68.4753,80,Transitioning LS,Not LSOG,4,15,15
509642400126144,2019-2023,47.13247,-68.62846,89,Transitioning LS,Not LSOG,4,13,-1
509642401126144,2019-2023,46.98475,-68.56301,70,Not LSOG,Not LSOG,1,13,15
509642402126144,2019-2023,46.89571,-68.64395,12,Not LSOG,Not LSOG,1,21,15
509642404126144,2019-2023,46.67247,-68.58681,55,Not LSOG,Not LSOG,1,4,15
509642405126144,2019-2023,46.81758,-68.70829,55,Not LSOG,Not LSOG,1,20,1
509642406126144,2019-2023,46.91839,-68.81493,59,Not LSOG,Not LSOG,1,16,15
509642407126144,2019-2023,46.7762,-68.7377,95,Not LSOG,Not LSOG,2,16,15
509642408126144,2019-2023,46.78433,-68.83443,32,Not LSOG,Not LSOG,2,18,15
509642409126144,2019-2023,46.67914,-68.70853,50,Transitioning LS,Not LSOG,4,14,15
509642410126144,2019-2023,46.5179,-68.77071,123,Not LSOG,Not LSOG,3,16,15
509642411126144,2019-2023,46.59575,-68.87192,35,Not LSOG,Not LSOG,3,20,1
509642412126144,2019-2023,46.70687,-69.00405,35,Not LSOG,Not LSOG,0,5,15
509642413126144,2019-2023,46.53893,-68.95357,60,Not LSOG,Not LSOG,3,20,1
509642414126144,2019-2023,46.46835,-69.00275,80,Transitioning LS,Not LSOG,4,12,15
509642415126144,2019-2023,46.3844,-68.88022,35,Not LSOG,Not LSOG,2,15,15
509642416126144,2019-2023,46.4982,-68.93607,40,Not LSOG,Not LSOG,0,17,1
509642417126144,2019-2023,46.40589,-69.05846,35,Not LSOG,Not LSOG,0,17,15
509642418126144,2019-2023,46.44025,-69.24455,33,Not LSOG,Not LSOG,2,15,15
509642419126144,2019-2023,46.3331,-69.12721,35,Not LSOG,Not LSOG,1,13,1
509642420126144,2019-2023,46.26266,-69.19094,55,Not LSOG,Not LSOG,1,11,15
509642421126144,2019-2023,46.16035,-69.0679,123,LS,LS,7,20,15
509642422126144,2019-2023,46.10584,-69.11782,28,Not LSOG,Not LSOG,0,13,15
509642423126144,2019-2023,46.16743,-69.43229,73,Not LSOG,Not LSOG,2,5,15
509642424126144,2019-2023,46.2895,-69.24199,47,Not LSOG,Not LSOG,4,18,15
509642425126144,2019-2023,46.31191,-69.36544,141,Transitioning LS,Transitioning LS,5,16,15
509642426126144,2019-2023,46.11802,-69.30708,35,Not LSOG,Not LSOG,2,4,15
509642427126144,2019-2023,46.05301,-69.3699,69,Transitioning LS,Not LSOG,4,12,15
509642428126144,2019-2023,45.95068,-69.24463,24,Not LSOG,Not LSOG,1,4,15
509642430126144,2019-2023,45.99335,-69.46348,19,Not LSOG,Not LSOG,0,5,15
509642431126144,2019-2023,46.07783,-69.55849,38,Not LSOG,Not LSOG,2,8,15
509642432126144,2019-2023,45.92666,-69.46837,35,Not LSOG,Not LSOG,2,10,15
509642433126144,2019-2023,45.84281,-69.54525,29,Not LSOG,Not LSOG,0,16,15
509642434126144,2019-2023,45.74918,-69.39915,25,Not LSOG,Not LSOG,1,13,15
509642435126144,2019-2023,45.70227,-69.4735,0,Not LSOG,Not LSOG,0,17,15
509642436126144,2019-2023,45.77118,-69.59881,89,Transitioning LS,Transitioning LS,5,20,15
509642437126144,2019-2023,45.86939,-69.72761,115,Not LSOG,Not LSOG,2,16,15
509642438126144,2019-2023,45.70618,-69.67177,60,Not LSOG,Not LSOG,1,13,15
509642439126144,2019-2023,45.64326,-69.75657,48,Not LSOG,Not LSOG,3,15,15
509642440126144,2019-2023,45.542099,-69.598127,73,Not LSOG,Not LSOG,1,22,15
509642441126144,2019-2023,45.49564,-69.66084,91,Transitioning LS,Transitioning LS,5,0,15
509642442126144,2019-2023,45.56468,-69.77216,90,Not LSOG,Not LSOG,3,15,15
509642443126144,2019-2023,45.65625,-69.89377,39,Not LSOG,Not LSOG,2,10,15
509642444126144,2019-2023,45.489507,-69.835638,72,Not LSOG,Not LSOG,3,13,15
509642445126144,2019-2023,45.41774,-69.89531,49,Not LSOG,Not LSOG,2,11,15
509642446126144,2019-2023,45.34155,-69.73649,48,Not LSOG,Not LSOG,1,18,15
509642447126144,2019-2023,45.27172,-69.84795,65,Not LSOG,Not LSOG,0,12,15
509642448126144,2019-2023,45.35295,-69.94923,108,Not LSOG,Not LSOG,2,19,15
509642449126144,2019-2023,45.44847,-70.07944,30,Not LSOG,Not LSOG,1,17,15
509642451126144,2019-2023,45.20769,-70.06942,40,Not LSOG,Not LSOG,2,16,15
509642452126144,2019-2023,45.12563,-69.9471,63,Not LSOG,Not LSOG,2,19,15
509642453126144,2019-2023,45.05375,-70.01802,60,Not LSOG,Not LSOG,1,15,15
509642454126144,2019-2023,45.13094,-70.12514,48,Not LSOG,Not LSOG,3,21,15
509642455126144,2019-2023,45.22663,-70.2544,60,Not LSOG,Not LSOG,2,21,15
509642456126144,2019-2023,45.08327,-70.1799,84,Not LSOG,Not LSOG,1,0,15
509642457126144,2019-2023,44.94159,-70.34794,48,Not LSOG,Not LSOG,1,18,15
509642458126144,2019-2023,44.9116,-70.12261,53,Not LSOG,Not LSOG,1,22,15
509642459126144,2019-2023,44.68945,-70.24505,30,Not LSOG,Not LSOG,3,21,15
509642460126144,2019-2023,44.73544,-70.52928,145,Transitioning LS,Transitioning LS,6,18,15
509642461126144,2019-2023,45.02173,-70.29526,90,LS,Transitioning LS,6,16,15
509642462126144,2019-2023,45.11822,-70.45211,38,Not LSOG,Not LSOG,2,12,15
509642463126144,2019-2023,44.85752,-70.3763,45,Not LSOG,Not LSOG,0,12,15
509642464126144,2019-2023,44.80971,-70.418450000000007,61,Not LSOG,Not LSOG,2,20,15
509642465126144,2019-2023,44.64276,-70.29702,55,Not LSOG,Not LSOG,1,21,-1
509642466126144,2019-2023,44.95182,-70.24935,65,Not LSOG,Not LSOG,1,18,15
509642467126144,2019-2023,44.72886,-70.4873,47,Not LSOG,Not LSOG,4,18,15
509642468126144,2019-2023,44.8059,-70.59916,35,Not LSOG,Not LSOG,2,13,15
509642469126144,2019-2023,44.64429,-70.5331,80,Not LSOG,Not LSOG,4,22,-1
509642470126144,2019-2023,44.5782,-70.58568,81,Not LSOG,Not LSOG,2,3,-1
509642471126144,2019-2023,44.47701,-70.46535,74,Transitioning LS,Not LSOG,4,10,-1
509642472126144,2019-2023,44.41243,-70.52797,35,Not LSOG,Not LSOG,1,21,-1
509642474126144,2019-2023,44.58306,-70.75826,45,Not LSOG,Not LSOG,2,16,-1
509642475126144,2019-2023,44.43861,-70.70176,48,Not LSOG,Not LSOG,1,17,-1
509642476126144,2019-2023,44.36171,-70.74604,62,Not LSOG,Not LSOG,1,0,-1
509642478126144,2019-2023,44.19921,-70.68856,77,Transitioning LS,Transitioning LS,5,18,-1
509642479126144,2019-2023,44.28933,-70.80872,86,Not LSOG,Not LSOG,3,6,-1
509642480126144,2019-2023,44.38255,-70.92356,98,Transitioning LS,Transitioning LS,5,19,-1
509642481126144,2019-2023,44.23523,-70.85192,70,Not LSOG,Not LSOG,4,21,-1
509642482126144,2019-2023,44.14712,-70.91165,50,Not LSOG,Not LSOG,2,17,-1
509642483126144,2019-2023,44.06689,-70.82662,78,Transitioning LS,Transitioning LS,5,19,-1
509642484126144,2019-2023,43.98435,-70.8458,67,Not LSOG,Not LSOG,0,16,-1
509642486126144,2019-2023,43.85099,-70.96729,88,Transitioning LS,Transitioning LS,6,20,-1
509642487126144,2019-2023,47.26549,-68.49581,87,Transitioning LS,Not LSOG,4,13,-1
509642488126144,2019-2023,47.21127,-68.568,72,Not LSOG,Not LSOG,3,12,-1
509642489126144,2019-2023,47.21953,-68.76635,50,Not LSOG,Not LSOG,0,0,-1
509642490126144,2019-2023,47.15255,-68.8232,84,Not LSOG,Not LSOG,4,19,-1
509642491126144,2019-2023,47.00999,-68.70677,99,Not LSOG,Not LSOG,4,21,15
509642492126144,2019-2023,46.98747,-68.72669,12,Not LSOG,Not LSOG,0,7,15
509642493126144,2019-2023,47.07376,-68.87533,13,Not LSOG,Not LSOG,1,19,15
509642494126144,2019-2023,47.00511,-68.94493,50,Not LSOG,Not LSOG,2,17,15
509642495126144,2019-2023,47.10065,-69.06653,93,Not LSOG,Not LSOG,2,17,15
509642496126144,2019-2023,46.98121,-68.88214,150,LS,LS,7,15,15
509642497126144,2019-2023,46.94179,-68.97392,47,Not LSOG,Not LSOG,1,0,15
509642498126144,2019-2023,46.81361,-68.8635,3,Not LSOG,Not LSOG,0,11,15
509642499126144,2019-2023,46.77695,-68.95245,10,Not LSOG,Not LSOG,0,14,15
509642500126144,2019-2023,46.87566,-69.0637,78,Not LSOG,Not LSOG,0,14,15
509642501126144,2019-2023,46.80731,-69.14262,15,Not LSOG,Not LSOG,0,16,15
509642502126144,2019-2023,46.98189,-69.24086,101,LS,LS,7,21,15
509642503126144,2019-2023,46.73308,-69.1809,75,Not LSOG,Not LSOG,3,15,15
509642504126144,2019-2023,46.64052,-69.06755,30,Not LSOG,Not LSOG,0,9,15
509642505126144,2019-2023,46.40829,-69.15936,35,Not LSOG,Not LSOG,2,14,1
509642506126144,2019-2023,46.65206,-69.23662,105,Transitioning LS,Transitioning LS,5,16,15
509642507126144,2019-2023,46.62009,-69.25164,30,Not LSOG,Not LSOG,2,15,15
509642508126144,2019-2023,46.60689,-69.48944,59,Not LSOG,Not LSOG,2,4,15
509642509126144,2019-2023,46.52264,-69.36951,34,Not LSOG,Not LSOG,1,12,15
509642510126144,2019-2023,46.56787,-69.23178,33,Not LSOG,Not LSOG,3,19,15
509642511126144,2019-2023,46.50243,-69.17875,40,Not LSOG,Not LSOG,2,18,15
509642512126144,2019-2023,46.35016,-69.30619,30,Not LSOG,Not LSOG,2,13,1
509642513126144,2019-2023,46.44496,-69.42312,88,Not LSOG,Not LSOG,1,16,1
509642514126144,2019-2023,46.38465,-69.49819,42,Not LSOG,Not LSOG,2,6,1
509642515126144,2019-2023,46.46888,-69.60767,81,Transitioning LS,Not LSOG,4,17,15
509642516126144,2019-2023,46.14499,-69.60428,168,LS,Transitioning LS,6,15,15
509642517126144,2019-2023,46.21406,-69.42924,46,Transitioning LS,Not LSOG,4,14,1
509642519126144,2019-2023,46.24338,-69.59812,108,Not LSOG,Not LSOG,3,17,1
509642520126144,2019-2023,46.16438,-69.67264,33,Not LSOG,Not LSOG,0,9,1
509642521126144,2019-2023,46.26143,-69.78756,78,Not LSOG,Not LSOG,2,19,15
509642522126144,2019-2023,46.3148,-69.54612,30,Not LSOG,Not LSOG,3,9,1
509642523126144,2019-2023,46.09442,-69.7283,68,Not LSOG,Not LSOG,3,17,1
509642524126144,2019-2023,46.01182,-69.61386,30,Not LSOG,Not LSOG,2,11,15
509642525126144,2019-2023,45.92388,-69.64079,104,Not LSOG,Not LSOG,2,11,15
509642526126144,2019-2023,46.02128,-69.798330000000007,40,Not LSOG,Not LSOG,1,15,15
509642527126144,2019-2023,45.963,-69.85366,33,Not LSOG,Not LSOG,3,19,15
509642528126144,2019-2023,46.0535,-69.95988,94,Not LSOG,Not LSOG,2,17,15
509642529126144,2019-2023,45.8953,-69.88728,105,Not LSOG,Not LSOG,3,0,15
509642530126144,2019-2023,45.82641,-69.72528,33,Not LSOG,Not LSOG,1,0,15
509642531126144,2019-2023,45.71254,-69.84744,43,Not LSOG,Not LSOG,2,19,15
509642532126144,2019-2023,45.82038,-69.99844,60,Not LSOG,Not LSOG,1,20,15
509642533126144,2019-2023,45.74391,-70.02394,40,Not LSOG,Not LSOG,0,5,15
509642534126144,2019-2023,45.839,-70.1523,30,Not LSOG,Not LSOG,1,16,15
509642535126144,2019-2023,45.71618,-69.96426,25,Not LSOG,Not LSOG,0,12,15
509642536126144,2019-2023,45.67807,-70.08242,36,Not LSOG,Not LSOG,1,5,15
509642537126144,2019-2023,45.58115,-69.96186,35,Not LSOG,Not LSOG,0,8,15
509642538126144,2019-2023,45.52005,-70.03688,32,Not LSOG,Not LSOG,1,7,15
509642539126144,2019-2023,45.61954,-70.13451,58,Not LSOG,Not LSOG,2,8,15
509642540126144,2019-2023,45.55245,-70.20073,89,Not LSOG,Not LSOG,3,18,15
509642541126144,2019-2023,45.73978,-70.38813,70,Not LSOG,Not LSOG,2,11,15
509642542126144,2019-2023,45.47383,-70.28064,38,Not LSOG,Not LSOG,2,13,15
509642543126144,2019-2023,45.37149,-70.13441,28,Not LSOG,Not LSOG,1,20,15
509642544126144,2019-2023,45.30436,-70.1845,110,Transitioning LS,Transitioning LS,5,22,15
509642545126144,2019-2023,45.40718,-70.32434,85,Transitioning LS,Transitioning LS,5,18,15
509642546126144,2019-2023,45.25196,-70.43739,25,Not LSOG,Not LSOG,1,15,15
509642547126144,2019-2023,45.42945,-70.51838,100,LS,Transitioning LS,6,0,15
509642548126144,2019-2023,45.30214,-70.31325,47,Not LSOG,Not LSOG,3,18,15
509642549126144,2019-2023,45.324,-70.36065,25,Not LSOG,Not LSOG,0,9,15
509642550126144,2019-2023,45.16218,-70.29936,90,Transitioning LS,Transitioning LS,5,15,15
509642551126144,2019-2023,45.08834,-70.37138,28,Not LSOG,Not LSOG,1,19,15
509642553126144,2019-2023,45.10416,-70.52619,40,Not LSOG,Not LSOG,1,9,15
509642554126144,2019-2023,45.21035,-70.66663,60,Not LSOG,Not LSOG,1,8,15
509642555126144,2019-2023,44.85558,-70.66316,49,Not LSOG,Not LSOG,0,15,15
509642557126144,2019-2023,44.88171,-70.54855,65,Not LSOG,Not LSOG,2,13,15
509642559126144,2019-2023,44.90474,-70.73456,45,Not LSOG,Not LSOG,3,14,15
509642561126144,2019-2023,44.873132,-70.647853,48,Not LSOG,Not LSOG,1,12,15
509642562126144,2019-2023,44.91214,-70.67039,62,Not LSOG,Not LSOG,0,4,15
509642563126144,2019-2023,44.65729,-70.77369,104,Transitioning LS,Not LSOG,4,10,-1
