YEAR,area_ac,area_ac_se,denom_ac,area_perc,area_perc_se,perc_lo,perc_hi,domain,state
2003,1705994.76859586,93069.4646584655,17705664.8565284,9.63530475935122,0.525647951729692,8.60503477396103,10.6655747447414,Large-tree BA >= 30 ft2/ac,ME
2004,1617726.14912143,91184.6456111832,17655966.4633338,9.16248992928801,0.516452304100977,8.1502434132501,10.1747364453259,Large-tree BA >= 30 ft2/ac,ME
2005,1671942.56928141,92573.8992875045,17671279.2323816,9.46135561152626,0.523866427948623,8.43457741274696,10.4881338103056,Large-tree BA >= 30 ft2/ac,ME
2006,1662955.91120944,92914.5056350584,17693920.2593767,9.39845939640298,0.525121082682734,8.36922207434482,10.4276967184611,Large-tree BA >= 30 ft2/ac,ME
2007,1675422.92296002,92074.9107387617,17618989.4984654,9.50918849861365,0.522589055103196,8.48491395061138,10.5334630466159,Large-tree BA >= 30 ft2/ac,ME
2008,1710203.81452904,92574.9923322283,17656034.5945957,9.68622827150843,0.524324937381832,8.65855139424004,10.7139051487768,Large-tree BA >= 30 ft2/ac,ME
2009,1744148.18333523,93156.113513509,17659810.5775246,9.87636971347238,0.52750346955628,8.84246291314207,10.9102765138027,Large-tree BA >= 30 ft2/ac,ME
2010,1768611.69281062,93412.1916302865,17664709.7651752,10.0121186043901,0.528806829390666,8.97565721878439,11.0485799899958,Large-tree BA >= 30 ft2/ac,ME
2011,1837271.64511648,94647.0743115392,17660247.3687886,10.4034309755113,0.535932891171226,9.3530025088157,11.4538594422069,Large-tree BA >= 30 ft2/ac,ME
2012,1873655.47370802,95387.4861602016,17638065.7907534,10.622794448869,0.540804685115799,9.56281726604203,11.682771631696,Large-tree BA >= 30 ft2/ac,ME
2013,1930733.12705611,96380.738430212,17636080.476069,10.9476316445482,0.546497497337883,9.87649654976593,12.0187667393304,Large-tree BA >= 30 ft2/ac,ME
2014,1974230.86569975,97240.2112802767,17545859.956428,11.2518330284318,0.554206015104163,10.1655892388276,12.3380768180359,Large-tree BA >= 30 ft2/ac,ME
2015,2042296.85354378,100781.575313102,17578764.9657608,11.6179769029376,0.573314311383079,10.4942808526268,12.7416729532485,Large-tree BA >= 30 ft2/ac,ME
2016,2006003.42717469,99681.1373828794,17566727.1127587,11.4193350548363,0.56744285229137,10.3071470643453,12.5315230453274,Large-tree BA >= 30 ft2/ac,ME
2017,2036731.22439697,100049.719617568,17589532.4038138,11.57922324277,0.568802611238688,10.4643701247422,12.6940763607978,Large-tree BA >= 30 ft2/ac,ME
2018,2094028.02865057,101371.353823532,17502904.2119192,11.9638889826328,0.57916876305876,10.8287182070376,13.0990597582279,Large-tree BA >= 30 ft2/ac,ME
2019,2081254.30587982,99366.6871758636,17521753.7580255,11.8781163953211,0.56710468910882,10.7665912046678,12.9896415859744,Large-tree BA >= 30 ft2/ac,ME
2020,2099743.66823781,99832.292265572,17532518.0551925,11.9762812257076,0.569412174288367,10.8602333641024,13.0923290873128,Large-tree BA >= 30 ft2/ac,ME
2021,2113452.11702612,100097.461038203,17518847.2791189,12.0638765973215,0.571370133225097,10.9439911362003,13.1837620584427,Large-tree BA >= 30 ft2/ac,ME
2022,2121740.5716284,101102.255172755,17478251.4220934,12.1393182898515,0.578446051216292,11.0055640294675,13.2730725502354,Large-tree BA >= 30 ft2/ac,ME
2023,2117594.10009343,101157.319006805,17443662.507675,12.1396186102644,0.579908714481817,11.0029975298801,13.2762396906488,Large-tree BA >= 30 ft2/ac,ME
2024,2176977.97630551,102130.264790861,17418749.2229461,12.4979006726713,0.586323756566416,11.3487061098011,13.6470952355415,Large-tree BA >= 30 ft2/ac,ME
2005,9639.21048387097,9639.21048387097,4850074.36626419,0.198743560530097,0.198743560530097,0,0.588280939169087,Stand age >= 120 yr,NH
2006,22728.103714407,12999.4413185928,4730670.19462576,0.480441518417985,0.2747906910391,0,1.01903127285462,Stand age >= 120 yr,NH
2007,17505.7478636724,10109.8847225867,4789943.80883702,0.36546875208381,0.211064787522869,0,0.779155735628635,Stand age >= 120 yr,NH
2008,18040.7834442867,10378.721399316,4803379.78091341,0.375585197655474,0.216071222195602,0,0.799084793158854,Stand age >= 120 yr,NH
2009,24214.5484316269,12197.8055425095,4815381.91579184,0.502858316434181,0.253309202796715,0.00637227895262033,0.999344353915742,Stand age >= 120 yr,NH
2010,24728.1353911872,12466.5010900591,4825979.86521276,0.512396157502348,0.258320619609743,0.00608774306725068,1.01870457193744,Stand age >= 120 yr,NH
2011,11618.6776123151,7788.38829500792,4832411.09918404,0.240432309541647,0.161169820513056,0,0.556325157747238,Stand age >= 120 yr,NH
2012,21185.4032897961,10455.4736562398,4833335.15321898,0.438318523715176,0.216320063161283,0.0143311999190616,0.862305847511289,Stand age >= 120 yr,NH
2013,22998.1015269533,10656.006209278,4783480.44699394,0.480781760933212,0.222766797677088,0.04415883748612,0.917404684380304,Stand age >= 120 yr,NH
2014,30902.9717836353,12680.5882535422,4765231.61650567,0.648509333241944,0.266106440862592,0.126940709151264,1.17007795733262,Stand age >= 120 yr,NH
2015,29931.6010855238,12472.6989729897,4758420.53130028,0.62902387228362,0.262118467481927,0.115271676019043,1.1427760685482,Stand age >= 120 yr,NH
2016,34268.1264745038,13254.9975667567,4753294.32180439,0.720934243800317,0.278859179957639,0.174370251083344,1.26749823651729,Stand age >= 120 yr,NH
2017,40388.8119906601,14490.56680157,4741184.61853547,0.851871741774442,0.305631777022977,0.252833458809407,1.45091002473948,Stand age >= 120 yr,NH
2018,40360.7573667927,14465.2581353881,4714647.06451741,0.856071659542643,0.3068152915253,0.254713688153055,1.45742963093223,Stand age >= 120 yr,NH
2019,36351.3260368934,14117.1015858575,4693162.43068194,0.774559299274272,0.30080147010395,0.18498841787053,1.36413018067801,Stand age >= 120 yr,NH
2020,42364.9186895637,14749.642969123,4710393.98373504,0.899392255421723,0.313129708895974,0.285658025985615,1.51312648485783,Stand age >= 120 yr,NH
2021,50345.2943178455,16274.5820104196,4724947.36320634,1.06552074441907,0.344439435180833,0.39041945146464,1.7406220373735,Stand age >= 120 yr,NH
2022,53099.0525946933,16754.2264295375,4768025.21485874,1.11364873720087,0.351387118871053,0.424929984213604,1.80236749018813,Stand age >= 120 yr,NH
2023,60364.2663552087,18185.6921412167,4775827.55436484,1.26395406174243,0.380786197453801,0.517613114732984,2.01029500875188,Stand age >= 120 yr,NH
2024,84099.9660820993,21471.2882631522,4774648.84108478,1.76138536845763,0.449693558160689,0.879985994462684,2.64278474245258,Stand age >= 120 yr,NH
2005,1176157.6036909,92496.398802754,4850074.36626419,24.2503004051224,1.90711300111467,20.5123589229377,27.9882418873072,Large-tree BA >= 30 ft2/ac,NH
2006,1182805.07531664,78358.9963237642,4730670.19462576,25.0029071284733,1.65640370391458,21.7563558688007,28.2494583881458,Large-tree BA >= 30 ft2/ac,NH
2007,1192605.39571887,70292.5565904194,4789943.80883702,24.8981082725568,1.46750273898278,22.0218029041506,27.7744136409631,Large-tree BA >= 30 ft2/ac,NH
2008,1226374.29172347,71573.8798025806,4803379.78091341,25.5314871540359,1.49007330394704,22.6109434782997,28.4520308297721,Large-tree BA >= 30 ft2/ac,NH
2009,1265323.82550854,72709.8518651879,4815381.91579184,26.2767075932019,1.50994984690081,23.3172058932763,29.2362092931275,Large-tree BA >= 30 ft2/ac,NH
2010,1304380.99583624,74844.393772294,4825979.86521276,27.0283140888889,1.55086419468504,23.9886202673062,30.0680079104716,Large-tree BA >= 30 ft2/ac,NH
2011,1376719.06171894,74581.9117684241,4832411.09918404,28.4892786119005,1.54336852220659,25.4642763083756,31.5142809154254,Large-tree BA >= 30 ft2/ac,NH
2012,1404410.81326409,74099.3057815458,4833335.15321898,29.0567645061558,1.53308850788458,26.0519110307021,32.0616179816096,Large-tree BA >= 30 ft2/ac,NH
2013,1428555.89326719,73318.7282840353,4783480.44699394,29.8643615061692,1.5327485728537,26.860174303376,32.8685487089625,Large-tree BA >= 30 ft2/ac,NH
2014,1481123.28597086,73490.1579926538,4765231.61650567,31.0818739815413,1.54221586497707,28.0591308861863,34.1046170768964,Large-tree BA >= 30 ft2/ac,NH
2015,1471698.23027103,72678.8477622978,4758420.53130028,30.9282927095323,1.52737336442262,27.9346409152639,33.9219445038006,Large-tree BA >= 30 ft2/ac,NH
2016,1520425.44999076,72476.8206474784,4753294.32180439,31.9867726897584,1.52477031171858,28.99822287879,34.9753225007268,Large-tree BA >= 30 ft2/ac,NH
2017,1515582.53555369,72481.6386777856,4741184.61853547,31.9663260871256,1.52876642673693,28.9699438907212,34.96270828353,Large-tree BA >= 30 ft2/ac,NH
2018,1570912.25110524,73120.1757545883,4714647.06451741,33.3198271176643,1.5509151534352,30.2800334169314,36.3596208183973,Large-tree BA >= 30 ft2/ac,NH
2019,1597972.81639753,73775.2137404766,4693162.43068194,34.0489561143389,1.57197230716254,30.9678903923003,37.1300218363775,Large-tree BA >= 30 ft2/ac,NH
2020,1641689.42016203,73478.7625675555,4710393.98373504,34.852486348929,1.55992816781945,31.7950271400029,37.9099455578551,Large-tree BA >= 30 ft2/ac,NH
2021,1655416.77915779,73504.1366511138,4724947.36320634,35.0356660488685,1.55566043388119,31.9865715984614,38.0847604992756,Large-tree BA >= 30 ft2/ac,NH
2022,1761214.03261774,75811.6080047315,4768025.21485874,36.9380184301295,1.59000014866695,33.8216181387423,40.0544187215167,Large-tree BA >= 30 ft2/ac,NH
2023,1771489.602924,75890.9782162074,4775827.55436484,37.092830148462,1.58906445746449,33.9782638118316,40.2073964850924,Large-tree BA >= 30 ft2/ac,NH
2024,1807492.61269721,76004.1574709968,4774648.84108478,37.8560324090045,1.5918271688799,34.7360511579999,40.9760136600091,Large-tree BA >= 30 ft2/ac,NH
2005,26991.6522789535,16377.6551621858,4581767.18627311,0.589110078744726,0.357452801426771,0,1.2897175695412,Stand age >= 120 yr,VT
2006,20457.857749398,10436.4588710741,4570711.6879282,0.447585827901366,0.228333344643856,5.24723994095866e-05,0.895119183403323,Stand age >= 120 yr,VT
2007,20576.8744873475,9558.7964008743,4588599.86090503,0.448434710175166,0.208316189919183,0.0401349779335665,0.856734442416765,Stand age >= 120 yr,VT
2008,24079.7604030892,10988.6751316671,4588386.01477487,0.524798051549084,0.239488898629778,0.0553998102347185,0.994196292863449,Stand age >= 120 yr,VT
2009,24407.5189582198,11611.7614612043,4611212.06600879,0.529308099667288,0.251815819680025,0.0357490930944381,1.02286710624014,Stand age >= 120 yr,VT
2010,25189.2131202435,11918.8010788549,4580336.37275879,0.549942429338912,0.260216720102504,0.0399176579380045,1.05996720073982,Stand age >= 120 yr,VT
2011,24796.4957813745,11841.9172922794,4591279.43587062,0.540078122617524,0.257921946544164,0.0345511073909637,1.04560513784408,Stand age >= 120 yr,VT
2012,29148.8080316591,11770.9512662654,4595703.26991169,0.634262186214193,0.256129488240254,0.132248389263296,1.13627598316509,Stand age >= 120 yr,VT
2013,28703.3881859156,11396.9304381426,4514169.17855428,0.635850962836715,0.252470166432545,0.141009436628927,1.1306924890445,Stand age >= 120 yr,VT
2014,21649.4025415999,9307.77667228723,4508389.30703725,0.480202597140555,0.206454590284794,0.0755516001823575,0.884853594098752,Stand age >= 120 yr,VT
2015,22527.8295459287,9293.86374602403,4511368.15572924,0.499356930498331,0.206009871622231,0.0955775821187577,0.903136278877905,Stand age >= 120 yr,VT
2016,21606.0088254582,9097.91988672714,4509028.60819376,0.479172138899186,0.201771172402732,0.0837006409898312,0.874643636808541,Stand age >= 120 yr,VT
2017,21578.4024439205,9069.38010092029,4494124.90461773,0.480146922969332,0.201805252266164,0.0846086285276513,0.875685217411013,Stand age >= 120 yr,VT
2018,21448.5001441946,9034.43809788718,4465749.49762481,0.48028892251127,0.202305080092207,0.0837709655305448,0.876806879491995,Stand age >= 120 yr,VT
2019,19443.9589165064,8901.38861067288,4523088.96544305,0.429882300902339,0.196798884096258,0.0441564880736736,0.815608113731004,Stand age >= 120 yr,VT
2020,19428.6161259334,8951.52825538343,4522888.54594018,0.429562124482878,0.197916180433375,0.0416464108334629,0.817477838132294,Stand age >= 120 yr,VT
2021,19489.128010419,8998.38401761503,4525770.88291197,0.430625599806752,0.198825443232011,0.0409277310720095,0.820323468541494,Stand age >= 120 yr,VT
2022,28807.966439734,11503.4023734379,4487566.30807796,0.641950769348578,0.256339440661433,0.13952546565217,1.14437607304499,Stand age >= 120 yr,VT
2023,32938.6294795153,11973.0060806582,4492236.33503574,0.733234563431607,0.266526629226487,0.210842370147692,1.25562675671552,Stand age >= 120 yr,VT
2024,43826.2460110193,14063.2008840424,4500116.46929439,0.973891371702457,0.312507486861724,0.361376697453478,1.58640604595144,Stand age >= 120 yr,VT
2005,1229502.65300684,103503.544976982,4581767.18627311,26.8346819692282,2.25903108492891,22.4069810427675,31.2623828956889,Large-tree BA >= 30 ft2/ac,VT
2006,1323549.2574966,81661.4533913574,4570711.6879282,28.9571810226459,1.78662446828653,25.4553970648043,32.4589649804875,Large-tree BA >= 30 ft2/ac,VT
2007,1392341.37960794,72110.7140032707,4588599.86090503,30.3434908646256,1.57151889877467,27.2633138230273,33.423667906224,Large-tree BA >= 30 ft2/ac,VT
2008,1398594.66174671,71527.9865602633,4588386.01477487,30.4811900577493,1.558892088197,27.4257615648831,33.5366185506154,Large-tree BA >= 30 ft2/ac,VT
2009,1428492.94256386,74075.4017079029,4611212.06600879,30.9786867772551,1.6064193241934,27.830104901836,34.1272686526741,Large-tree BA >= 30 ft2/ac,VT
2010,1461756.12218354,75145.0227349649,4580336.37275879,31.9137286701743,1.64060052842154,28.6981516344681,35.1293057058805,Large-tree BA >= 30 ft2/ac,VT
2011,1515059.40333843,75741.0149370504,4591279.43587062,32.9986319608783,1.64967120810167,29.765276392999,36.2319875287576,Large-tree BA >= 30 ft2/ac,VT
2012,1568943.47318696,75424.9914767616,4595703.26991169,34.1393554161538,1.6412067326142,30.92259022023,37.3561206120777,Large-tree BA >= 30 ft2/ac,VT
2013,1578290.92962416,74410.1242902982,4514169.17855428,34.9630434127777,1.64836809049609,31.7322419554053,38.19384487015,Large-tree BA >= 30 ft2/ac,VT
2014,1612198.77399516,73920.3257161188,4508389.30703725,35.7599724468923,1.63961718214385,32.5463227698904,38.9736221238943,Large-tree BA >= 30 ft2/ac,VT
2015,1586555.3736137,72971.7613377226,4511368.15572924,35.1679428245918,1.61750845461485,31.9976262535467,38.3382593956369,Large-tree BA >= 30 ft2/ac,VT
2016,1603324.23978274,73102.725181551,4509028.60819376,35.5580853239474,1.62125219273858,32.3804310261798,38.7357396217151,Large-tree BA >= 30 ft2/ac,VT
2017,1637143.69993221,73331.6868358521,4494124.90461773,36.428531353235,1.63172338090789,33.2303535266555,39.6267091798144,Large-tree BA >= 30 ft2/ac,VT
2018,1654825.57271423,73278.5671672609,4465749.49762481,37.0559426495907,1.64090187338621,33.8397749777537,40.2721103214276,Large-tree BA >= 30 ft2/ac,VT
2019,1678452.24120993,74815.0924733614,4523088.96544305,37.1085391871245,1.65407076988664,33.8665604781466,40.3505178961023,Large-tree BA >= 30 ft2/ac,VT
2020,1728994.46838263,75319.2419192995,4522888.54594018,38.2276602843685,1.66529069098789,34.9636905300323,41.4916300387048,Large-tree BA >= 30 ft2/ac,VT
2021,1725536.13266809,75841.6422254965,4525770.88291197,38.1268998654621,1.67577290560274,34.8423849704808,41.4114147604435,Large-tree BA >= 30 ft2/ac,VT
2022,1746285.87286834,74821.175217798,4487566.30807796,38.9138734223246,1.66729960252875,35.6459662013683,42.181780643281,Large-tree BA >= 30 ft2/ac,VT
2023,1754554.94725503,74883.0112623172,4492236.33503574,39.0574942277846,1.66694282485299,35.7902862910727,42.3247021644964,Large-tree BA >= 30 ft2/ac,VT
2024,1758512.98324483,75230.2546740147,4500116.46929439,39.0770548994383,1.67174016911191,35.800444167979,42.3536656308976,Large-tree BA >= 30 ft2/ac,VT
2005,45869.1381988583,26488.288646962,3171419.80334538,1.44632817612078,0.835218617826022,0,3.08335666705978,Stand age >= 120 yr,MA
2006,46148.2251336518,21851.5600063702,3054984.36972273,1.51058792938572,0.715275672862228,0.108647610575748,2.91252824819568,Stand age >= 120 yr,MA
2007,33391.8583452314,14293.2529728537,3034516.34974331,1.10040133242505,0.471022440662174,0.177197348727191,2.02360531612291,Stand age >= 120 yr,MA
2008,42232.2544919562,16109.9915577834,3019476.15959212,1.398661630687,0.533535974662559,0.35293112034838,2.44439214102561,Stand age >= 120 yr,MA
2009,33524.4789383662,14187.919862965,3001679.67317564,1.11685731285573,0.472666020620208,0.190431912440124,2.04328271327134,Stand age >= 120 yr,MA
2010,33736.8993948711,14289.0439896378,3014643.42058825,1.1191008251413,0.473987865100462,0.190084609544398,2.04811704073821,Stand age >= 120 yr,MA
2011,33617.4819289187,14255.0081428824,3024093.76311078,1.1116547489036,0.471381156125885,0.187747682896868,2.03556181491034,Stand age >= 120 yr,MA
2012,32592.8542585466,13974.641326562,3027962.4728064,1.07639558122854,0.461519634145595,0.171817098303179,1.98097406415391,Stand age >= 120 yr,MA
2013,31462.0518975574,14025.8864262412,3035792.47261733,1.03637031125623,0.462017300350859,0.130816402568546,1.94192421994391,Stand age >= 120 yr,MA
2014,31700.151748295,14110.7525606741,3032374.68437013,1.04539033094057,0.465336708995945,0.133330381308522,1.95745028057262,Stand age >= 120 yr,MA
2015,31477.7846398146,14082.2952596543,3024911.92615604,1.04061821991014,0.465543976268746,0.128152026423402,1.95308441339688,Stand age >= 120 yr,MA
2016,31924.0379346149,14233.9832315252,3018070.90953095,1.05776301788669,0.471625208890049,0.133377608462195,1.98214842731119,Stand age >= 120 yr,MA
2017,33043.16111062,14649.3416630565,3016674.27617747,1.09535064397109,0.485612310839841,0.143550514724997,2.04715077321717,Stand age >= 120 yr,MA
2018,38767.8363885157,15729.9084804506,3010116.90671498,1.28791796431668,0.522568025360087,0.263684634610907,2.31215129402245,Stand age >= 120 yr,MA
2019,37843.6550040662,15630.1663315554,2984347.2215114,1.26807144729294,0.523738197046643,0.241544581081517,2.29459831350436,Stand age >= 120 yr,MA
2020,41610.0073620258,15994.9706415279,2986657.60099829,1.39319643966278,0.535547517605689,0.343523305155628,2.44286957416993,Stand age >= 120 yr,MA
2021,36002.3250367677,14948.9144710823,2981441.03717442,1.20754777934123,0.501398963946968,0.224805810005169,2.19028974867728,Stand age >= 120 yr,MA
2022,43828.0927834275,16087.9173211719,2986641.44715676,1.46747085510218,0.538662494504901,0.411692365872576,2.52324934433179,Stand age >= 120 yr,MA
2023,43760.6738703142,16098.3773562693,2982624.56467461,1.46718679878801,0.539738643171323,0.409299058172215,2.5250745394038,Stand age >= 120 yr,MA
2024,43725.5804656983,16117.9075422909,2973807.39698046,1.47035683985776,0.541995677280805,0.408045312387386,2.53266836732814,Stand age >= 120 yr,MA
2005,1198758.74982857,103631.209202647,3171419.80334538,37.7988038216845,3.26765977475866,31.3941906631575,44.2034169802115,Large-tree BA >= 30 ft2/ac,MA
2006,1158079.60083476,79156.8013115977,3054984.36972273,37.9078731895398,2.59107058275333,32.8293748473433,42.9863715317364,Large-tree BA >= 30 ft2/ac,MA
2007,1121511.438389,65688.2655095578,3034516.34974331,36.9584905510189,2.16470296873221,32.7156727323038,41.2013083697341,Large-tree BA >= 30 ft2/ac,MA
2008,1165181.48984431,66025.3657639469,3019476.15959212,38.5888620495586,2.18664967942207,34.3030286778914,42.8746954212259,Large-tree BA >= 30 ft2/ac,MA
2009,1221740.83977847,67159.1333531067,3001679.67317564,40.7019060260326,2.23738508653241,36.3166312564291,45.0871807956361,Large-tree BA >= 30 ft2/ac,MA
2010,1275164.93293255,68487.977480276,3014643.42058825,42.299030267524,2.27184339655374,37.8462172102787,46.7518433247694,Large-tree BA >= 30 ft2/ac,MA
2011,1301509.17919263,68405.0183477052,3024093.76311078,43.0379902590656,2.26200057624335,38.6044691296286,47.4715113885026,Large-tree BA >= 30 ft2/ac,MA
2012,1332119.51664986,68418.1767478908,3027962.4728064,43.9939242514859,2.25954506908003,39.565215916089,48.4226325868827,Large-tree BA >= 30 ft2/ac,MA
2013,1401386.63450238,67647.9538571105,3035792.47261733,46.1621354932133,2.22834579330738,41.7945777383308,50.5296932480958,Large-tree BA >= 30 ft2/ac,MA
2014,1422869.32824335,68033.1653271664,3032374.68437013,46.922609385222,2.24356065488319,42.5252305016509,51.319988268793,Large-tree BA >= 30 ft2/ac,MA
2015,1445853.29974323,68263.1838965887,3024911.92615604,47.7981949570538,2.25669988293958,43.3750631864922,52.2213267276154,Large-tree BA >= 30 ft2/ac,MA
2016,1469255.97661283,67889.4817577294,3018070.90953095,48.6819568080053,2.24943295875975,44.2730682088361,53.0908454071744,Large-tree BA >= 30 ft2/ac,MA
2017,1503181.75704503,67503.4756615623,3016674.27617747,49.8291038219004,2.23767863155244,45.4432537040576,54.2149539397431,Large-tree BA >= 30 ft2/ac,MA
2018,1521882.4050539,67147.748857706,3010116.90671498,50.5589135644161,2.23073558066507,46.1866718263126,54.9311553025197,Large-tree BA >= 30 ft2/ac,MA
2019,1570631.2840896,67645.8237041362,2984347.2215114,52.6289726868367,2.26668744228352,48.186265299961,57.0716800737124,Large-tree BA >= 30 ft2/ac,MA
2020,1567523.62832686,67963.758184217,2986657.60099829,52.4842093651083,2.27557916787985,48.0240741960638,56.9443445341528,Large-tree BA >= 30 ft2/ac,MA
2021,1613660.98575175,67978.708063372,2981441.03717442,54.1235250213452,2.28006213155894,49.6546032434897,58.5924467992007,Large-tree BA >= 30 ft2/ac,MA
2022,1651405.80069042,68302.7418144936,2986641.44715676,55.2930718303175,2.28694146997514,50.8106665491662,59.7754771114687,Large-tree BA >= 30 ft2/ac,MA
2023,1664457.248821,68523.7951240163,2982624.56467461,55.8051210512506,2.29743280249192,51.3021527583664,60.3080893441347,Large-tree BA >= 30 ft2/ac,MA
2024,1669299.51735143,68589.2646077872,2973807.39698046,56.133410625261,2.30644609591836,51.6127762772611,60.654044973261,Large-tree BA >= 30 ft2/ac,MA
2005,27520.4387951978,17594.5480123428,1794104.04405,1.5339377271049,0.980687160852995,0,3.45608456237677,Stand age >= 120 yr,CT
2006,21782.3700613107,11906.0210487919,1746267.88560344,1.24736704149968,0.681798087621456,0,2.58369129323773,Stand age >= 120 yr,CT
2007,15456.0896902704,9339.15952098656,1703477.50113887,0.907325731037669,0.548240849365068,0,1.9818777957932,Stand age >= 120 yr,CT
2008,16962.7393905578,9757.52483138797,1724373.03490523,0.983704746432089,0.565859279510493,0,2.09278893427266,Stand age >= 120 yr,CT
2009,20017.846538543,10747.9511636256,1686569.28956572,1.18689736984939,0.637267097777709,0,2.4359408814937,Stand age >= 120 yr,CT
2010,17738.3748640877,10373.7316105025,1687330.12241674,1.05126878424248,0.614801541955781,0,2.25627980647581,Stand age >= 120 yr,CT
2011,12885.8567149007,9104.1856336846,1711747.85421016,0.75278941832508,0.531864877837718,0,1.79524457888701,Stand age >= 120 yr,CT
2012,12740.9512063488,9007.71261086757,1735903.52270571,0.733966550542499,0.518906292489544,0,1.75102288382201,Stand age >= 120 yr,CT
2013,19246.9918127975,11142.3459233398,1799341.57577493,1.06966859833205,0.619245732625339,0,2.28339023427771,Stand age >= 120 yr,CT
2014,28610.3672901965,13433.8194507002,1769290.9736971,1.61705269034479,0.759277001375807,0.128869767648206,3.10523561304137,Stand age >= 120 yr,CT
2015,38066.3353217526,15317.2965140713,1807741.35400261,2.10574014017371,0.847316817760272,0.444999177363577,3.76648110298384,Stand age >= 120 yr,CT
2016,38348.0218499389,15393.8807459557,1799941.36427115,2.13051506072073,0.855243456899449,0.454237885197807,3.80679223624365,Stand age >= 120 yr,CT
2017,38420.4083756817,15431.1866732745,1790099.8654263,2.1462717872744,0.862029374523171,0.456694213208982,3.83584936133981,Stand age >= 120 yr,CT
2018,39223.9389681766,15684.620412042,1789611.01808511,2.19175779383312,0.876426231931931,0.473962379246535,3.9095532084197,Stand age >= 120 yr,CT
2019,37718.9185210446,15376.268070043,1763459.62658425,2.13891591009115,0.871937629773028,0.429918155736018,3.84791366444629,Stand age >= 120 yr,CT
2020,44943.7068237828,16711.5599098462,1753085.48573884,2.56369168471219,0.953265544994406,0.69529121652315,4.43209215290122,Stand age >= 120 yr,CT
2021,58894.2302807716,19207.9777375453,1762930.43505719,3.34070075084165,1.08954825190945,1.20518617709913,5.47621532458417,Stand age >= 120 yr,CT
2022,77021.0161330198,21864.0260121534,1776609.00960498,4.33528231122417,1.23066053892267,1.92318765493574,6.74737696751261,Stand age >= 120 yr,CT
