Plot_ID,res,g,ours_orig,ours_pelz,hag_code,hag_lsog,in_hag
1112,Pine Barrens Sites,oak-pine,0,0,,0,0
1113,Pine Barrens Sites,oak-pine,0,0,,0,0
1114,Pine Barrens Sites,oak-pine,1,1,,0,0
1115,Pine Barrens Sites,spruce-fir,0,0,,0,0
1116,Pine Barrens Sites,spruce-fir,1,1,,0,0
1117,Pine Barrens Sites,spruce-fir,1,1,,0,0
1118,Pine Barrens Sites,spruce-fir,0,0,,0,0
1119,Pine Barrens Sites,spruce-fir,0,1,,0,0
1120,Pine Barrens Sites,spruce-fir,0,0,,0,0
1121,Pine Barrens Sites,oak-hickory,0,1,,0,0
1122,Pine Barrens Sites,elm-ash-cottonwood,0,0,,0,0
1123,Pine Barrens Sites,spruce-fir,0,0,,0,0
1124,Pine Barrens Sites,spruce-fir,0,0,,0,0
1125,Pine Barrens Sites,spruce-fir,0,1,,0,0
1126,Pine Barrens Sites,spruce-fir,0,0,,0,0
1127,Pine Barrens Sites,spruce-fir,0,1,,0,0
1128,Pine Barrens Sites,spruce-fir,1,1,,0,0
1129,Pine Barrens Sites,oak-pine,0,0,,0,0
1130,Pine Barrens Sites,spruce-fir,0,0,,0,0
1131,Pine Barrens Sites,spruce-fir,0,0,,0,0
1132,Pine Barrens Sites,spruce-fir,0,0,,0,0
1133,Pine Barrens Sites,spruce-fir,0,0,,0,0
1135,Pine Barrens Sites,spruce-fir,0,0,,0,0
1136,Pine Barrens Sites,spruce-fir,0,0,,0,0
1137,Pine Barrens Sites,spruce-fir,0,0,,0,0
1138,Pine Barrens Sites,spruce-fir,0,1,,0,0
1139,Pine Barrens Sites,aspen-birch,0,0,,0,0
1140,Baxter State Park,spruce-fir,0,0,1,0,1
1141,Baxter State Park,spruce-fir,0,1,2,1,1
1142,Baxter State Park,aspen-birch,0,0,1,0,1
1143,Baxter State Park,aspen-birch,0,0,1,0,1
1144,Baxter State Park,aspen-birch,0,0,,0,0
1145,Baxter State Park,spruce-fir,0,0,2,1,1
1146,Baxter State Park,aspen-birch,0,1,4,1,1
1147,Baxter State Park,pine-softwood,0,1,1,0,1
1148,Baxter State Park,spruce-fir,0,1,4,1,1
1149,Baxter State Park,aspen-birch,0,1,2,1,1
1150,Baxter State Park,other,1,1,1,0,1
1151,Baxter State Park,spruce-fir,0,0,1,0,1
1152,Baxter State Park,aspen-birch,0,0,2,1,1
1153,Baxter State Park,aspen-birch,1,1,2,1,1
1154,Baxter State Park,aspen-birch,0,1,4,1,1
1155,Bradley Sunkhaze,spruce-fir,0,1,,0,0
1156,Bradley Sunkhaze,pine-softwood,1,1,,0,0
1157,Bradley Sunkhaze,spruce-fir,0,0,,0,0
1158,Bradley Sunkhaze,spruce-fir,0,0,,0,0
1159,Bradley Sunkhaze,spruce-fir,0,0,,0,0
1160,Bradley Sunkhaze,spruce-fir,0,1,,0,0
1161,Bradley Sunkhaze,aspen-birch,0,0,,0,0
1162,Bradley Sunkhaze,spruce-fir,1,1,,0,0
1163,Bradley Sunkhaze,spruce-fir,1,1,,0,0
1164,Bradley Sunkhaze,spruce-fir,1,1,1,0,1
1165,Bradley Sunkhaze,spruce-fir,0,1,1,0,1
1166,Bradley Sunkhaze,pine-softwood,0,0,1,0,1
1167,Bradley Sunkhaze,pine-softwood,1,1,1,0,1
1168,Bradley Sunkhaze,spruce-fir,0,0,1,0,1
1169,Bradley Sunkhaze,spruce-fir,0,0,1,0,1
1170,Bradley Sunkhaze,spruce-fir,0,0,1,0,1
1171,Bradley Sunkhaze,spruce-fir,0,0,1,0,1
1172,Bradley Sunkhaze,other,0,0,1,0,1
1173,Bradley Sunkhaze,spruce-fir,0,0,1,0,1
1174,Bradley Sunkhaze,other,0,0,1,0,1
1175,Bradley Sunkhaze,spruce-fir,0,1,1,0,1
1176,Bradley Sunkhaze,spruce-fir,0,0,1,0,1
1177,Bradley Sunkhaze,spruce-fir,0,0,1,0,1
1178,Bradley Sunkhaze,maple-beech-birch,1,1,2,1,1
1179,Bradley Sunkhaze,oak-hickory,1,1,2,1,1
