CN,eval_period,LAT,LON,v4_class,v5_class,silc_val,hagan_val
304030198489998,2014-2018,44.53538,-69.17913,LS,LS,,
304030199489998,2014-2018,44.5721,-69.35717,Not LSOG,Not LSOG,,
304030200489998,2014-2018,44.41405,-69.30076,Not LSOG,Not LSOG,,
304030201489998,2014-2018,44.34058,-69.33722,Not LSOG,Not LSOG,,
304030204489998,2014-2018,44.12594,-69.5234,Not LSOG,Not LSOG,,
304030205489998,2014-2018,43.9083,-69.67561,Not LSOG,Not LSOG,,
304030207489998,2014-2018,43.7657,-69.81068,Not LSOG,Not LSOG,,
304030208489998,2014-2018,45.65948,-68.24093,Not LSOG,Not LSOG,,1
304030209489998,2014-2018,45.54319,-68.2987,Not LSOG,Not LSOG,,
304030210489998,2014-2018,45.60511,-68.47807,Transitioning LS,Not LSOG,,
304030211489998,2014-2018,45.4026,-68.42331,Not LSOG,Not LSOG,,
304030212489998,2014-2018,45.37105,-68.46969,Transitioning LS,Not LSOG,,
304030213489998,2014-2018,45.52217,-68.59631,Transitioning LS,Not LSOG,,2
304030214489998,2014-2018,45.30739,-68.52858,Not LSOG,Not LSOG,,
304030215489998,2014-2018,45.2445,-68.5942,Not LSOG,Not LSOG,,
304030216489998,2014-2018,45.2681,-67.77027,Not LSOG,Not LSOG,,1
304030217489998,2014-2018,45.31953,-67.76109,Transitioning LS,Transitioning LS,,1
304030218489998,2014-2018,45.56105,-67.54799,Not LSOG,Not LSOG,,1
304030219489998,2014-2018,45.49106,-67.5895,Not LSOG,Not LSOG,,1
304030220489998,2014-2018,45.58685,-67.66938,Not LSOG,Not LSOG,,2
304030221489998,2014-2018,45.51359,-67.74733,Not LSOG,Not LSOG,,3
304030222489998,2014-2018,45.35132,-67.69607,Not LSOG,Not LSOG,,1
304030223489998,2014-2018,47.06968,-69.42737,Not LSOG,Not LSOG,,3
304030224489998,2014-2018,46.9861,-69.47961,Not LSOG,Not LSOG,,1
304030225489998,2014-2018,47.07932,-69.6085,Not LSOG,Not LSOG,1,1
304030226489998,2014-2018,47.00741,-69.674,Not LSOG,Not LSOG,1,1
304030227489998,2014-2018,46.94489,-69.73681,Not LSOG,Not LSOG,1,1
304030228489998,2014-2018,46.8485,-69.64057,Not LSOG,Not LSOG,,1
304030229489998,2014-2018,46.8186,-69.67602,Not LSOG,Not LSOG,1,1
304030230489998,2014-2018,46.88748,-69.79652,Not LSOG,Not LSOG,,1
304030231489998,2014-2018,46.80111,-69.85543,Not LSOG,Not LSOG,,1
304030233489998,2014-2018,46.58386,-69.85438,Not LSOG,Not LSOG,,1
304030234489998,2014-2018,46.47633,-69.96576,Not LSOG,Not LSOG,,1
304030235489998,2014-2018,46.35542,-70.03437,Not LSOG,Not LSOG,,1
304030236489998,2014-2018,46.84256,-69.00188,Not LSOG,Not LSOG,,3
304030237489998,2014-2018,47.05324,-69.32373,Not LSOG,Not LSOG,,2
304030238489998,2014-2018,44.15329,-69.74767,Not LSOG,Not LSOG,,
304030239489998,2014-2018,44.04818,-69.58023,Not LSOG,Not LSOG,,
304030240489998,2014-2018,43.97257,-69.63276,Not LSOG,Not LSOG,,
304030241489998,2014-2018,45.37317,-67.75631,Not LSOG,Not LSOG,,1
304030242489998,2014-2018,45.13575,-67.8916,Not LSOG,Not LSOG,,1
304030243489998,2014-2018,45.06238,-67.9771,Not LSOG,Not LSOG,,4
304030244489998,2014-2018,45.23999,-68.00135,Not LSOG,Not LSOG,,
304030245489998,2014-2018,45.16209,-68.0693,Not LSOG,Not LSOG,,2
304030246489998,2014-2018,45.09412,-68.12723,Not LSOG,Not LSOG,,2
304030247489998,2014-2018,44.94077,-68.06066,Not LSOG,Not LSOG,,1
304030248489998,2014-2018,44.86279,-68.12886,Not LSOG,Not LSOG,,2
304030249489998,2014-2018,44.94943,-68.28033,Not LSOG,Not LSOG,,1
304030250489998,2014-2018,44.91997,-68.2397,Transitioning LS,Transitioning LS,,
304030252489998,2014-2018,44.44345,-68.13504,LS,Transitioning LS,,
304030253489998,2014-2018,44.28846,-68.41808,Not LSOG,Not LSOG,,
304030258489998,2014-2018,47.19684,-69.30477,Not LSOG,Not LSOG,,1
304030259489998,2014-2018,47.12236,-69.3603,Not LSOG,Not LSOG,,1
304030260489998,2014-2018,46.89753,-69.24879,Not LSOG,Not LSOG,,1
304030261489998,2014-2018,46.96615,-69.30667,Not LSOG,Not LSOG,,1
304030262489998,2014-2018,46.82768,-69.34194,Not LSOG,Not LSOG,,1
304030263489998,2014-2018,46.7996,-69.25069,Not LSOG,Not LSOG,,2
304030264489998,2014-2018,46.82439,-69.43764,Not LSOG,Not LSOG,,3
304030265489998,2014-2018,46.91219,-69.53314,Transitioning LS,Not LSOG,,1
304030266489998,2014-2018,46.75827,-69.48578,Not LSOG,Not LSOG,,2
304030267489998,2014-2018,46.66695,-69.37462,Not LSOG,Not LSOG,,1
304030268489998,2014-2018,46.56755,-69.41343,Not LSOG,Not LSOG,,1
304030269489998,2014-2018,46.60372,-69.61589,Not LSOG,Not LSOG,,1
304030270489998,2014-2018,46.66818,-69.72825,Not LSOG,Not LSOG,,1
304030271489998,2014-2018,47.14026,-68.74039,Not LSOG,Not LSOG,,2
304030272489998,2014-2018,47.05932,-68.82457,Not LSOG,Not LSOG,,1
304030273489998,2014-2018,47.08024,-69.02275,Not LSOG,Not LSOG,,1
304030274489998,2014-2018,46.92165,-68.94711,LS,Transitioning LS,,1
304030276489998,2014-2018,44.28948,-70.91551,Not LSOG,Not LSOG,,
304030277489998,2014-2018,44.25212,-70.74229,Transitioning LS,Transitioning LS,,1
304030278489998,2014-2018,44.43388,-70.8132,Not LSOG,Not LSOG,,
304030279489998,2014-2018,44.06374,-70.90474,Not LSOG,Not LSOG,,
304030281489998,2014-2018,43.98881,-70.97631,Not LSOG,Not LSOG,,
304030282489998,2014-2018,44.52604,-70.92836,Not LSOG,Not LSOG,,2
304030283489998,2014-2018,44.92425,-70.42177,Not LSOG,Not LSOG,,1
304030285489998,2014-2018,44.83273,-70.3025,LS,Transitioning LS,,
304030287489998,2014-2018,44.85334,-70.47712,Not LSOG,Not LSOG,,1
304030289489998,2014-2018,44.78588,-70.52608,Transitioning LS,Transitioning LS,,
304030290489998,2014-2018,44.72045,-70.59116,Not LSOG,Not LSOG,,
304030292489998,2014-2018,44.55796,-70.52229,Not LSOG,Not LSOG,,
304030293489998,2014-2018,44.62879,-70.65019,Not LSOG,Not LSOG,,
304030294489998,2014-2018,44.58985,-70.67986,Not LSOG,Not LSOG,,
304030295489998,2014-2018,44.51263,-70.52344,Transitioning LS,Transitioning LS,,
304030296489998,2014-2018,44.34385,-70.69479,Transitioning LS,Transitioning LS,,
304030297489998,2014-2018,44.13285,-70.86344,Not LSOG,Not LSOG,,
304030298489998,2014-2018,46.45684,-68.94827,Transitioning LS,Transitioning LS,1,1
304030299489998,2014-2018,46.54713,-69.06057,Not LSOG,Not LSOG,2,2
304030300489998,2014-2018,46.463304,-69.130526,Not LSOG,Not LSOG,,2
304030301489998,2014-2018,46.31318,-69.06065,Not LSOG,Not LSOG,1,1
304030302489998,2014-2018,46.23376,-69.12078,Not LSOG,Not LSOG,,1
304030303489998,2014-2018,46.32962,-69.26521,Not LSOG,Not LSOG,1,1
304030304489998,2014-2018,46.17401,-69.19629,Not LSOG,Not LSOG,,1
304030306489998,2014-2018,46.20923,-69.3931,Not LSOG,Not LSOG,,1
304030307489998,2014-2018,46.15654,-69.25493,Not LSOG,Not LSOG,,1
304030308489998,2014-2018,46.12872,-69.09635,Not LSOG,Not LSOG,,1
304030309489998,2014-2018,46.0349,-69.30639,Not LSOG,Not LSOG,,1
304030310489998,2014-2018,46.12867,-69.42748,Not LSOG,Not LSOG,,1
304030311489998,2014-2018,45.284,-70.68817,Not LSOG,Not LSOG,,
304030312489998,2014-2018,45.27178,-70.71538,LS,LS,,
304030313489998,2014-2018,45.19737,-70.7693,Not LSOG,Not LSOG,,1
304030314489998,2014-2018,45.10882,-70.65291,Not LSOG,Not LSOG,,
304030315489998,2014-2018,45.0446,-70.73691,Not LSOG,Not LSOG,1,1
304030316489998,2014-2018,45.12736,-70.84171,Not LSOG,Not LSOG,1,1
304030317489998,2014-2018,45.15738,-71.02041,Not LSOG,Not LSOG,,2
304030318489998,2014-2018,44.99668,-70.95385,Not LSOG,Not LSOG,2,2
304030320489998,2014-2018,44.83355,-70.88553,Not LSOG,Not LSOG,1,1
304030321489998,2014-2018,44.86985,-71.00227,Not LSOG,Not LSOG,,1
304030322489998,2014-2018,45.34226,-69.9113,Not LSOG,Not LSOG,,1
304030323489998,2014-2018,45.42565,-70.00095,Not LSOG,Not LSOG,,2
304030324489998,2014-2018,45.28884,-70.14845,Not LSOG,Not LSOG,,1
304030325489998,2014-2018,45.3017,-69.93826,Not LSOG,Not LSOG,,1
304030326489998,2014-2018,45.25932,-69.96082,Not LSOG,Not LSOG,,2
304030327489998,2014-2018,45.35556,-70.06657,Not LSOG,Not LSOG,,1
304030328489998,2014-2018,45.13035,-70.0261,Not LSOG,Not LSOG,,1
304030330489998,2014-2018,45.05516,-70.13309,Not LSOG,Not LSOG,,1
304030331489998,2014-2018,44.98186,-70.18271,Not LSOG,Not LSOG,,1
304030332489998,2014-2018,45.07816,-70.30052,Transitioning LS,Not LSOG,,1
304030333489998,2014-2018,44.90976,-70.24556,Not LSOG,Not LSOG,,1
304030334489998,2014-2018,45.00295,-70.37043,Not LSOG,Not LSOG,,
304030335489998,2014-2018,45.7444,-70.14431,Not LSOG,Not LSOG,,1
304030336489998,2014-2018,45.65312,-70.01838,Not LSOG,Not LSOG,,1
304030337489998,2014-2018,45.59917,-70.10334,Not LSOG,Not LSOG,,1
304030338489998,2014-2018,45.60325,-70.27662,LS,LS,,3
304030339489998,2014-2018,45.37836,-70.25442,Not LSOG,Not LSOG,,2
304030341489998,2014-2018,46.0559,-69.48728,Not LSOG,Not LSOG,,1
304030342489998,2014-2018,45.99164,-69.53972,Not LSOG,Not LSOG,,1
304030343489998,2014-2018,45.88886,-69.42873,Not LSOG,Not LSOG,,1
304030344489998,2014-2018,45.82713,-69.49318,Not LSOG,Not LSOG,,1
304030345489998,2014-2018,45.93109,-69.55067,Not LSOG,Not LSOG,,1
304030346489998,2014-2018,45.7638,-69.56354,Not LSOG,Not LSOG,,1
304030348489998,2014-2018,45.72532,-69.60327,Not LSOG,Not LSOG,,1
304030352489998,2014-2018,45.63216,-69.8385,Not LSOG,Not LSOG,,1
304030353489998,2014-2018,45.47414,-69.78884,Not LSOG,Not LSOG,,1
304030354489998,2014-2018,45.4055,-69.84236,Not LSOG,Not LSOG,,1
304030355489998,2014-2018,45.54392,-69.95032,Not LSOG,Not LSOG,,1
304030356489998,2014-2018,46.74492,-68.35004,Not LSOG,Not LSOG,1,1
304030359489998,2014-2018,47.13265,-68.32317,Not LSOG,Not LSOG,,1
304030361489998,2014-2018,47.21404,-68.51551,Not LSOG,Not LSOG,,
304030362489998,2014-2018,46.19533,-70.15048,Not LSOG,Not LSOG,,1
304030363489998,2014-2018,46.13869,-70.20454,LS,LS,,1
304030364489998,2014-2018,45.23212,-70.95943,Not LSOG,Not LSOG,,1
304030365489998,2014-2018,45.08934,-71.04744,Not LSOG,Not LSOG,,1
304030366489998,2014-2018,44.25132,-70.58121,Not LSOG,Not LSOG,,
304030368489998,2014-2018,44.01874,-70.56226,Not LSOG,Not LSOG,,
304030369489998,2014-2018,44.17181,-70.60624,Not LSOG,Not LSOG,,
304030372489998,2014-2018,43.80322,-70.72017,Not LSOG,Not LSOG,,
304030373489998,2014-2018,43.89155,-70.85565,Not LSOG,Not LSOG,,
304030374489998,2014-2018,43.84999,-70.90666,Not LSOG,Not LSOG,,
304030376489998,2014-2018,43.58899,-70.89078,Not LSOG,Not LSOG,,
304030377489998,2014-2018,45.04142,-69.51703,Not LSOG,Not LSOG,,
304030378489998,2014-2018,44.96834,-69.42089,Not LSOG,Not LSOG,,
304030379489998,2014-2018,44.89677,-69.47199,Not LSOG,Not LSOG,,
304030380489998,2014-2018,44.98419,-69.59391,Not LSOG,Not LSOG,,
304030382489998,2014-2018,44.99632,-69.74142,Transitioning LS,Transitioning LS,,
304030383489998,2014-2018,44.7164,-69.57249,Not LSOG,Not LSOG,,
304030384489998,2014-2018,44.68684,-69.65809,Not LSOG,Not LSOG,,
304030385489998,2014-2018,44.76372,-69.79032,Not LSOG,Not LSOG,,
304030386489998,2014-2018,44.68923,-69.81646,Not LSOG,Not LSOG,,
304030387489998,2014-2018,44.79371,-69.95741,Not LSOG,Not LSOG,,
304030388489998,2014-2018,44.54321,-69.77288,Not LSOG,Not LSOG,,
304030390489998,2014-2018,44.562,-69.94385,Not LSOG,Not LSOG,,
304030391489998,2014-2018,44.48926,-69.99883,Not LSOG,Not LSOG,,
304030392489998,2014-2018,46.55641,-68.03197,Not LSOG,Not LSOG,,
304030393489998,2014-2018,46.65339,-68.14847,Not LSOG,Not LSOG,,
304030394489998,2014-2018,46.59034,-68.21472,Transitioning LS,Transitioning LS,,1
304030395489998,2014-2018,46.68129,-68.3567,Not LSOG,Not LSOG,,
304030396489998,2014-2018,46.46283,-68.22101,Not LSOG,Not LSOG,,1
304030397489998,2014-2018,46.42162,-68.16168,Not LSOG,Not LSOG,,1
304030398489998,2014-2018,46.28472,-68.26242,Not LSOG,Not LSOG,,1
304030399489998,2014-2018,46.46026,-68.34563,Not LSOG,Not LSOG,1,1
304030400489998,2014-2018,46.38081,-68.39545,Not LSOG,Not LSOG,,2
304030401489998,2014-2018,46.49453,-68.52583,Not LSOG,Not LSOG,,1
304030402489998,2014-2018,46.31537,-68.46209,Transitioning LS,Not LSOG,,1
304030403489998,2014-2018,46.22326,-68.32382,Not LSOG,Not LSOG,,1
304030404489998,2014-2018,46.14275,-68.40988,Not LSOG,Not LSOG,,1
304030405489998,2014-2018,46.24512,-68.69831,Transitioning LS,Not LSOG,,1
304030406489998,2014-2018,44.99047,-67.98495,Not LSOG,Not LSOG,,1
304030407489998,2014-2018,44.86404,-67.94125,Not LSOG,Not LSOG,,1
304030408489998,2014-2018,44.75238,-67.85904,Not LSOG,Not LSOG,,1
304030410489998,2014-2018,44.76662,-68.0099,Not LSOG,Not LSOG,,2
304030411489998,2014-2018,44.69557,-68.07396,Not LSOG,Not LSOG,,1
304030412489998,2014-2018,44.8016,-68.17836,Not LSOG,Not LSOG,,1
304030413489998,2014-2018,44.63503,-68.12,Not LSOG,Not LSOG,,1
304030414489998,2014-2018,44.52152,-68.01633,Not LSOG,Not LSOG,,1
304030415489998,2014-2018,44.42145,-68.07679,Transitioning LS,Transitioning LS,,
304030416489998,2014-2018,44.73046,-68.17328,Not LSOG,Not LSOG,,1
304030417489998,2014-2018,44.57838,-68.19695,Transitioning LS,Not LSOG,,
304030418489998,2014-2018,44.48317,-68.27537,Transitioning LS,Not LSOG,,
304030419489998,2014-2018,44.7505,-68.2977,Not LSOG,Not LSOG,,1
304030421489998,2014-2018,44.72341,-67.654,Not LSOG,Not LSOG,,
304030422489998,2014-2018,44.80643,-67.76773,Not LSOG,Not LSOG,,1
304030423489998,2014-2018,44.78482,-67.66771,Transitioning LS,Transitioning LS,,
304030424489998,2014-2018,44.58741,-67.77487,Not LSOG,Not LSOG,,
304030426489998,2014-2018,44.44019,-67.89788,Transitioning LS,Not LSOG,,
304030427489998,2014-2018,44.61688,-69.73605,Not LSOG,Not LSOG,,
304030428489998,2014-2018,46.57319,-69.60713,Transitioning LS,Transitioning LS,1,1
304030429489998,2014-2018,46.54254,-69.65152,Not LSOG,Not LSOG,1,1
304030430489998,2014-2018,46.48987,-69.68618,Not LSOG,Not LSOG,,1
304030431489998,2014-2018,46.39473,-69.63844,Not LSOG,Not LSOG,,2
304030432489998,2014-2018,46.31165,-69.67351,Not LSOG,Not LSOG,,1
304030433489998,2014-2018,46.41958,-69.79871,Not LSOG,Not LSOG,,2
304030434489998,2014-2018,46.40528,-69.91598,Not LSOG,Not LSOG,,1
304030435489998,2014-2018,46.33241,-69.85618,Not LSOG,Not LSOG,,1
304030437489998,2014-2018,46.11758,-69.8419,Not LSOG,Not LSOG,,2
304030438489998,2014-2018,46.19787,-69.97169,Not LSOG,Not LSOG,,1
304030439489998,2014-2018,46.2816,-70.09244,Transitioning LS,Transitioning LS,,2
304030440489998,2014-2018,46.13064,-69.96908,Not LSOG,Not LSOG,,1
304030441489998,2014-2018,46.0488,-70.08472,Not LSOG,Not LSOG,,1
304030442489998,2014-2018,45.9693,-69.93832,Not LSOG,Not LSOG,,1
304030443489998,2014-2018,45.893,-70.04931,Not LSOG,Not LSOG,,1
304030444489998,2014-2018,45.16435,-70.4135,LS,Transitioning LS,,2
304030446489998,2014-2018,45.4742,-69.62807,Not LSOG,Not LSOG,,2
304030447489998,2014-2018,45.32199,-69.7343,Not LSOG,Not LSOG,,1
304030448489998,2014-2018,45.15444,-69.64685,Not LSOG,Not LSOG,,1
304030449489998,2014-2018,45.07807,-69.71869,Not LSOG,Not LSOG,,
304030450489998,2014-2018,45.15888,-69.80278,Not LSOG,Not LSOG,,1
304030451489998,2014-2018,44.72269,-69.99629,Not LSOG,Not LSOG,,
304030452489998,2014-2018,46.14551,-68.52574,Not LSOG,Not LSOG,,1
304030453489998,2014-2018,46.10403,-68.67594,Not LSOG,Not LSOG,,1
304030454489998,2014-2018,46.04633,-68.69197,Not LSOG,Not LSOG,,1
304030455489998,2014-2018,46.06029,-68.89324,Not LSOG,Not LSOG,,1
304030456489998,2014-2018,45.89452,-68.82527,LS,LS,,2
304030457489998,2014-2018,45.8164,-68.71274,Not LSOG,Not LSOG,,1
304030458489998,2014-2018,45.73329,-68.77656,Not LSOG,Not LSOG,,1
304030460489998,2014-2018,45.67965,-68.91206,OG,LS,,3
304030461489998,2014-2018,45.85006,-69.07096,Transitioning LS,Transitioning LS,,2
304030464489998,2014-2018,45.58137,-68.87959,Not LSOG,Not LSOG,,1
304030465489998,2014-2018,45.49964,-68.9449,Not LSOG,Not LSOG,,1
304030466489998,2014-2018,44.4482,-69.66612,Not LSOG,Not LSOG,,
304030467489998,2014-2018,44.37182,-69.70381,Not LSOG,Not LSOG,,
304030468489998,2014-2018,44.28616,-69.59578,Not LSOG,Not LSOG,,
304030469489998,2014-2018,44.20908,-69.6846,Not LSOG,Not LSOG,,
304030470489998,2014-2018,44.30292,-69.77765,Not LSOG,Not LSOG,,
304030471489998,2014-2018,44.39718,-69.88834,Not LSOG,Not LSOG,,
304030472489998,2014-2018,44.16898,-69.88226,Not LSOG,Not LSOG,,
304030474489998,2014-2018,44.00216,-69.8092,Transitioning LS,Transitioning LS,,
304030475489998,2014-2018,44.09955,-69.93085,Not LSOG,Not LSOG,,
304030476489998,2014-2018,44.18111,-70.05465,Not LSOG,Not LSOG,,
304030477489998,2014-2018,43.85917,-69.93176,Not LSOG,Not LSOG,,
304030479489998,2014-2018,46.05182,-68.26805,Not LSOG,Not LSOG,,
304030480489998,2014-2018,45.95849,-68.16075,LS,Transitioning LS,,2
304030481489998,2014-2018,45.91116,-68.15683,Not LSOG,Not LSOG,,1
304030482489998,2014-2018,45.97996,-68.33914,LS,Transitioning LS,,
304030483489998,2014-2018,46.0748,-68.46012,Not LSOG,Not LSOG,,1
304030484489998,2014-2018,45.9105,-68.3918,Transitioning LS,Not LSOG,,
304030485489998,2014-2018,45.8313,-68.4831,Not LSOG,Not LSOG,,1
304030486489998,2014-2018,45.70683,-68.35666,Not LSOG,Not LSOG,,1
304030487489998,2014-2018,45.77148,-68.53048,Not LSOG,Not LSOG,,1
304030488489998,2014-2018,45.87169,-68.64487,Not LSOG,Not LSOG,,2
304030489489998,2014-2018,45.7078,-68.59694,Transitioning LS,Transitioning LS,,1
304030490489998,2014-2018,45.64914,-68.66497,Not LSOG,Not LSOG,,
304030491489998,2014-2018,45.1731,-70.58846,Not LSOG,Not LSOG,,1
304030492489998,2014-2018,45.02527,-70.53925,Not LSOG,Not LSOG,,1
304030493489998,2014-2018,44.95159,-70.59267,Not LSOG,Not LSOG,,1
304030494489998,2014-2018,44.977,-70.78745,Not LSOG,Not LSOG,,1
304030495489998,2014-2018,44.80586,-70.71824,LS,Transitioning LS,,1
304030496489998,2014-2018,44.73284,-70.76799,Transitioning LS,Transitioning LS,,2
304030497489998,2014-2018,44.7774,-71.00919,Transitioning LS,Not LSOG,,1
304030498489998,2014-2018,44.60415,-70.86425,LS,LS,,2
304030499489998,2014-2018,47.03265,-69.00672,Not LSOG,Not LSOG,,3
304030500489998,2014-2018,46.63192,-69.19036,Not LSOG,Not LSOG,,1
304030501489998,2014-2018,46.71258,-69.12168,Not LSOG,Not LSOG,,1
304030502489998,2014-2018,46.74254,-69.14043,Not LSOG,Not LSOG,,1
304030503489998,2014-2018,46.69062,-69.54091,Not LSOG,Not LSOG,,2
304030504489998,2014-2018,46.40975,-69.40719,Not LSOG,Not LSOG,1,1
304030505489998,2014-2018,46.4313,-69.37088,Not LSOG,Not LSOG,1,1
304030506489998,2014-2018,46.42848,-69.55416,Not LSOG,Not LSOG,,1
304030507489998,2014-2018,46.29022,-69.49687,Not LSOG,Not LSOG,1,1
304030508489998,2014-2018,46.95484,-68.45635,Not LSOG,Not LSOG,,1
304030509489998,2014-2018,47.08368,-68.55901,Not LSOG,Not LSOG,,4
304030510489998,2014-2018,47.03201,-68.63493,Transitioning LS,Transitioning LS,,
304030511489998,2014-2018,44.65868,-70.07912,Not LSOG,Not LSOG,,
304030512489998,2014-2018,44.81667,-70.09893,Not LSOG,Not LSOG,,
304030513489998,2014-2018,44.76073,-70.24205,Not LSOG,Not LSOG,,
304030514489998,2014-2018,44.83748,-70.18946,Not LSOG,Not LSOG,,
304030515489998,2014-2018,44.43918,-70.22884,Not LSOG,Not LSOG,,
304030516489998,2014-2018,44.59924,-70.32315,Not LSOG,Not LSOG,,
304030517489998,2014-2018,44.47526,-70.39692,Not LSOG,Not LSOG,,
304030519489998,2014-2018,44.30214,-70.57834,Not LSOG,Not LSOG,,
304030520489998,2014-2018,46.56458,-68.64875,Transitioning LS,Not LSOG,1,1
304030521489998,2014-2018,46.41988,-68.60587,Not LSOG,Not LSOG,1,1
304030522489998,2014-2018,46.3345,-68.64727,Not LSOG,Not LSOG,,1
304030523489998,2014-2018,46.44455,-68.77137,LS,LS,,1
304030524489998,2014-2018,46.35712,-68.82992,Not LSOG,Not LSOG,,1
304030525489998,2014-2018,46.18629,-68.75863,Transitioning LS,Transitioning LS,,
304030526489998,2014-2018,46.11287,-68.80918,Not LSOG,Not LSOG,,2
304030527489998,2014-2018,46.21332,-68.95546,Not LSOG,Not LSOG,,2
304030528489998,2014-2018,46.14208,-69.00089,Not LSOG,Not LSOG,,1
304030529489998,2014-2018,45.98764,-68.95677,Transitioning LS,Not LSOG,,1
304030530489998,2014-2018,46.08687,-69.06929,Transitioning LS,Not LSOG,,2
304030531489998,2014-2018,46.01701,-69.11099,Not LSOG,Not LSOG,,1
304030532489998,2014-2018,46.99475,-67.83476,Transitioning LS,Not LSOG,,1
304030533489998,2014-2018,47.08622,-67.95879,Not LSOG,Not LSOG,,1
304030534489998,2014-2018,46.93025,-67.9124,Transitioning LS,Not LSOG,,
304030537489998,2014-2018,46.79094,-68.02678,Not LSOG,Not LSOG,,
304030538489998,2014-2018,46.88312,-68.15827,Not LSOG,Not LSOG,,
304030539489998,2014-2018,46.84026,-68.02149,Transitioning LS,Transitioning LS,,
304030540489998,2014-2018,46.63382,-67.9754,Not LSOG,Not LSOG,,
304030541489998,2014-2018,45.16348,-68.29537,LS,Transitioning LS,,1
304030542489998,2014-2018,45.4531,-68.17993,Not LSOG,Not LSOG,,1
304030543489998,2014-2018,45.41941,-68.24145,Not LSOG,Not LSOG,,
304030544489998,2014-2018,45.55999,-68.14176,Not LSOG,Not LSOG,,1
304030545489998,2014-2018,45.25289,-68.17946,Not LSOG,Not LSOG,,
304030546489998,2014-2018,45.1877,-68.24895,Not LSOG,Not LSOG,,1
304030547489998,2014-2018,45.28124,-68.35489,Not LSOG,Not LSOG,,
304030548489998,2014-2018,45.28236,-68.2662,Not LSOG,Not LSOG,,1
304030549489998,2014-2018,45.21484,-68.39518,Not LSOG,Not LSOG,,
304030550489998,2014-2018,45.09319,-68.47975,Not LSOG,Not LSOG,,1
304030551489998,2014-2018,45.05901,-68.36323,Not LSOG,Not LSOG,,2
304030552489998,2014-2018,44.9821,-68.41769,Not LSOG,Not LSOG,,1
304030553489998,2014-2018,45.07602,-68.54113,Not LSOG,Not LSOG,,
304030554489998,2014-2018,44.40532,-68.11168,Not LSOG,Not LSOG,,
304030555489998,2014-2018,46.977312,-68.506853,Not LSOG,Not LSOG,,1
304030556489998,2014-2018,46.93088,-68.51298,Transitioning LS,Not LSOG,,1
304030557489998,2014-2018,46.95474,-68.69584,Transitioning LS,Not LSOG,,2
304030558489998,2014-2018,46.80083,-68.64012,Not LSOG,Not LSOG,,2
304030559489998,2014-2018,46.88933,-68.75076,Not LSOG,Not LSOG,,2
304030560489998,2014-2018,46.8211,-68.83681,Not LSOG,Not LSOG,,1
304030561489998,2014-2018,46.72719,-68.71281,Not LSOG,Not LSOG,,1
304030562489998,2014-2018,46.61816,-68.8275,Not LSOG,Not LSOG,1,1
304030563489998,2014-2018,46.75465,-68.90679,Not LSOG,Not LSOG,,1
304030564489998,2014-2018,46.59321,-68.82937,Not LSOG,Not LSOG,,2
304030565489998,2014-2018,46.68524,-68.94814,Not LSOG,Not LSOG,,1
304030566489998,2014-2018,46.47117,-68.78373,Not LSOG,Not LSOG,,1
304030567489998,2014-2018,46.50386,-68.89479,Not LSOG,Not LSOG,2,2
304030568489998,2014-2018,45.78444,-69.1386,LS,LS,,2
304030569489998,2014-2018,45.71196,-69.1895,Not LSOG,Not LSOG,,1
304030571489998,2014-2018,45.79388,-69.31551,Not LSOG,Not LSOG,,1
304030572489998,2014-2018,45.7245,-69.36972,Not LSOG,Not LSOG,,1
304030573489998,2014-2018,45.58757,-69.31263,Not LSOG,Not LSOG,,1
304030574489998,2014-2018,45.4847,-69.36307,Not LSOG,Not LSOG,,1
304030575489998,2014-2018,45.59187,-69.47979,Not LSOG,Not LSOG,,1
304030577489998,2014-2018,47.18719,-68.08645,Not LSOG,Not LSOG,,1
304030578489998,2014-2018,47.026,-68.02643,Not LSOG,Not LSOG,,1
304030580489998,2014-2018,47.13055,-68.11826,Not LSOG,Not LSOG,,2
304030581489998,2014-2018,46.9915,-68.21203,Not LSOG,Not LSOG,,
304030582489998,2014-2018,43.9963,-70.18251,Not LSOG,Not LSOG,,
304030583489998,2014-2018,43.8114,-70.13506,LS,LS,,
304030584489998,2014-2018,43.73914,-70.21038,Not LSOG,Not LSOG,,
304030587489998,2014-2018,43.53738,-70.38634,Not LSOG,Not LSOG,,
304030588489998,2014-2018,43.41484,-70.41476,Not LSOG,Not LSOG,,
304030590489998,2014-2018,45.18298,-68.64538,Not LSOG,Not LSOG,,
304030591489998,2014-2018,45.55288,-68.53588,Not LSOG,Not LSOG,,1
304030592489998,2014-2018,45.46861,-68.59658,Not LSOG,Not LSOG,,
304030593489998,2014-2018,47.40444,-69.1179,Not LSOG,Not LSOG,,1
304030594489998,2014-2018,47.21823,-69.23403,Not LSOG,Not LSOG,,1
304030595489998,2014-2018,45.98256,-70.14611,Not LSOG,Not LSOG,,1
304030596489998,2014-2018,46.06771,-70.26538,Not LSOG,Not LSOG,,1
304030597489998,2014-2018,46.98639,-68.28327,Not LSOG,Not LSOG,,
304030598489998,2014-2018,46.83496,-68.22763,Not LSOG,Not LSOG,,
304030599489998,2014-2018,46.74018,-68.27516,Transitioning LS,Transitioning LS,,
304030600489998,2014-2018,46.8369,-68.42226,Not LSOG,Not LSOG,1,1
