CN,eval_period,LAT,LON,v4_class,v5_class,silc_val,hagan_val
304030601489998,2014-2018,46.6277,-68.38225,Not LSOG,Not LSOG,,
304030602489998,2014-2018,46.53831,-68.4591,Not LSOG,Not LSOG,1,1
304030603489998,2014-2018,46.71937,-68.49773,Not LSOG,Not LSOG,1,1
304030604489998,2014-2018,46.63654,-68.58273,Not LSOG,Not LSOG,,1
304030606489998,2014-2018,45.04931,-68.75709,Not LSOG,Not LSOG,,
304030607489998,2014-2018,44.96231,-68.839116,Not LSOG,Not LSOG,,
304030608489998,2014-2018,44.99574,-68.99659,Not LSOG,Not LSOG,,
304030610489998,2014-2018,44.74329,-68.91022,Not LSOG,Not LSOG,,
304030611489998,2014-2018,44.76033,-69.00477,Transitioning LS,Not LSOG,,
304030612489998,2014-2018,44.78819,-69.16704,Not LSOG,Not LSOG,,
304030613489998,2014-2018,44.62289,-69.11395,Not LSOG,Not LSOG,,
304030614489998,2014-2018,45.4889,-68.77115,Not LSOG,Not LSOG,,1
304030615489998,2014-2018,45.44946,-68.84849,Transitioning LS,Not LSOG,,2
304030616489998,2014-2018,45.33122,-68.7166,Transitioning LS,Transitioning LS,,
304030617489998,2014-2018,45.26671,-68.77035,Transitioning LS,Not LSOG,,
304030618489998,2014-2018,45.29501,-68.96633,Not LSOG,Not LSOG,,
304030619489998,2014-2018,45.14039,-68.90036,Not LSOG,Not LSOG,,1
304030620489998,2014-2018,45.05913,-68.95072,Not LSOG,Not LSOG,,
304030621489998,2014-2018,45.14284,-69.08504,LS,Transitioning LS,,1
304030622489998,2014-2018,45.13335,-69.22582,Not LSOG,Not LSOG,,
304030623489998,2014-2018,45.07703,-69.1249,Not LSOG,Not LSOG,,
304030624489998,2014-2018,45.01771,-69.17053,Not LSOG,Not LSOG,,
304030625489998,2014-2018,44.91316,-68.47702,Not LSOG,Not LSOG,,1
304030626489998,2014-2018,44.99327,-68.60366,Not LSOG,Not LSOG,,
304030628489998,2014-2018,45.91246,-70.20887,Not LSOG,Not LSOG,,1
304030629489998,2014-2018,45.72576,-70.20302,Not LSOG,Not LSOG,,1
304030630489998,2014-2018,45.82252,-70.10521,Not LSOG,Not LSOG,,2
304030631489998,2014-2018,45.69559,-70.22191,Not LSOG,Not LSOG,,1
304030632489998,2014-2018,45.78567,-70.32144,Not LSOG,Not LSOG,,1
304030633489998,2014-2018,45.72956,-70.32749,Transitioning LS,Not LSOG,,1
304030634489998,2014-2018,45.6105,-70.43579,Not LSOG,Not LSOG,,1
304030635489998,2014-2018,45.52117,-70.30003,Not LSOG,Not LSOG,,1
304030636489998,2014-2018,45.4704,-70.38061,Not LSOG,Not LSOG,,1
304030637489998,2014-2018,45.55587,-70.50986,Not LSOG,Not LSOG,,2
304030638489998,2014-2018,45.48889,-70.54969,Not LSOG,Not LSOG,,1
304030639489998,2014-2018,45.34432,-70.48944,Transitioning LS,Transitioning LS,,2
304030640489998,2014-2018,45.25735,-70.57278,Not LSOG,Not LSOG,,
304030641489998,2014-2018,45.34155,-70.66247,Not LSOG,Not LSOG,,3
304030642489998,2014-2018,47.14591,-68.94245,Not LSOG,Not LSOG,,1
304030643489998,2014-2018,47.22949,-69.0713,Not LSOG,Not LSOG,,1
304030644489998,2014-2018,47.34667,-69.18892,Not LSOG,Not LSOG,,1
304030645489998,2014-2018,47.1658,-69.1209,Not LSOG,Not LSOG,,1
304030646489998,2014-2018,47.06957,-69.15952,Not LSOG,Not LSOG,,1
304030647489998,2014-2018,46.22503,-69.55012,Not LSOG,Not LSOG,1,1
304030648489998,2014-2018,43.26695,-70.75706,Not LSOG,Not LSOG,,
304030650489998,2014-2018,45.39772,-67.46192,Not LSOG,Not LSOG,,1
304030651489998,2014-2018,45.28253,-67.53551,Not LSOG,Not LSOG,,
304030653489998,2014-2018,45.10416,-67.53323,Not LSOG,Not LSOG,,
304030654489998,2014-2018,45.17516,-67.65225,Not LSOG,Not LSOG,,1
304030655489998,2014-2018,45.14291,-67.76784,Not LSOG,Not LSOG,,1
304030657489998,2014-2018,45.03506,-67.74696,Not LSOG,Not LSOG,,1
304030658489998,2014-2018,44.94954,-67.65638,Not LSOG,Not LSOG,,
304030659489998,2014-2018,44.90208,-67.66293,Not LSOG,Not LSOG,,
304030660489998,2014-2018,43.39091,-70.48395,Not LSOG,Not LSOG,,
304030661489998,2014-2018,44.85407,-68.55934,Not LSOG,Not LSOG,,
304030662489998,2014-2018,44.78007,-68.61732,Not LSOG,Not LSOG,,
304030664489998,2014-2018,44.69123,-68.65605,Not LSOG,Not LSOG,,
304030667489998,2014-2018,44.63322,-68.71612,Not LSOG,Not LSOG,,
304030669489998,2014-2018,44.51229,-68.83996,Not LSOG,Not LSOG,,
304030670489998,2014-2018,44.58105,-68.9476,Not LSOG,Not LSOG,,
304030671489998,2014-2018,44.53106,-68.98963,Not LSOG,Not LSOG,,
304030673489998,2014-2018,45.02692,-67.11466,Not LSOG,Not LSOG,,
304030674489998,2014-2018,44.96707,-67.24304,Not LSOG,Not LSOG,,
304030675489998,2014-2018,44.84648,-67.22527,Not LSOG,Not LSOG,,1
304030676489998,2014-2018,44.73547,-67.23832,Not LSOG,Not LSOG,,
304030679489998,2014-2018,45.03198,-67.17844,Not LSOG,Not LSOG,,
304030680489998,2014-2018,45.13756,-67.28659,Not LSOG,Not LSOG,,
304030682489998,2014-2018,44.97224,-67.40873,Not LSOG,Not LSOG,,
304030683489998,2014-2018,44.89965,-67.28654,Not LSOG,Not LSOG,,1
304030684489998,2014-2018,45.11457,-67.36124,Not LSOG,Not LSOG,,
304030685489998,2014-2018,44.88655,-67.47946,Not LSOG,Not LSOG,,1
304030686489998,2014-2018,44.86222,-67.5285,Not LSOG,Not LSOG,,1
304030687489998,2014-2018,44.79957,-67.60287,Transitioning LS,Not LSOG,,
304030688489998,2014-2018,44.71821,-67.46889,Not LSOG,Not LSOG,,
304030689489998,2014-2018,44.953,-67.48553,Not LSOG,Not LSOG,,1
304030690489998,2014-2018,45.04286,-67.60261,Transitioning LS,Transitioning LS,,
304030691489998,2014-2018,44.33196,-68.1865,Not LSOG,Not LSOG,,
304030692489998,2014-2018,44.4508,-69.06389,Not LSOG,Not LSOG,,
304030693489998,2014-2018,45.5866,-68.70628,Not LSOG,Not LSOG,,2
304030694489998,2014-2018,45.6579,-68.82931,Not LSOG,Not LSOG,,2
304030695489998,2014-2018,45.36262,-68.90228,Not LSOG,Not LSOG,,1
304030696489998,2014-2018,45.45177,-68.96904,Not LSOG,Not LSOG,,1
304030698489998,2014-2018,44.23516,-69.82715,Not LSOG,Not LSOG,,
304030700489998,2014-2018,46.1599,-68.6001,Not LSOG,Not LSOG,,1
304030701489998,2014-2018,46.01111,-68.53107,Not LSOG,Not LSOG,,
304030702489998,2014-2018,44.62863,-69.88209,Not LSOG,Not LSOG,,
304030703489998,2014-2018,43.78303,-70.78184,Not LSOG,Not LSOG,,
304030704489998,2014-2018,43.50087,-70.78242,Not LSOG,Not LSOG,,
304030705489998,2014-2018,43.35907,-70.89076,Not LSOG,Not LSOG,,
304030706489998,2014-2018,45.90905,-69.00468,Transitioning LS,Not LSOG,,2
304030707489998,2014-2018,44.7968,-69.72288,Not LSOG,Not LSOG,,
304030709489998,2014-2018,46.37002,-69.00399,Not LSOG,Not LSOG,1,1
304030710489998,2014-2018,46.57066,-69.13325,Not LSOG,Not LSOG,,1
304030711489998,2014-2018,45.20805,-69.95357,Not LSOG,Not LSOG,,1
304030712489998,2014-2018,46.17916,-69.76494,Not LSOG,Not LSOG,,1
304030713489998,2014-2018,45.07093,-70.91185,Not LSOG,Not LSOG,1,1
304030714489998,2014-2018,44.298624,-71.005368,Not LSOG,Not LSOG,,1
304030715489998,2014-2018,44.387754,-70.920104,Not LSOG,Not LSOG,,
304030716489998,2014-2018,44.336288,-70.875526,Not LSOG,Not LSOG,,2
352683556489998,2014-2018,44.34472,-69.50708,Not LSOG,Not LSOG,,
375823083489998,2014-2018,43.78565,-70.313,Transitioning LS,Not LSOG,,
375823084489998,2014-2018,43.96371,-70.5588,Not LSOG,Not LSOG,,
375823085489998,2014-2018,43.59944,-70.65955,Not LSOG,Not LSOG,,
375823086489998,2014-2018,46.01202,-68.88876,Not LSOG,Not LSOG,,2
375823087489998,2014-2018,45.23954,-69.77591,Not LSOG,Not LSOG,,1
375823089489998,2014-2018,45.16335,-69.00569,Not LSOG,Not LSOG,,1
375823090489998,2014-2018,45.09566,-69.07129,Transitioning LS,Transitioning LS,,
375823092489998,2014-2018,44.25488,-70.45233,Not LSOG,Not LSOG,,
375823094489998,2014-2018,44.31849,-70.86647,Transitioning LS,Transitioning LS,,2
375823096489998,2014-2018,44.19777,-69.10233,Not LSOG,Not LSOG,,
375823097489998,2014-2018,43.968272,-69.403113,Not LSOG,Not LSOG,,
375823098489998,2014-2018,44.71196,-68.99521,Transitioning LS,Transitioning LS,,
375823099489998,2014-2018,44.49541,-69.14936,Transitioning LS,Transitioning LS,,
375823100489998,2014-2018,45.39639,-70.18563,Not LSOG,Not LSOG,,1
375823101489998,2014-2018,45.02598,-70.42357,Not LSOG,Not LSOG,,1
375823104489998,2014-2018,44.54957,-70.89243,Transitioning LS,Transitioning LS,,
375823105489998,2014-2018,46.90982,-69.31959,Not LSOG,Not LSOG,,1
375823106489998,2014-2018,45.88441,-69.66482,Not LSOG,Not LSOG,,1
375823107489998,2014-2018,46.4535,-68.10553,Not LSOG,Not LSOG,,1
375823108489998,2014-2018,45.87057,-68.41858,Not LSOG,Not LSOG,,
375823109489998,2014-2018,43.91534,-70.06221,Not LSOG,Not LSOG,,
375823110489998,2014-2018,47.12604,-67.89976,Not LSOG,Not LSOG,,1
375823111489998,2014-2018,46.7064,-68.26941,Not LSOG,Not LSOG,,
375823112489998,2014-2018,46.40018,-68.34653,Not LSOG,Not LSOG,1,1
375823113489998,2014-2018,46.13399,-68.60126,Not LSOG,Not LSOG,,1
375823114489998,2014-2018,45.57342,-69.06195,Not LSOG,Not LSOG,,1
375823116489998,2014-2018,44.02404,-69.18272,Not LSOG,Not LSOG,,
375823117489998,2014-2018,45.67179,-68.19866,Not LSOG,Not LSOG,,1
375823118489998,2014-2018,44.79616,-68.93698,Not LSOG,Not LSOG,,
375823119489998,2014-2018,44.20227,-69.43225,Transitioning LS,Transitioning LS,,
375823120489998,2014-2018,43.97461,-69.75875,Not LSOG,Not LSOG,,
375823121489998,2014-2018,45.85836,-69.40354,Not LSOG,Not LSOG,,1
375823122489998,2014-2018,45.00216,-70.13144,Not LSOG,Not LSOG,,2
375823123489998,2014-2018,44.16436,-70.80379,Not LSOG,Not LSOG,,
375823124489998,2014-2018,47.03433,-68.38314,Not LSOG,Not LSOG,,2
375823125489998,2014-2018,47.12601,-68.51521,Transitioning LS,Transitioning LS,,
375823126489998,2014-2018,46.74837,-68.63992,Transitioning LS,Transitioning LS,,2
375823127489998,2014-2018,46.55385,-69.01933,Not LSOG,Not LSOG,2,2
375823128489998,2014-2018,45.11288,-70.26393,Not LSOG,Not LSOG,,1
375823129489998,2014-2018,44.74364,-69.47899,Not LSOG,Not LSOG,,
375823130489998,2014-2018,44.71338,-69.7703,Not LSOG,Not LSOG,,
375823132489998,2014-2018,43.85081,-70.51157,Not LSOG,Not LSOG,,
375823134489998,2014-2018,43.30208,-70.85986,Not LSOG,Not LSOG,,
375823135489998,2014-2018,47.13468,-68.08262,Not LSOG,Not LSOG,,1
375823136489998,2014-2018,46.15375,-68.75257,Not LSOG,Not LSOG,,1
375823137489998,2014-2018,46.17135,-68.93648,Transitioning LS,Transitioning LS,,2
375823138489998,2014-2018,44.69426,-67.83945,Not LSOG,Not LSOG,,
375823139489998,2014-2018,44.60571,-68.3013,Not LSOG,Not LSOG,,1
375823140489998,2014-2018,44.30869,-68.36973,LS,LS,,
375823141489998,2014-2018,44.44741,-68.68821,Not LSOG,Not LSOG,,
375823142489998,2014-2018,43.96318,-69.22922,Not LSOG,Not LSOG,,
375823143489998,2014-2018,44.76765,-67.19312,Not LSOG,Not LSOG,,
375823144489998,2014-2018,46.265067,-69.671793,Not LSOG,Not LSOG,,1
375823145489998,2014-2018,46.19182,-69.72874,Transitioning LS,Not LSOG,3,3
375823146489998,2014-2018,46.10633,-69.61192,Transitioning LS,Not LSOG,,2
375823147489998,2014-2018,46.04139,-69.67044,Not LSOG,Not LSOG,,1
375823148489998,2014-2018,46.13344,-69.76788,Not LSOG,Not LSOG,,3
375823149489998,2014-2018,46.05687,-69.84287,Not LSOG,Not LSOG,,1
375823150489998,2014-2018,45.90829,-69.95879,Not LSOG,Not LSOG,,1
375823151489998,2014-2018,45.92663,-69.77951,Not LSOG,Not LSOG,,2
375823152489998,2014-2018,45.88856,-69.79288,LS,Transitioning LS,,1
375823153489998,2014-2018,45.81482,-69.84766,Not LSOG,Not LSOG,,1
375823154489998,2014-2018,46.00005,-69.92225,Not LSOG,Not LSOG,,1
375823155489998,2014-2018,45.73589,-69.94197,Not LSOG,Not LSOG,,1
375823157489998,2014-2018,45.78699,-70.07889,Not LSOG,Not LSOG,,1
375823158489998,2014-2018,44.4996,-69.881,Not LSOG,Not LSOG,,
375823159489998,2014-2018,44.36284,-70.07388,Not LSOG,Not LSOG,,
375823161489998,2014-2018,44.21372,-69.98962,Not LSOG,Not LSOG,,
375823162489998,2014-2018,44.30705,-70.12284,Not LSOG,Not LSOG,,
375823163489998,2014-2018,44.39462,-70.23573,Not LSOG,Not LSOG,,
375823164489998,2014-2018,44.21931,-70.15,Not LSOG,Not LSOG,,
375823165489998,2014-2018,44.16325,-70.22967,Not LSOG,Not LSOG,,
375823166489998,2014-2018,44.04633,-70.11403,Transitioning LS,Transitioning LS,,
375823167489998,2014-2018,43.9873,-70.20527,Transitioning LS,Not LSOG,,
375823168489998,2014-2018,44.09038,-70.27821,Not LSOG,Not LSOG,,
375823169489998,2014-2018,44.18539,-70.41902,Not LSOG,Not LSOG,,
375823170489998,2014-2018,44.02649,-70.3345,Not LSOG,Not LSOG,,
375823171489998,2014-2018,43.95307,-70.39467,Not LSOG,Not LSOG,,
375823173489998,2014-2018,43.27221,-70.71284,Not LSOG,Not LSOG,,
375823175489998,2014-2018,44.96462,-69.17834,Not LSOG,Not LSOG,,
375823176489998,2014-2018,44.98285,-69.387,Not LSOG,Not LSOG,,
375823177489998,2014-2018,44.85267,-69.30866,Not LSOG,Not LSOG,,
375823178489998,2014-2018,44.75503,-69.35411,Not LSOG,Not LSOG,,
375823179489998,2014-2018,44.77605,-69.54405,Transitioning LS,Not LSOG,,
375823180489998,2014-2018,44.68186,-69.43126,Not LSOG,Not LSOG,,
375823181489998,2014-2018,44.60504,-69.47155,Not LSOG,Not LSOG,,
375823183489998,2014-2018,46.3134,-67.78629,Not LSOG,Not LSOG,,
375823185489998,2014-2018,43.73676,-70.55294,Not LSOG,Not LSOG,,
375823186489998,2014-2018,43.58328,-70.47655,Not LSOG,Not LSOG,,
375823187489998,2014-2018,43.67069,-70.60236,Not LSOG,Not LSOG,,
375823188489998,2014-2018,43.75421,-70.72516,Not LSOG,Not LSOG,,
375823189489998,2014-2018,43.52451,-70.71091,Not LSOG,Not LSOG,,
375823191489998,2014-2018,43.44852,-70.77132,Not LSOG,Not LSOG,,
375823193489998,2014-2018,43.43454,-70.90855,Not LSOG,Not LSOG,,
375823194489998,2014-2018,43.38441,-70.82266,Not LSOG,Not LSOG,,
375823195489998,2014-2018,45.65564,-69.20027,Not LSOG,Not LSOG,,1
375823196489998,2014-2018,45.50394,-69.12245,Transitioning LS,Not LSOG,,1
375823197489998,2014-2018,45.4405,-69.17912,Transitioning LS,Not LSOG,,1
375823198489998,2014-2018,45.34165,-69.06317,Not LSOG,Not LSOG,,2
375823199489998,2014-2018,45.16995,-69.11531,Not LSOG,Not LSOG,,2
375823200489998,2014-2018,45.35268,-69.25647,Not LSOG,Not LSOG,,1
375823201489998,2014-2018,45.46056,-69.36021,Not LSOG,Not LSOG,,1
375823202489998,2014-2018,45.19417,-69.34567,Transitioning LS,Transitioning LS,,
375823203489998,2014-2018,45.22289,-69.18417,Not LSOG,Not LSOG,,
375823204489998,2014-2018,45.04617,-69.31529,Not LSOG,Not LSOG,,
375823205489998,2014-2018,45.12585,-69.41477,Transitioning LS,Transitioning LS,,
375823206489998,2014-2018,45.16927,-69.60281,Not LSOG,Not LSOG,,1
375823207489998,2014-2018,45.08281,-69.51276,Not LSOG,Not LSOG,,
375823209489998,2014-2018,46.16935,-67.932,Not LSOG,Not LSOG,,
375823210489998,2014-2018,46.0832,-67.83225,Not LSOG,Not LSOG,,
375823211489998,2014-2018,46.03186,-67.89262,Transitioning LS,Transitioning LS,,
375823213489998,2014-2018,45.95913,-67.9347,Not LSOG,Not LSOG,,1
375823214489998,2014-2018,46.06086,-68.05087,Not LSOG,Not LSOG,,
375823215489998,2014-2018,45.98684,-68.11332,Not LSOG,Not LSOG,,1
375823216489998,2014-2018,45.8103,-67.91465,Not LSOG,Not LSOG,,
375823217489998,2014-2018,45.81148,-68.05434,Not LSOG,Not LSOG,,1
375823218489998,2014-2018,45.89737,-68.2305,Not LSOG,Not LSOG,,2
375823219489998,2014-2018,45.7686,-68.12481,Not LSOG,Not LSOG,,1
375823220489998,2014-2018,45.83514,-68.23147,Not LSOG,Not LSOG,,1
375823221489998,2014-2018,45.78849,-68.30609,Not LSOG,Not LSOG,,1
375823223489998,2014-2018,44.29813,-69.06043,LS,Transitioning LS,,
375823224489998,2014-2018,44.25503,-69.05536,LS,Transitioning LS,,
375823225489998,2014-2018,44.25435,-69.17886,Not LSOG,Not LSOG,,
375823228489998,2014-2018,43.93421,-69.52369,Transitioning LS,Not LSOG,,
375823229489998,2014-2018,44.93531,-67.86389,Transitioning LS,Not LSOG,,1
375823232489998,2014-2018,46.40813,-67.91559,Not LSOG,Not LSOG,,1
375823233489998,2014-2018,46.34433,-67.97624,Not LSOG,Not LSOG,,1
375823234489998,2014-2018,46.29364,-68.02737,Transitioning LS,Transitioning LS,,1
375823235489998,2014-2018,46.10496,-68.04749,Not LSOG,Not LSOG,,
375823236489998,2014-2018,46.24395,-68.29025,Not LSOG,Not LSOG,,1
375823237489998,2014-2018,46.1471,-68.29221,Not LSOG,Not LSOG,,
375823238489998,2014-2018,45.80689,-67.86405,Transitioning LS,Transitioning LS,,
375823239489998,2014-2018,45.77639,-67.94911,Not LSOG,Not LSOG,,
375823240489998,2014-2018,45.58088,-67.94371,Not LSOG,Not LSOG,,1
375823241489998,2014-2018,45.4952,-67.94738,Not LSOG,Not LSOG,,1
375823242489998,2014-2018,45.64871,-68.00503,Not LSOG,Not LSOG,,1
375823243489998,2014-2018,45.58788,-68.05439,Not LSOG,Not LSOG,,1
375823244489998,2014-2018,45.51395,-68.00372,Not LSOG,Not LSOG,,1
375823245489998,2014-2018,45.49619,-68.16922,LS,Transitioning LS,,1
375823246489998,2014-2018,44.84897,-68.30849,Not LSOG,Not LSOG,,
375823247489998,2014-2018,44.60114,-68.17365,Not LSOG,Not LSOG,,
375823249489998,2014-2018,44.77047,-68.36816,Transitioning LS,Not LSOG,,
375823250489998,2014-2018,44.71128,-68.38831,Not LSOG,Not LSOG,,
375823254489998,2014-2018,44.55682,-68.56394,Not LSOG,Not LSOG,,
375823256489998,2014-2018,44.38316,-68.72828,Transitioning LS,Not LSOG,,
375823257489998,2014-2018,44.36202,-68.72825,Not LSOG,Not LSOG,,
375823259489998,2014-2018,44.65308,-69.23975,Not LSOG,Not LSOG,,
375823260489998,2014-2018,44.58564,-69.28951,Not LSOG,Not LSOG,,
375823262489998,2014-2018,44.41869,-69.24734,Transitioning LS,Not LSOG,,
375823263489998,2014-2018,44.34135,-69.32396,Not LSOG,Not LSOG,,
375823264489998,2014-2018,44.41436,-69.35835,Not LSOG,Not LSOG,,
375823265489998,2014-2018,44.28742,-69.36135,Not LSOG,Not LSOG,,
375823266489998,2014-2018,44.37395,-69.47544,Not LSOG,Not LSOG,,
375823267489998,2014-2018,44.43012,-69.47414,Transitioning LS,Not LSOG,,
375823268489998,2014-2018,44.15095,-69.48331,Not LSOG,Not LSOG,,
375823270489998,2014-2018,44.01747,-69.77947,Transitioning LS,Transitioning LS,,
375823273489998,2014-2018,43.88734,-69.86624,LS,LS,,
375823274489998,2014-2018,43.79409,-69.75613,Not LSOG,Not LSOG,,
375823275489998,2014-2018,43.82164,-69.95501,Not LSOG,Not LSOG,,
375823276489998,2014-2018,46.62259,-68.24622,Not LSOG,Not LSOG,,2
375823277489998,2014-2018,45.76603,-68.36018,Not LSOG,Not LSOG,,1
375823278489998,2014-2018,45.58442,-68.29553,Not LSOG,Not LSOG,,
375823279489998,2014-2018,45.64236,-68.40888,Not LSOG,Not LSOG,,1
375823280489998,2014-2018,45.56166,-68.47447,Not LSOG,Not LSOG,,
375823281489998,2014-2018,45.48915,-68.53556,Not LSOG,Not LSOG,,1
375823282489998,2014-2018,45.4717,-68.43055,Transitioning LS,Not LSOG,,
375823283489998,2014-2018,45.47573,-68.36177,Not LSOG,Not LSOG,,
375823284489998,2014-2018,45.33736,-68.4675,Not LSOG,Not LSOG,,
375823285489998,2014-2018,45.30227,-68.6919,Not LSOG,Not LSOG,,
375823286489998,2014-2018,45.34436,-68.6668,Not LSOG,Not LSOG,,
375823288489998,2014-2018,45.19668,-68.60219,Not LSOG,Not LSOG,,
375823289489998,2014-2018,45.41868,-68.59712,Transitioning LS,Transitioning LS,,2
375823290489998,2014-2018,45.39711,-67.8327,Not LSOG,Not LSOG,,1
375823291489998,2014-2018,45.33312,-67.88922,Not LSOG,Not LSOG,,1
375823292489998,2014-2018,44.13934,-68.89501,Not LSOG,Not LSOG,,
375823294489998,2014-2018,45.56917,-67.46088,LS,Transitioning LS,,
375823295489998,2014-2018,45.5069,-67.53064,Not LSOG,Not LSOG,,1
375823296489998,2014-2018,45.59233,-67.67321,Not LSOG,Not LSOG,,1
375823297489998,2014-2018,45.52174,-67.72622,Not LSOG,Not LSOG,,1
375823298489998,2014-2018,45.60851,-67.81293,Not LSOG,Not LSOG,,
375823299489998,2014-2018,45.46384,-67.76938,Not LSOG,Not LSOG,,1
375823300489998,2014-2018,45.36257,-67.64327,LS,Transitioning LS,,1
375823301489998,2014-2018,45.31424,-67.70193,Not LSOG,Not LSOG,,
375823302489998,2014-2018,47.00546,-69.41242,Not LSOG,Not LSOG,,3
375823303489998,2014-2018,46.93098,-69.51695,Not LSOG,Not LSOG,,1
375823304489998,2014-2018,47.02888,-69.60595,Not LSOG,Not LSOG,1,1
375823305489998,2014-2018,46.96859,-69.67165,Not LSOG,Not LSOG,1,1
375823306489998,2014-2018,46.8746,-69.74182,Not LSOG,Not LSOG,,1
375823307489998,2014-2018,46.78053,-69.58857,Transitioning LS,Transitioning LS,,1
375823308489998,2014-2018,46.72699,-69.66319,Not LSOG,Not LSOG,1,1
375823309489998,2014-2018,46.82538,-69.79444,Not LSOG,Not LSOG,,1
375823310489998,2014-2018,46.78218,-69.78201,Not LSOG,Not LSOG,,1
375823311489998,2014-2018,46.74375,-69.84495,Not LSOG,Not LSOG,,1
375823312489998,2014-2018,46.69208,-69.89413,Not LSOG,Not LSOG,,1
375823313489998,2014-2018,46.58974,-69.78296,Not LSOG,Not LSOG,1,1
375823314489998,2014-2018,46.51897,-69.84215,Transitioning LS,Not LSOG,,1
375823315489998,2014-2018,46.59444,-69.95658,Not LSOG,Not LSOG,,1
375823316489998,2014-2018,46.37486,-69.97429,Not LSOG,Not LSOG,,1
375823317489998,2014-2018,46.31056,-70.02895,Not LSOG,Not LSOG,,1
375823318489998,2014-2018,47.1068,-69.22369,Not LSOG,Not LSOG,,1
375823319489998,2014-2018,44.10508,-69.67293,Not LSOG,Not LSOG,,
375823320489998,2014-2018,44.00543,-69.57662,Not LSOG,Not LSOG,,
375823321489998,2014-2018,43.9623,-69.68525,Not LSOG,Not LSOG,,
375823322489998,2014-2018,45.35163,-68.07235,LS,Transitioning LS,,1
375823324489998,2014-2018,45.16313,-67.82606,Not LSOG,Not LSOG,,1
375823325489998,2014-2018,45.06556,-67.83003,Transitioning LS,Transitioning LS,,1
375823326489998,2014-2018,45.18309,-68.0126,Transitioning LS,Transitioning LS,,
375823327489998,2014-2018,45.10949,-68.08691,Not LSOG,Not LSOG,,3
375823328489998,2014-2018,45.21949,-68.15842,Not LSOG,Not LSOG,,
375823330489998,2014-2018,44.95342,-68.01004,Not LSOG,Not LSOG,,2
375823331489998,2014-2018,44.88527,-68.06323,Not LSOG,Not LSOG,,1
375823332489998,2014-2018,44.97953,-68.17885,Not LSOG,Not LSOG,,1
375823333489998,2014-2018,44.88843,-68.17065,Not LSOG,Not LSOG,,2
375823334489998,2014-2018,44.88615,-68.33486,Transitioning LS,Transitioning LS,,
375823336489998,2014-2018,44.26219,-68.36063,Not LSOG,Not LSOG,,
375823338489998,2014-2018,44.18557,-68.65713,Not LSOG,Not LSOG,,
375823339489998,2014-2018,47.15186,-69.28231,Not LSOG,Not LSOG,,1
375823340489998,2014-2018,47.25792,-69.4058,Not LSOG,Not LSOG,,3
375823341489998,2014-2018,47.20067,-69.41991,Not LSOG,Not LSOG,,1
375823342489998,2014-2018,47.18405,-69.49099,Transitioning LS,Transitioning LS,,2
375823343489998,2014-2018,47.10146,-69.55954,Transitioning LS,Not LSOG,1,1
375823344489998,2014-2018,47.08706,-69.37077,Not LSOG,Not LSOG,,1
