state,eval_period,eval_year,CN,INVYR,LAT,LON,STDAGE,ba_total,ba_large,sd_dia,max_dia,snag_tpa,snag_thresh_1,snag_thresh_2,s_ba_large_v4,s_maturity_v4,s_structure_v4,s_canopy_v4,s_deadwood_v4,v4_total,v4_class,potapov_rh95,ornl_p_nonforest,ornl_p_allforest,ornl_p_other,ornl_p_mature,ornl_p_oldgrowth,s_canopy_height,v5_total,v5_class,v5b_class
ME,2014-2018,2016,171137546020004,2014,46.3148,-69.54612,25,67.77664184936268,0,1.0676384441901108,7.8,36.108276000000004,30,54,0,0,0,0,1,1,Not LSOG,9,0,100,58,36,6,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137547020004,2014,46.09442,-69.7283,94,112.95179626608791,0,2.6230859607601005,17.8,30.09023,30,54,0,1,0,1,1,3,Not LSOG,17,0,100,72,27,1,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137548020004,2014,46.01182,-69.61386,25,149.66945069132305,0,1.0782852338397013,6.9,12.036092,30,54,0,0,0,2,0,2,Not LSOG,11,1,99,43,49,7,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171137549020004,2014,45.92388,-69.64079,99,82.09696532739731,0,2.8711981243939766,13.8,24.072184,30,54,0,1,0,1,0,2,Not LSOG,11,1,99,39,53,7,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171137550020004,2014,46.02128,-69.798330000000007,35,117.71551393871508,0,1.3801446493521172,15.3,0,30,54,0,0,0,1,0,1,Not LSOG,15,0,100,46,49,5,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137551020004,2014,45.963,-69.85366,28,155.3626621982527,0,1.2720737018256933,9.4,12.036092,30,54,0,0,0,2,0,2,Not LSOG,19,0,100,76,24,0,1,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137552020004,2014,45.8953,-69.88728,99,177.95299881379248,15.031356783956637,2.6652910133673307,21.4,12.036092,30,54,0,1,0,2,0,3,Not LSOG,0,100,0,0,0,0,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137553020004,2014,45.71254,-69.84744,38,57.68797850033976,0,1.9381121000174741,12.5,6.018046,30,54,0,0,0,0,0,0,Not LSOG,19,0,100,77,22,1,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137554020004,2014,45.82038,-69.99844,55,48.99391229052828,0,1.8530419211774194,9.7,18.054138000000002,30,54,0,0,0,0,0,0,Not LSOG,20,0,100,82,17,1,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137555020004,2014,45.74391,-70.02394,35,66.5974540520082,0,2.129407853193551,8.9,0,30,54,0,0,0,0,0,0,Not LSOG,5,0,100,55,44,1,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,171137556020004,2014,44.41771,-69.91411,65,114.33354923639016,36.178515623889,4.349182052274509,26.5,12.036092,30,54,0,0,1,1,0,2,Not LSOG,18,1,99,37,62,0,1,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137557020004,2014,44.35539,-69.99907,75,174.28583657992752,20.678454641148843,3.594660335675166,25.1,84.252644,30,54,0,0,1,2,2,5,Transitioning LS,17,1,99,31,66,2,0,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,171137558020004,2014,44.43576,-70.1141,89,0,0,0,0,0,30,54,0,1,0,0,0,1,Not LSOG,23,2,98,36,60,2,1,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171137559020004,2014,44.28997,-70.01021,56,131.8110168921415,0,3.7301791507017272,15,66.198506,30,54,0,0,1,2,2,5,Transitioning LS,17,0,100,32,66,2,0,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,171137560020004,2014,44.39405,-70.18732,68,0,0,0,0,0,30,54,0,0,0,0,0,0,Not LSOG,20,0,100,30,70,0,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137561020004,2014,44.29082,-70.22152,63,173.10790709792892,32.51159453928852,3.742496212204524,22.7,24.072184,30,54,0,0,1,2,0,3,Not LSOG,0,99,1,1,0,0,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137562020004,2014,44.21095,-70.11499,39,105.18254451259992,0,1.9539315049650197,13,0,30,54,0,0,0,1,0,1,Not LSOG,18,4,96,39,57,0,1,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171137564020004,2014,44.22578,-70.28043,60,120.45936061976938,0,2.8494885777222634,14,6.018046,30,54,0,0,0,2,0,2,Not LSOG,22,2,98,37,59,2,1,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137565020004,2014,44.18396,-70.276840000000007,81,91.27366028568899,28.824980000957638,4.590552864142686,21.4,12.036092,30,54,0,1,1,1,0,3,Not LSOG,17,1,99,32,65,2,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137566020004,2014,44.16024,-70.34481,45,83.85651204763715,0,2.9505092934972548,15.6,0,30,54,0,0,0,1,0,1,Not LSOG,0,86,14,12,2,0,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137567020004,2014,44.09586,-70.42465,98,131.22842888596858,18.748496175569635,4.541314242225801,23.9,24.072184,30,54,0,1,1,2,0,4,Transitioning LS,18,1,99,29,64,6,1,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,171137568020004,2014,43.84462,-70.32301,65,228.378418426872,13.39286143358736,3.0385971602586546,20.2,210.63161,30,54,0,0,1,2,2,5,Transitioning LS,10,37,63,37,26,0,0,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,171137569020004,2014,43.86452,-70.35046,54,46.61484916605192,0,3.9587645026689757,15.4,18.054138000000002,30,54,0,0,1,0,0,1,Not LSOG,0,82,18,16,2,0,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137570020004,2014,44.03289,-70.44644,45,9.780783456891239,0,1.8854613122310424,8.4,12.036092,30,54,0,0,0,0,0,0,Not LSOG,22,1,99,36,61,2,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137571020004,2014,43.34346,-70.62373,61,167.84367187086286,15.886052675855998,4.841218194668031,22,72.21655200000001,30,54,0,0,1,2,2,5,Transitioning LS,17,4,96,14,81,1,0,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,171137572020004,2014,43.27463,-70.67314,66,37.62958054953888,18.28077664947264,4.810708880820802,23.6,6.018046,30,54,0,0,1,0,0,1,Not LSOG,21,1,99,15,83,1,1,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171137573020004,2014,43.21555,-70.61081,62,100.50026864828652,0,2.920449517459628,13.9,36.108276000000004,30,54,0,0,0,1,1,2,Not LSOG,16,35,65,27,38,0,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171137574020004,2014,43.19065,-70.70089,76,147.55060999454687,0,3.5011974504025187,16.4,36.108276000000004,30,54,0,0,1,2,1,4,Transitioning LS,20,3,97,18,77,2,1,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,171137575020004,2014,44.9374,-69.1312,78,114.74849339731512,0,3.204383146743703,12.2,12.036092,30,54,0,0,1,1,0,2,Not LSOG,19,0,100,43,56,1,1,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137576020004,2014,44.97765,-69.31135,61,176.46439792418712,0,2.6347228950884984,14.7,12.036092,30,54,0,0,0,2,0,2,Not LSOG,0,96,4,4,0,0,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171137577020004,2014,44.74937,-69.31992,25,64.62692892128304,0,1.2793628516785145,9.5,12.036092,30,54,0,0,0,0,0,0,Not LSOG,7,0,100,34,58,8,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,171137578020004,2014,44.652589999999996,-69.35448,66,152.7596255856924,43.899662383121154,5.710205850881331,22.2,54.162414,30,54,1,0,1,2,2,6,LS,21,2,98,36,62,0,1,7,LS,LS
ME,2014-2018,2016,171137579020004,2014,45.0069,-69.51714,55,128.16822458267674,0,2.672918294218807,19.4,72.21655200000001,30,54,0,0,0,2,2,4,Transitioning LS,14,0,100,38,60,2,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,171137583020004,2014,46.47353,-67.83011,35,22.290463058948998,0,2.1255850752861534,9.2,36.108276000000004,30,54,0,0,0,0,1,1,Not LSOG,0,96,4,4,0,0,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137585020004,2014,46.70617,-67.78951,20,34.80785656484832,0,1.9976910556503422,8.3,0,30,54,0,0,0,0,0,0,Not LSOG,15,1,99,36,60,3,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,171137586020004,2014,46.63095,-67.83811,38,151.52549619853727,0,2.0247594516703584,9.8,6.018046,30,54,0,0,0,2,0,2,Not LSOG,13,0,100,44,49,7,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171137587020004,2014,43.93677,-70.30433,75,104.80664434204907,17.363061705636,3.987508496415987,23,42.126322,30,54,0,0,1,1,1,3,Not LSOG,9,45,55,37,18,0,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137589020004,2014,43.79887,-70.44832,43,54.69714370813032,0,3.216380808546294,11.1,0,30,54,0,0,1,0,0,1,Not LSOG,16,3,97,20,75,2,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171137590020004,2014,43.72919,-70.52751,72,126.08153104468138,0,4.345607961494627,17.7,24.072184,30,54,0,0,1,2,0,3,Not LSOG,0,100,0,0,0,0,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171137591020004,2014,43.59024,-70.58731,78,136.36392273962315,0,3.458781033993653,18,30.09023,30,54,0,0,1,2,1,4,Transitioning LS,22,1,99,19,79,1,1,5,Transitioning LS,Transitioning LS
